job,step,machine,start,end,precedence
Job1,1,Machine19,0,2,
Job1,2,Machine6,2,13,After Job1 Step 1
Job1,3,Machine8,13,19,After Job1 Step 2
Job1,4,Machine1,19,41,After Job1 Step 3
Job1,5,Machine2,41,42,After Job1 Step 4
Job1,6,Machine12,42,48,After Job1 Step 5
Job1,7,Machine18,48,53,After Job1 Step 6
Job1,8,Machine15,53,58,After Job1 Step 7
Job1,9,Machine11,58,75,After Job1 Step 8
Job1,10,Machine10,75,93,After Job1 Step 9
Job1,11,Machine4,93,97,After Job1 Step 10
Job1,12,Machine13,97,115,After Job1 Step 11
Job1,13,Machine14,115,127,After Job1 Step 12
Job1,14,Machine9,127,145,After Job1 Step 13
Job1,15,Machine7,145,151,After Job1 Step 14
Job1,16,Machine16,151,172,After Job1 Step 15
Job1,17,Machine17,172,187,After Job1 Step 16
Job1,18,Machine0,187,197,After Job1 Step 17
Job1,19,Machine5,197,205,After Job1 Step 18
Job1,20,Machine3,205,217,After Job1 Step 19
Job10,1,Machine6,1478,1498,
Job10,2,Machine18,1498,1500,After Job10 Step 1
Job10,3,Machine1,1500,1504,After Job10 Step 2
Job10,4,Machine8,1504,1510,After Job10 Step 3
Job10,5,Machine17,1510,1523,After Job10 Step 4
Job10,6,Machine13,1523,1540,After Job10 Step 5
Job10,7,Machine14,1540,1552,After Job10 Step 6
Job10,8,Machine15,1552,1565,After Job10 Step 7
Job10,9,Machine10,1565,1575,After Job10 Step 8
Job10,10,Machine2,1575,1594,After Job10 Step 9
Job10,11,Machine3,1594,1615,After Job10 Step 10
Job10,12,Machine11,1615,1625,After Job10 Step 11
Job10,13,Machine5,1625,1630,After Job10 Step 12
Job10,14,Machine7,1630,1640,After Job10 Step 13
Job10,15,Machine9,1640,1646,After Job10 Step 14
Job10,16,Machine19,1646,1652,After Job10 Step 15
Job10,17,Machine16,1652,1654,After Job10 Step 16
Job10,18,Machine0,1654,1662,After Job10 Step 17
Job10,19,Machine12,1662,1668,After Job10 Step 18
Job10,20,Machine4,1668,1677,After Job10 Step 19
Job11,1,Machine11,1625,1635,
Job11,2,Machine3,1635,1651,After Job11 Step 1
Job11,3,Machine19,1652,1673,After Job11 Step 2
Job11,4,Machine17,1673,1675,After Job11 Step 3
Job11,5,Machine4,1677,1694,After Job11 Step 4
Job11,6,Machine1,1694,1700,After Job11 Step 5
Job11,7,Machine8,1700,1701,After Job11 Step 6
Job11,8,Machine12,1701,1719,After Job11 Step 7
Job11,9,Machine13,1719,1729,After Job11 Step 8
Job11,10,Machine2,1729,1740,After Job11 Step 9
