job,step,machine,start,end,precedence
Job1,1,Machine5,0,9,
Job1,2,Machine11,9,25,After Job1 Step 1
Job1,3,Machine3,25,36,After Job1 Step 2
Job1,4,Machine7,36,47,After Job1 Step 3
Job1,5,Machine13,47,67,After Job1 Step 4
Job1,6,Machine8,67,70,After Job1 Step 5
Job1,7,Machine2,70,93,After Job1 Step 6
Job1,8,Machine0,93,105,After Job1 Step 7
Job1,9,Machine4,105,118,After Job1 Step 8
Job1,10,Machine9,118,127,After Job1 Step 9
Job1,11,Machine12,127,129,After Job1 Step 10
Job1,12,Machine6,129,132,After Job1 Step 11
Job1,13,Machine10,132,152,After Job1 Step 12
Job1,14,Machine14,152,155,After Job1 Step 13
Job1,15,Machine1,155,163,After Job1 Step 14
Job10,1,Machine8,1249,1255,
Job10,2,Machine5,1255,1260,After Job10 Step 1
Job10,3,Machine3,1260,1262,After Job10 Step 2
Job10,4,Machine0,1262,1282,After Job10 Step 3
Job10,5,Machine9,1282,1286,After Job10 Step 4
Job10,6,Machine6,1286,1308,After Job10 Step 5
Job10,7,Machine13,1308,1314,After Job10 Step 6
Job10,8,Machine1,1314,1320,After Job10 Step 7
Job10,9,Machine11,1320,1341,After Job10 Step 8
Job10,10,Machine10,1341,1360,After Job10 Step 9
Job10,11,Machine4,1360,1371,After Job10 Step 10
Job10,12,Machine7,1371,1391,After Job10 Step 11
Job10,13,Machine2,1391,1410,After Job10 Step 12
Job10,14,Machine12,1410,1426,After Job10 Step 13
Job10,15,Machine14,1426,1427,After Job10 Step 14
Job11,1,Machine6,1308,1314,
Job11,2,Machine0,1314,1328,After Job11 Step 1
Job11,3,Machine12,1426,1427,After Job11 Step 2
Job11,4,Machine4,1427,1436,After Job11 Step 3
Job11,5,Machine11,1436,1452,After Job11 Step 4
Job11,6,Machine9,1452,1473,After Job11 Step 5
Job11,7,Machine5,1473,1480,After Job11 Step 6
Job11,8,Machine13,1480,1499,After Job11 Step 7
Job11,9,Machine2,1499,1519,After Job11 Step 8
Job11,10,Machine10,1519,1540,After Job11 Step 9
Job11,11,Machine14,1540,1547,After Job11 Step 10
Job11,12,Machine8,1547,1571,After Job11 Step 11
Job11,13,Machine3,1571,1573,After Job11 Step 12
Job11,14,Machine1,1573,1588,After Job11 Step 13
Job11,15,Machine7,1588,1604,After Job11 Step 14
Job12,1,Machine5,1480,1503,
Job12,2,Machine4,1503,1512,After Job12 Step 1
Job12,3,Machine9,1512,1535,After Job12 Step 2
Job12,4,Machine14,1547,1556,After Job12 Step 3
Job12,5,Machine11,1556,1565,After Job12 Step 4
Job12,6,Machine1,1588,1593,After Job12 Step 5
Job12,7,Machine7,1604,1624,After Job12 Step 6
Job12,8,Machine12,1624,1632,After Job12 Step 7
Job12,9,Machine6,1632,1636,After Job12 Step 8
Job12,10,Machine13,1636,1645,After Job12 Step 9
Job12,11,Machine0,1645,1649,After Job12 Step 10
Job12,12,Machine3,1649,1673,After Job12 Step 11
Job12,13,Machine8,1673,1686,After Job12 Step 12
Job12,14,Machine10,1686,1706,After Job12 Step 13
Job12,15,Machine2,1706,1725,After Job12 Step 14
Job13,1,Machine9,1535,1549,
Job13,2,Machine13,1645,1657,After Job13 Step 1
Job13,3,Machine7,1657,1678,After Job13 Step 2
Job13,4,Machine6,1678,1700,After Job13 Step 3
Job13,5,Machine2,1725,1747,After Job13 Step 4
Job13,6,Machine8,1747,1757,After Job13 Step 5
Job13,7,Machine0,1757,1778,After Job13 Step 6
Job13,8,Machine14,1778,1787,After Job13 Step 7
Job13,9,Machine1,1787,1802,After Job13 Step 8
Job13,10,Machine4,1802,1817,After Job13 Step 9
Job13,11,Machine10,1817,1820,After Job13 Step 10
Job13,12,Machine3,1820,1822,After Job13 Step 11
Job13,13,Machine5,1822,1841,After Job13 Step 12
Job13,14,Machine11,1841,1859,After Job13 Step 13
Job13,15,Machine12,1859,1875,After Job13 Step 14
Job14,1,Machine2,1747,1752,
Job14,2,Machine7,1752,1767,After Job14 Step 1
Job14,3,Machine14,1787,1800,After Job14 Step 2
Job14,4,Machine4,1817,1826,After Job14 Step 3
Job14,5,Machine6,1826,1847,After Job14 Step 4
Job14,6,Machine1,1847,1863,After Job14 Step 5
Job14,7,Machine0,1863,1872,After Job14 Step 6
Job14,8,Machine3,1872,1872,After Job14 Step 7
Job14,9,Machine10,1872,1892,After Job14 Step 8
Job14,10,Machine12,1892,1905,After Job14 Step 9
Job14,11,Machine8,1905,1917,After Job14 Step 10
Job14,12,Machine13,1917,1926,After Job14 Step 11
Job14,13,Machine9,1926,1941,After Job14 Step 12
Job14,14,Machine5,1941,1952,After Job14 Step 13
Job14,15,Machine11,1952,1960,After Job14 Step 14
Job15,1,Machine8,1917,1932,
Job15,2,Machine0,1932,1936,After Job15 Step 1
Job15,3,Machine10,1936,1960,After Job15 Step 2
Job15,4,Machine1,1960,1979,After Job15 Step 3
Job15,5,Machine6,1979,1998,After Job15 Step 4
Job15,6,Machine9,1998,2001,After Job15 Step 5
Job15,7,Machine2,2001,2013,After Job15 Step 6
Job15,8,Machine11,2013,2015,After Job15 Step 7
Job15,9,Machine12,2015,2015,After Job15 Step 8
Job15,10,Machine14,2015,2016,After Job15 Step 9
Job15,11,Machine13,2016,2031,After Job15 Step 10
Job15,12,Machine4,2031,2043,After Job15 Step 11
Job15,13,Machine3,2043,2059,After Job15 Step 12
Job15,14,Machine5,2059,2080,After Job15 Step 13
Job15,15,Machine7,2080,2090,After Job15 Step 14
Job16,1,Machine10,1960,1975,
Job16,2,Machine1,1979,1989,After Job16 Step 1
Job16,3,Machine8,1989,2007,After Job16 Step 2
Job16,4,Machine5,2080,2081,After Job16 Step 3
Job16,5,Machine6,2081,2094,After Job16 Step 4
Job16,6,Machine14,2094,2118,After Job16 Step 5
Job16,7,Machine3,2118,2124,After Job16 Step 6
Job16,8,Machine2,2124,2127,After Job16 Step 7
Job16,9,Machine9,2127,2142,After Job16 Step 8
Job16,10,Machine0,2142,2165,After Job16 Step 9
Job16,11,Machine11,2165,2166,After Job16 Step 10
Job16,12,Machine7,2166,2183,After Job16 Step 11
Job16,13,Machine12,2183,2184,After Job16 Step 12
Job16,14,Machine4,2184,2193,After Job16 Step 13
Job16,15,Machine13,2193,2207,After Job16 Step 14
Job17,1,Machine13,2207,2218,
Job17,2,Machine14,2218,2238,After Job17 Step 1
Job17,3,Machine7,2238,2260,After Job17 Step 2
Job17,4,Machine10,2260,2275,After Job17 Step 3
Job17,5,Machine12,2275,2280,After Job17 Step 4
Job17,6,Machine0,2280,2290,After Job17 Step 5
Job17,7,Machine5,2290,2301,After Job17 Step 6
Job17,8,Machine8,2301,2322,After Job17 Step 7
Job17,9,Machine4,2322,2343,After Job17 Step 8
Job17,10,Machine6,2343,2356,After Job17 Step 9
Job17,11,Machine11,2356,2377,After Job17 Step 10
Job17,12,Machine9,2377,2398,After Job17 Step 11
Job17,13,Machine1,2398,2404,After Job17 Step 12
Job17,14,Machine3,2404,2407,After Job17 Step 13
Job17,15,Machine2,2407,2423,After Job17 Step 14
Job18,1,Machine1,2404,2422,
Job18,2,Machine14,2422,2437,After Job18 Step 1
Job18,3,Machine10,2437,2447,After Job18 Step 2
Job18,4,Machine11,2447,2459,After Job18 Step 3
Job18,5,Machine2,2459,2477,After Job18 Step 4
Job18,6,Machine4,2477,2479,After Job18 Step 5
Job18,7,Machine9,2479,2488,After Job18 Step 6
Job18,8,Machine5,2488,2505,After Job18 Step 7
Job18,9,Machine6,2505,2521,After Job18 Step 8
Job18,10,Machine3,2521,2541,After Job18 Step 9
Job18,11,Machine8,2541,2561,After Job18 Step 10
Job18,12,Machine7,2561,2565,After Job18 Step 11
Job18,13,Machine12,2565,2581,After Job18 Step 12
Job18,14,Machine13,2581,2600,After Job18 Step 13
Job18,15,Machine0,2600,2609,After Job18 Step 14
Job19,1,Machine14,2437,2449,
Job19,2,Machine9,2488,2510,After Job19 Step 1
Job19,3,Machine3,2541,2562,After Job19 Step 2
Job19,4,Machine11,2562,2583,After Job19 Step 3
Job19,5,Machine5,2583,2586,After Job19 Step 4
Job19,6,Machine13,2600,2621,After Job19 Step 5
Job19,7,Machine0,2621,2632,After Job19 Step 6
Job19,8,Machine6,2632,2634,After Job19 Step 7
Job19,9,Machine1,2634,2645,After Job19 Step 8
Job19,10,Machine4,2645,2650,After Job19 Step 9
Job19,11,Machine8,2650,2656,After Job19 Step 10
Job19,12,Machine12,2656,2666,After Job19 Step 11
Job19,13,Machine10,2666,2689,After Job19 Step 12
Job19,14,Machine2,2689,2707,After Job19 Step 13
Job19,15,Machine7,2707,2728,After Job19 Step 14
Job2,1,Machine9,127,148,
Job2,2,Machine8,148,170,After Job2 Step 1
Job2,3,Machine5,170,189,After Job2 Step 2
Job2,4,Machine1,189,191,After Job2 Step 3
Job2,5,Machine12,191,199,After Job2 Step 4
Job2,6,Machine11,199,204,After Job2 Step 5
Job2,7,Machine0,204,217,After Job2 Step 6
Job2,8,Machine2,217,231,After Job2 Step 7
Job2,9,Machine6,231,252,After Job2 Step 8
Job2,10,Machine13,252,258,After Job2 Step 9
Job2,11,Machine14,258,279,After Job2 Step 10
Job2,12,Machine10,279,302,After Job2 Step 11
Job2,13,Machine7,302,306,After Job2 Step 12
Job2,14,Machine4,306,323,After Job2 Step 13
Job2,15,Machine3,323,326,After Job2 Step 14
Job20,1,Machine3,2562,2575,
Job20,2,Machine1,2645,2659,After Job20 Step 1
Job20,3,Machine8,2659,2672,After Job20 Step 2
Job20,4,Machine13,2672,2686,After Job20 Step 3
Job20,5,Machine2,2707,2716,After Job20 Step 4
Job20,6,Machine0,2716,2739,After Job20 Step 5
Job20,7,Machine7,2739,2745,After Job20 Step 6
Job20,8,Machine12,2745,2761,After Job20 Step 7
Job20,9,Machine14,2761,2765,After Job20 Step 8
Job20,10,Machine9,2765,2766,After Job20 Step 9
Job20,11,Machine11,2766,2784,After Job20 Step 10
Job20,12,Machine4,2784,2805,After Job20 Step 11
Job20,13,Machine10,2805,2827,After Job20 Step 12
Job20,14,Machine6,2827,2830,After Job20 Step 13
Job20,15,Machine5,2830,2850,After Job20 Step 14
Job21,1,Machine5,2850,2859,
Job21,2,Machine10,2859,2883,After Job21 Step 1
Job21,3,Machine2,2883,2898,After Job21 Step 2
Job21,4,Machine12,2898,2917,After Job21 Step 3
Job21,5,Machine9,2917,2934,After Job21 Step 4
