
==================================================
Processing dataset: rcmax_20_15_8
==================================================

=== MAPLE Multi-Agent JSSP with rcmax_20_15_8 ===
Using openai model
Dataset: /Users/glin/Documents/GitHub/M-APPLE/M-APPLE-OS/applications/DMU/rcmax_20_15_8.txt
Jobs: 20, Machines: 15
==================================================

=== Results for rcmax_20_15_8 ===
Timestamp: 2025-09-19 17:36:22

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job6 | 1 | Machine0 | 0-190 | None |
| Job16 | 1 | Machine10 | 0-65 | None |
| Job8 | 1 | Machine11 | 0-188 | None |
| Job12 | 1 | Machine12 | 0-93 | None |
| Job2 | 1 | Machine14 | 0-126 | None |
| Job3 | 1 | Machine2 | 0-20 | None |
| Job7 | 1 | Machine3 | 0-137 | None |
| Job4 | 1 | Machine5 | 0-63 | None |
| Job5 | 1 | Machine6 | 0-55 | None |
| Job15 | 1 | Machine7 | 0-126 | None |
| Job1 | 1 | Machine8 | 0-185 | None |
| Job20 | 1 | Machine9 | 0-9 | None |
| Job19 | 1 | Machine6 | 55-138 | None |
| Job10 | 1 | Machine5 | 63-76 | None |
| Job16 | 2 | Machine1 | 65-107 | After Job16 Step 1 |
| Job3 | 2 | Machine12 | 93-232 | After Job3 Step 1 |
| Job2 | 2 | Machine2 | 126-186 | After Job2 Step 1 |
| Job11 | 1 | Machine3 | 137-325 | None |
| Job4 | 2 | Machine6 | 138-174 | After Job4 Step 1 |
| Job15 | 2 | Machine6 | 174-294 | After Job15 Step 1 |
| Job1 | 2 | Machine10 | 185-219 | After Job1 Step 1 |
| Job13 | 1 | Machine8 | 185-199 | None |
| Job9 | 1 | Machine11 | 188-254 | None |
| Job8 | 2 | Machine9 | 188-294 | After Job8 Step 1 |
| Job18 | 1 | Machine0 | 190-262 | None |
| Job13 | 2 | Machine7 | 199-385 | After Job13 Step 1 |
| Job5 | 2 | Machine10 | 219-278 | After Job5 Step 1 |
| Job17 | 1 | Machine11 | 254-306 | None |
| Job9 | 2 | Machine8 | 254-347 | After Job9 Step 1 |
| Job7 | 2 | Machine0 | 262-436 | After Job7 Step 1 |
| Job18 | 2 | Machine1 | 262-309 | After Job18 Step 1 |
| Job6 | 2 | Machine10 | 278-280 | After Job6 Step 1 |
| Job12 | 2 | Machine10 | 280-479 | After Job12 Step 1 |
| Job6 | 3 | Machine13 | 280-370 | After Job6 Step 2 |
| Job19 | 2 | Machine9 | 294-466 | After Job19 Step 1 |
| Job5 | 3 | Machine11 | 306-324 | After Job5 Step 2 |
| Job17 | 2 | Machine2 | 306-497 | After Job17 Step 1 |
| Job20 | 2 | Machine1 | 309-395 | After Job20 Step 1 |
| Job11 | 2 | Machine12 | 325-338 | After Job11 Step 1 |
| Job14 | 1 | Machine3 | 325-487 | None |
| Job2 | 3 | Machine8 | 347-459 | After Job2 Step 2 |
