
==================================================
Processing dataset: TA02
==================================================

=== MAPLE Multi-Agent JSSP with TA02 ===
Using openai model
Dataset: /Users/glin/Documents/GitHub/M-APPLE/M-APPLE-OS/applications/TA/TA02.txt
Jobs: 15, Machines: 62
==================================================

=== Results for TA02 ===
Timestamp: 2025-09-19 17:34:55

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job14 | 1 | Machine11 | 0-93 | None |
| Job4 | 1 | Machine13 | 0-14 | None |
| Job12 | 1 | Machine23 | 0-32 | None |
| Job13 | 1 | Machine28 | 0-31 | None |
| Job3 | 1 | Machine33 | 0-67 | None |
| Job11 | 1 | Machine35 | 0-42 | None |
| Job15 | 1 | Machine36 | 0-98 | None |
| Job10 | 1 | Machine5 | 0-35 | None |
| Job7 | 1 | Machine50 | 0-68 | None |
| Job8 | 1 | Machine60 | 0-64 | None |
| Job6 | 1 | Machine62 | 0-60 | None |
| Job2 | 1 | Machine68 | 0-28 | None |
| Job1 | 1 | Machine86 | 0-60 | None |
| Job5 | 1 | Machine93 | 0-52 | None |
| Job4 | 2 | Machine73 | 14-102 | After Job4 Step 1 |
| Job2 | 2 | Machine38 | 28-64 | After Job2 Step 1 |
| Job13 | 2 | Machine3 | 31-59 | After Job13 Step 1 |
| Job10 | 2 | Machine21 | 35-49 | After Job10 Step 1 |
| Job12 | 2 | Machine35 | 42-52 | After Job12 Step 1 |
| Job10 | 3 | Machine66 | 49-52 | After Job10 Step 2 |
| Job12 | 3 | Machine29 | 52-120 | After Job12 Step 2 |
| Job10 | 4 | Machine6 | 52-150 | After Job10 Step 3 |
| Job5 | 2 | Machine63 | 52-65 | After Job5 Step 1 |
| Job9 | 1 | Machine93 | 52-98 | None |
| Job13 | 3 | Machine66 | 59-118 | After Job13 Step 2 |
| Job1 | 2 | Machine10 | 60-119 | After Job1 Step 1 |
| Job11 | 2 | Machine62 | 60-128 | After Job11 Step 1 |
| Job8 | 2 | Machine92 | 64-108 | After Job8 Step 1 |
| Job5 | 3 | Machine19 | 65-106 | After Job5 Step 2 |
| Job3 | 2 | Machine96 | 67-158 | After Job3 Step 1 |
| Job7 | 2 | Machine90 | 68-102 | After Job7 Step 1 |
| Job14 | 2 | Machine27 | 93-152 | After Job14 Step 1 |
| Job15 | 2 | Machine38 | 98-122 | After Job15 Step 1 |
| Job9 | 2 | Machine51 | 98-135 | After Job9 Step 1 |
| Job6 | 2 | Machine93 | 98-114 | After Job6 Step 1 |
| Job4 | 3 | Machine24 | 102-118 | After Job4 Step 2 |
| Job7 | 3 | Machine44 | 102-107 | After Job7 Step 2 |
| Job7 | 4 | Machine8 | 107-132 | After Job7 Step 3 |
| Job8 | 3 | Machine63 | 108-199 | After Job8 Step 2 |
| Job2 | 3 | Machine93 | 114-149 | After Job2 Step 2 |
| Job13 | 4 | Machine24 | 118-163 | After Job13 Step 3 |
| Job4 | 4 | Machine78 | 118-188 | After Job4 Step 3 |
| Job6 | 3 | Machine10 | 119-191 | After Job6 Step 2 |
| Job1 | 3 | Machine65 | 119-213 | After Job1 Step 2 |
| Job12 | 4 | Machine20 | 120-128 | After Job12 Step 3 |
| Job15 | 3 | Machine84 | 122-169 | After Job15 Step 2 |
| Job11 | 3 | Machine73 | 128-155 | After Job11 Step 2 |
| Job7 | 5 | Machine70 | 132-185 | After Job7 Step 4 |
| Job9 | 3 | Machine91 | 135-225 | After Job9 Step 2 |
| Job2 | 4 | Machine37 | 149-177 | After Job2 Step 3 |
| Job14 | 3 | Machine62 | 152-175 | After Job14 Step 2 |
| Job11 | 4 | Machine52 | 155-194 | After Job11 Step 3 |
| Job3 | 3 | Machine83 | 158-239 | After Job3 Step 2 |
| Job13 | 5 | Machine81 | 163-171 | After Job13 Step 4 |
| Job15 | 4 | Machine72 | 169-170 | After Job15 Step 3 |
