
==================================================
Processing dataset: abz07
==================================================

=== MAPLE Multi-Agent JSSP with abz07 ===
Using openai model
Dataset: /Users/glin/Documents/GitHub/M-APPLE/M-APPLE-OS/applications/abzswvyn/abz07.txt
Jobs: 20, Machines: 15
==================================================

=== Results for abz07 ===
Timestamp: 2025-09-19 17:19:23

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job12 | 1 | Machine0 | 0-22 | None |
| Job11 | 1 | Machine10 | 0-28 | None |
| Job5 | 1 | Machine11 | 0-23 | None |
| Job10 | 1 | Machine12 | 0-35 | None |
| Job7 | 1 | Machine13 | 0-27 | None |
| Job1 | 1 | Machine2 | 0-24 | None |
| Job17 | 1 | Machine3 | 0-25 | None |
| Job8 | 1 | Machine5 | 0-27 | None |
| Job2 | 1 | Machine6 | 0-30 | None |
| Job6 | 1 | Machine8 | 0-24 | None |
| Job4 | 1 | Machine9 | 0-20 | None |
| Job15 | 1 | Machine9 | 20-41 | None |
| Job6 | 2 | Machine11 | 24-43 | After Job6 Step 1 |
| Job14 | 1 | Machine8 | 24-52 | None |
| Job1 | 2 | Machine3 | 25-37 | After Job1 Step 1 |
| Job9 | 1 | Machine13 | 27-59 | None |
| Job8 | 2 | Machine4 | 27-46 | After Job8 Step 1 |
| Job19 | 1 | Machine5 | 27-45 | None |
| Job3 | 1 | Machine6 | 30-65 | None |
| Job10 | 2 | Machine1 | 35-46 | After Job10 Step 1 |
| Job13 | 1 | Machine12 | 35-74 | None |
| Job2 | 2 | Machine3 | 37-52 | After Job2 Step 1 |
| Job15 | 2 | Machine14 | 41-75 | After Job15 Step 1 |
| Job16 | 1 | Machine9 | 41-54 | None |
| Job11 | 2 | Machine5 | 45-82 | After Job11 Step 1 |
| Job14 | 2 | Machine1 | 52-81 | After Job14 Step 1 |
| Job7 | 2 | Machine3 | 52-82 | After Job7 Step 1 |
| Job20 | 1 | Machine9 | 54-85 | None |
| Job9 | 2 | Machine11 | 59-88 | After Job9 Step 1 |
| Job5 | 2 | Machine13 | 59-79 | After Job5 Step 1 |
| Job3 | 2 | Machine0 | 65-87 | After Job3 Step 1 |
| Job4 | 2 | Machine6 | 65-94 | After Job4 Step 1 |
| Job18 | 1 | Machine12 | 74-96 | None |
| Job16 | 2 | Machine14 | 75-115 | After Job16 Step 1 |
| Job15 | 3 | Machine3 | 82-112 | After Job15 Step 2 |
| Job13 | 2 | Machine5 | 82-114 | After Job13 Step 1 |
| Job20 | 2 | Machine8 | 85-124 | After Job20 Step 1 |
| Job1 | 3 | Machine9 | 85-102 | After Job1 Step 2 |
| Job3 | 3 | Machine13 | 87-110 | After Job3 Step 2 |
| Job12 | 2 | Machine11 | 88-113 | After Job12 Step 1 |
| Job4 | 3 | Machine1 | 94-113 | After Job4 Step 2 |
| Job7 | 3 | Machine6 | 94-115 | After Job7 Step 2 |
| Job18 | 2 | Machine10 | 96-110 | After Job18 Step 1 |
| Job2 | 3 | Machine12 | 96-116 | After Job2 Step 2 |
| Job1 | 4 | Machine4 | 102-129 | After Job1 Step 3 |
| Job18 | 3 | Machine0 | 110-122 | After Job18 Step 2 |
| Job19 | 2 | Machine10 | 110-140 | After Job19 Step 1 |
| Job5 | 3 | Machine1 | 113-141 | After Job5 Step 2 |
| Job13 | 3 | Machine2 | 114-150 | After Job13 Step 2 |
| Job17 | 2 | Machine5 | 114-129 | After Job17 Step 1 |
| Job6 | 3 | Machine14 | 115-136 | After Job6 Step 2 |
| Job8 | 3 | Machine6 | 115-144 | After Job8 Step 2 |
| Job16 | 3 | Machine7 | 115-151 | After Job16 Step 2 |
| Job2 | 4 | Machine11 | 116-135 | After Job2 Step 3 |
| Job11 | 3 | Machine12 | 116-145 | After Job11 Step 2 |
| Job9 | 3 | Machine8 | 124-148 | After Job9 Step 2 |
| Job1 | 5 | Machine0 | 129-150 | After Job1 Step 4 |
| Job10 | 3 | Machine5 | 129-168 | After Job10 Step 2 |
| Job14 | 3 | Machine14 | 136-176 | After Job14 Step 2 |
| Job6 | 4 | Machine1 | 141-174 | After Job6 Step 3 |
| Job5 | 4 | Machine6 | 144-176 | After Job5 Step 3 |
| Job8 | 4 | Machine9 | 144-164 | After Job8 Step 3 |
| Job20 | 3 | Machine12 | 145-172 | After Job20 Step 2 |
| Job9 | 4 | Machine3 | 148-175 | After Job9 Step 3 |
| Job7 | 4 | Machine8 | 148-167 | After Job7 Step 3 |
| Job17 | 3 | Machine2 | 150-178 | After Job17 Step 2 |
| Job16 | 4 | Machine4 | 151-168 | After Job16 Step 3 |
| Job19 | 3 | Machine7 | 151-189 | After Job19 Step 2 |
| Job13 | 4 | Machine8 | 167-181 | After Job13 Step 3 |
| Job12 | 3 | Machine5 | 168-196 | After Job12 Step 2 |
| Job11 | 4 | Machine1 | 174-205 | After Job11 Step 3 |
| Job8 | 5 | Machine3 | 175-196 | After Job8 Step 4 |
| Job14 | 4 | Machine12 | 176-199 | After Job14 Step 3 |
| Job10 | 4 | Machine14 | 176-194 | After Job10 Step 3 |
| Job1 | 6 | Machine6 | 176-201 | After Job1 Step 5 |
| Job18 | 4 | Machine2 | 178-198 | After Job18 Step 3 |
| Job3 | 4 | Machine7 | 189-221 | After Job3 Step 3 |
| Job19 | 4 | Machine14 | 194-216 | After Job19 Step 3 |
| Job8 | 6 | Machine10 | 196-236 | After Job8 Step 5 |
| Job12 | 4 | Machine13 | 196-231 | After Job12 Step 3 |
| Job13 | 5 | Machine3 | 196-224 | After Job13 Step 4 |
| Job9 | 5 | Machine5 | 196-236 | After Job9 Step 4 |
| Job15 | 4 | Machine12 | 199-237 | After Job15 Step 3 |
| Job20 | 4 | Machine1 | 205-219 | After Job20 Step 3 |
| Job2 | 5 | Machine1 | 219-243 | After Job2 Step 4 |
| Job3 | 5 | Machine2 | 221-241 | After Job3 Step 4 |
| Job4 | 4 | Machine7 | 221-235 | After Job4 Step 3 |
| Job19 | 5 | Machine13 | 231-246 | After Job19 Step 4 |
| Job12 | 5 | Machine4 | 231-262 | After Job12 Step 4 |
| Job5 | 5 | Machine7 | 235-251 | After Job5 Step 4 |
| Job18 | 5 | Machine5 | 236-248 | After Job18 Step 4 |
| Job15 | 5 | Machine0 | 237-248 | After Job15 Step 4 |
| Job17 | 4 | Machine12 | 237-277 | After Job17 Step 3 |
| Job3 | 6 | Machine3 | 241-253 | After Job3 Step 5 |
| Job2 | 6 | Machine13 | 246-261 | After Job2 Step 5 |
| Job16 | 5 | Machine0 | 248-261 | After Job16 Step 4 |
| Job15 | 6 | Machine11 | 248-264 | After Job15 Step 5 |
| Job20 | 5 | Machine5 | 248-281 | After Job20 Step 4 |
| Job6 | 5 | Machine7 | 251-285 | After Job6 Step 4 |
| Job2 | 7 | Machine10 | 261-289 | After Job2 Step 6 |
| Job13 | 6 | Machine13 | 261-298 | After Job13 Step 5 |
| Job14 | 5 | Machine4 | 262-296 | After Job14 Step 4 |
| Job19 | 6 | Machine11 | 264-284 | After Job19 Step 5 |
| Job4 | 5 | Machine12 | 277-310 | After Job4 Step 4 |
| Job20 | 6 | Machine3 | 281-312 | After Job20 Step 5 |
| Job5 | 6 | Machine5 | 281-299 | After Job5 Step 5 |
| Job6 | 6 | Machine6 | 285-320 | After Job6 Step 5 |
| Job10 | 5 | Machine7 | 285-308 | After Job10 Step 4 |
| Job14 | 6 | Machine5 | 299-332 | After Job14 Step 5 |
| Job10 | 6 | Machine0 | 308-342 | After Job10 Step 5 |
| Job11 | 5 | Machine7 | 308-333 | After Job11 Step 4 |
| Job7 | 5 | Machine12 | 310-322 | After Job7 Step 4 |
| Job4 | 6 | Machine4 | 310-340 | After Job4 Step 5 |
| Job3 | 7 | Machine12 | 322-341 | After Job3 Step 6 |
| Job16 | 6 | Machine5 | 332-365 | After Job16 Step 5 |
| Job14 | 7 | Machine6 | 332-359 | After Job14 Step 6 |
| Job17 | 5 | Machine7 | 333-372 | After Job17 Step 4 |
| Job11 | 6 | Machine8 | 333-346 | After Job11 Step 5 |
| Job7 | 6 | Machine4 | 340-367 | After Job7 Step 5 |
| Job3 | 8 | Machine10 | 341-364 | After Job3 Step 7 |
| Job4 | 7 | Machine0 | 342-374 | After Job4 Step 6 |
| Job10 | 7 | Machine3 | 342-366 | After Job10 Step 6 |
| Job11 | 7 | Machine14 | 346-360 | After Job11 Step 6 |
| Job12 | 6 | Machine8 | 346-367 | After Job12 Step 5 |
| Job6 | 7 | Machine5 | 365-405 | After Job6 Step 6 |
| Job10 | 8 | Machine13 | 366-377 | After Job10 Step 7 |
| Job7 | 7 | Machine2 | 367-406 | After Job7 Step 6 |
| Job9 | 6 | Machine4 | 367-388 | After Job9 Step 5 |
| Job1 | 7 | Machine8 | 367-394 | After Job1 Step 6 |
| Job17 | 6 | Machine1 | 372-403 | After Job17 Step 5 |
| Job13 | 7 | Machine0 | 374-412 | After Job13 Step 6 |
| Job11 | 8 | Machine4 | 388-408 | After Job11 Step 7 |
| Job9 | 7 | Machine9 | 388-414 | After Job9 Step 6 |
| Job1 | 8 | Machine7 | 394-420 | After Job1 Step 7 |
| Job5 | 7 | Machine8 | 394-418 | After Job5 Step 6 |
| Job18 | 6 | Machine1 | 403-421 | After Job18 Step 5 |
| Job6 | 8 | Machine10 | 405-441 | After Job6 Step 7 |
| Job4 | 8 | Machine5 | 405-426 | After Job4 Step 7 |
| Job15 | 7 | Machine2 | 406-420 | After Job15 Step 6 |
| Job13 | 8 | Machine6 | 412-432 | After Job13 Step 7 |
| Job9 | 8 | Machine0 | 414-441 | After Job9 Step 7 |
| Job12 | 7 | Machine9 | 414-434 | After Job12 Step 6 |
| Job8 | 7 | Machine8 | 418-432 | After Job8 Step 6 |
| Job2 | 8 | Machine2 | 420-456 | After Job2 Step 7 |
| Job1 | 9 | Machine1 | 421-451 | After Job1 Step 8 |
| Job18 | 7 | Machine11 | 421-438 | After Job18 Step 6 |
| Job15 | 8 | Machine5 | 426-440 | After Job15 Step 7 |
| Job8 | 8 | Machine14 | 432-471 | After Job8 Step 7 |
| Job13 | 9 | Machine7 | 432-451 | After Job13 Step 8 |
| Job16 | 7 | Machine8 | 432-457 | After Job16 Step 6 |
| Job19 | 7 | Machine9 | 434-450 | After Job19 Step 6 |
| Job20 | 7 | Machine11 | 438-460 | After Job20 Step 6 |
| Job14 | 8 | Machine10 | 441-458 | After Job14 Step 7 |
| Job19 | 8 | Machine3 | 450-467 | After Job19 Step 7 |
| Job5 | 8 | Machine9 | 450-473 | After Job5 Step 7 |
| Job15 | 9 | Machine1 | 451-485 | After Job15 Step 8 |
| Job2 | 9 | Machine5 | 456-482 | After Job2 Step 8 |
| Job16 | 8 | Machine13 | 457-481 | After Job16 Step 7 |
| Job17 | 7 | Machine8 | 457-492 | After Job17 Step 6 |
| Job14 | 9 | Machine0 | 458-478 | After Job14 Step 8 |
| Job4 | 9 | Machine11 | 460-489 | After Job4 Step 8 |
| Job12 | 8 | Machine14 | 471-490 | After Job12 Step 7 |
| Job5 | 9 | Machine3 | 473-497 | After Job5 Step 8 |
| Job7 | 8 | Machine9 | 473-486 | After Job7 Step 7 |
| Job16 | 9 | Machine10 | 481-504 | After Job16 Step 8 |
| Job20 | 8 | Machine13 | 481-517 | After Job20 Step 7 |
| Job1 | 10 | Machine5 | 482-513 | After Job1 Step 9 |
| Job2 | 10 | Machine7 | 482-497 | After Job2 Step 9 |
| Job19 | 9 | Machine1 | 485-497 | After Job19 Step 8 |
| Job3 | 9 | Machine9 | 486-503 | After Job3 Step 8 |
| Job7 | 9 | Machine14 | 490-502 | After Job7 Step 8 |
| Job12 | 9 | Machine2 | 490-519 | After Job12 Step 8 |
| Job17 | 8 | Machine6 | 492-523 | After Job17 Step 7 |
| Job18 | 8 | Machine8 | 492-531 | After Job18 Step 7 |
| Job6 | 9 | Machine3 | 497-520 | After Job6 Step 8 |
| Job9 | 9 | Machine14 | 502-529 | After Job9 Step 8 |
| Job3 | 10 | Machine1 | 503-517 | After Job3 Step 9 |
| Job4 | 10 | Machine10 | 504-528 | After Job4 Step 9 |
| Job7 | 10 | Machine5 | 513-549 | After Job7 Step 9 |
| Job20 | 9 | Machine0 | 517-533 | After Job20 Step 8 |
| Job8 | 9 | Machine13 | 517-556 | After Job8 Step 8 |
| Job12 | 10 | Machine7 | 519-551 | After Job12 Step 9 |
| Job6 | 10 | Machine2 | 520-546 | After Job6 Step 9 |
| Job11 | 9 | Machine3 | 520-547 | After Job11 Step 8 |
