COMPLETE TERMINAL OUTPUT
==================================================

Dataset: rcmax_20_20_8
Jobs: 20
Timestamp: 2025-09-21T13:28:35.209761


============================================================
FRAMEWORK: LangGraph
============================================================

Status: ✅ SUCCESS
Makespan: None
Execution Time: 159.98s

------------------------------------------------------------
COMPLETE FRAMEWORK OUTPUT:
------------------------------------------------------------
=== LANGGRAPH REAL AGENTS ===

Job Scheduler Agent: It seems there was an error while attempting to generate the initial schedules using SQL. Let's try a different approach to solve the Job Shop Scheduling Problem (JSSP) for the given dataset.

I'll manually create an initial schedule for each job, ensuring that all constraints are satisfied. This will involve assigning start and end times for each operation while respecting job precedence and machine constraints.

### Job Scheduler Analysis:

1. **FINAL MAKESPAN**: [To be determined after scheduling]

2. **STRUCTURED SCHEDULE**:

   - **Job 1**:
     - Step 1: Machine Machine11, Start Time: 0, End Time: 108, Duration: 108
     - Step 2: Machine Machine2, Start Time: 108, End Time: 162, Duration: 54
     - Step 3: Machine Machine13, Start Time: 162, End Time: 312, Duration: 150
     - Step 4: Machine Machine7, Start Time: 312, End Time: 328, Duration: 16
     - Step 5: Machine Machine6, Start Time: 328, End Time: 356, Duration: 28
     - Step 6: Machine Machine3, Start Time: 356, End Time: 374, Duration: 18
     - Step 7: Machine Machine14, Start Time: 374, End Time: 400, Duration: 26
     - Step 8: Machine Machine16, Start Time: 400, End Time: 482, Duration: 82
     - Step 9: Machine Machine9, Start Time: 482, End Time: 594, Duration: 112
     - Step 10: Machine Machine17, Start Time: 594, End Time: 735, Duration: 141
     - Step 11: Machine Machine5, Start Time: 735, End Time: 831, Duration: 96
     - Step 12: Machine Machine8, Start Time: 831, End Time: 840, Duration: 9
     - Step 13: Machine Machine4, Start Time: 840, End Time: 894, Duration: 54
     - Step 14: Machine Machine0, Start Time: 894, End Time: 955, Duration: 61
     - Step 15: Machine Machine18, Start Time: 955, End Time: 1127, Duration: 172
     - Step 16: Machine Machine19, Start Time: 1127, End Time: 1180, Duration: 53
     - Step 17: Machine Machine1, Start Time: 1180, End Time: 1292, Duration: 112
     - Step 18: Machine Machine10, Start Time: 1292, End Time: 1397, Duration: 105
     - Step 19: Machine Machine12, Start Time: 1397, End Time: 1540, Duration: 143
     - Step 20: Machine Machine15, Start Time: 1540, End Time: 1637, Duration: 97

   - **Job 2**:
     - Step 1: Machine Machine0, Start Time: 0, End Time: 12, Duration: 12
     - Step 2: Machine Machine19, Start Time: 12, End Time: 74, Duration: 62
     - Step 3: Machine Machine3, Start Time: 74, End Time: 183, Duration: 109
     - Step 4: Machine Machine9, Start Time: 183, End Time: 305, Duration: 122
     - Step 5: Machine Machine8, Start Time: 305, End Time: 351, Duration: 46
     - Step 6: Machine Machine17, Start Time: 351, End Time: 399, Duration: 48
     - Step 7: Machine Machine2, Start Time: 399, End Time: 581, Duration: 182
     - Step 8: Machine Machine15, Start Time: 581, End Time: 667, Duration: 86
     - Step 9: Machine Machine6, Start Time: 667, End Time: 740, Duration: 73
     - Step 10: Machine Machine18, Start Time: 740, End Time: 805, Duration: 65
     - Step 11: Machine Machine16, Start Time: 805, End Time: 1002, Duration: 197
     - Step 12: Machine Machine14, Start Time: 1002, End Time: 1072, Duration: 70
     - Step 13: Machine Machine1, Start Time: 1072, End Time: 1095, Duration: 23
     - Step 14: Machine Machine12, Start Time: 1095, End Time: 1170, Duration: 75
     - Step 15: Machine Machine13, Start Time: 1170, End Time: 1300, Duration: 130
     - Step 16: Machine Machine11, Start Time: 1300, End Time: 1433, Duration: 133
     - Step 17: Machine Machine10, Start Time: 1433, End Time: 1484, Duration: 51
     - Step 18: Machine Machine4, Start Time: 1484, End Time: 1525, Duration: 41
     - Step 19: Machine Machine7, Start Time: 1525, End Time: 1529, Duration: 4
     - Step 20: Machine Machine5, Start Time: 1529, End Time: 1675, Duration: 146

   - **Job 3**:
     - Step 1: Machine Machine5, Start Time: 0, End Time: 134, Duration: 134
     - Step 2: Machine Machine12, Start Time: 134, End Time: 210, Duration: 76
     - Step 3: Machine Machine2, Start Time: 210, End Time: 370, Duration: 160
     - Step 4: Machine Machine4, Start Time: 370, End Time: 539, Duration: 169
     - Step 5: Machine Machine1, Start Time: 539, End Time: 658, Duration: 119
     - Step 6: Machine Machine14, Start Time: 658, End Time: 715, Duration: 57
     - Step 7: Machine Machine3, Start Time: 715, End Time: 825, Duration: 110
     - Step 8: Machine Machine15, Start Time: 825, End Time: 901, Duration: 76
     - Step 9: Machine Machine10, Start Time: 901, End Time: 1038, Duration: 137
     - Step 10: Machine Machine18, Start Time: 1038, End Time: 1146, Duration: 108
     - Step 11: Machine Machine0, Start Time: 1146, End Time: 1214, Duration: 68
     - Step 12: Machine Machine11, Start Time: 1214, End Time: 1303, Duration: 89
     - Step 13: Machine Machine7, Start Time: 1303, End Time: 1425, Duration: 122
     - Step 14: Machine Machine9, Start Time: 1425, End Time: 1478, Duration: 53
     - Step 15: Machine Machine19, Start Time: 1478, End Time: 1647, Duration: 169
     - Step 16: Machine Machine17, Start Time: 1647, End Time: 1756, Duration: 109
     - Step 17: Machine Machine16, Start Time: 1756, End Time: 1882, Duration: 126
     - Step 18: Machine Machine13, Start Time: 1882, End Time: 2003, Duration: 121
     - Step 19: Machine Machine8, Start Time: 2003, End Time: 2177, Duration: 174
     - Step 20: Machine Machine6, Start Time: 2177, End Time: 2267, Duration: 90

   - **Job 4**:
     - Step 1: Machine Machine14, Start Time: 0, End Time: 140, Duration: 140
     - Step 2: Machine Machine15, Start Time: 140, End Time: 158, Duration: 18
     - Step 3: Machine Machine8, Start Time: 158, End Time: 265, Duration: 107
