JSSP FRAMEWORK COMPARISON RESULTS
==================================================

Dataset: rcmax_50_20_9
Jobs: 50
Timestamp: 2025-09-21T14:30:13.563933

FRAMEWORK PERFORMANCE SUMMARY
----------------------------------------
CrewAI: ✅ Makespan=228, Schedule_Ops=23, Time=53.82s, Status=Success


DETAILED AGENT PROMPTS AND OUTPUTS
==================================================

🔍 CrewAI Framework Details:
--------------------------------------------------

📝 Job Scheduler Agent Prompt:
  role: Job Scheduler
  goal: Analyze job requirements and create initial schedules for all jobs.
  backstory: You are an expert job scheduler responsible for analyzing job requirements and creating initial schedules.
  query: 
        Job Shop Scheduling Problem (JSSP) - Dataset: rcmax_50_20_9
        
        Problem Description:
        - Number of jobs: 50
        - Each job has multiple operations that must be performed in sequence
        - Each operation requires a specific machine and has a duration
        - Each machine can only process one operation at a time
        - Goal: Find the minimum makespan (total completion time)
        
        Job Specifications:
        
Job1:
  Step 1: Machine Machine18, Duration 64
  Step 2: Machine Machine15, Duration 34
  Step 3: Machine Machine17, Duration 179
  Step 4: Machine Machine13, Duration 118
  Step 5: Machine Machine19, Duration 78
  Step 6: Machine Machine3, Duration 17
  Step 7: Machine Machine6, Duration 190
  Step 8: Machine Machine1, Duration 101
  Step 9: Machine Machine16, Duration 174
  Step 10: Machine Machine14, Duration 83
  Step 11: Machine Machine0, Duration 28
  Step 12: Machine Machine7, Duration 83
  Step 13: Machine Machine9, Duration 54
  Step 14: Machine Machine4, Duration 151
  Step 15: Machine Machine12, Duration 41
  Step 16: Machine Machine8, Duration 25
  Step 17: Machine Machine2, Duration 195
  Step 18: Machine Machine5, Duration 122
  Step 19: Machine Machine10, Duration 147
  Step 20: Machine Machine11, Duration 68
Job2:
  Step 1: Machine Machine5, Duration 156
  Step 2: Machine Machine3, Duration 198
  Step 3: Machine Machine13, Duration 64
  Step 4: Machine Machine8, Duration 26
  Step 5: Machine Machine18, Duration 177
  Step 6: Machine Machine19, Duration 157
  Step 7: Machine Machine11, Duration 73
  Step 8: Machine Machine10, Duration 173
  Step 9: Machine Machine6, Duration 17
  Step 10: Machine Machine9, Duration 45
  Step 11: Machine Machine16, Duration 62
  Step 12: Machine Machine1, Duration 107
  Step 13: Machine Machine17, Duration 143
  Step 14: Machine Machine0, Duration 147
  Step 15: Machine Machine12, Duration 199
  Step 16: Machine Machine4, Duration 33
  Step 17: Machine Machine15, Duration 109
  Step 18: Machine Machine2, Duration 56
  Step 19: Machine Machine14, Duration 112
  Step 20: Machine Machine7, Duration 36
Job3:
  Step 1: Machine Machine12, Duration 127
  Step 2: Machine Machine11, Duration 111
  Step 3: Machine Machine16, Duration 132
  Step 4: Machine Machine17, Duration 156
  Step 5: Machine Machine4, Duration 126
  Step 6: Machine Machine1, Duration 165
  Step 7: Machine Machine13, Duration 110
  Step 8: Machine Machine5, Duration 168
  Step 9: Machine Machine2, Duration 18
  Step 10: Machine Machine3, Duration 117
  Step 11: Machine Machine14, Duration 156
  Step 12: Machine Machine0, Duration 177
  Step 13: Machine Machine7, Duration 75
  Step 14: Machine Machine15, Duration 190
  Step 15: Machine Machine9, Duration 116
  Step 16: Machine Machine10, Duration 85
  Step 17: Machine Machine6, Duration 16
  Step 18: Machine Machine8, Duration 99
  Step 19: Machine Machine19, Duration 33
  Step 20: Machine Machine18, Duration 157
Job4:
  Step 1: Machine Machine18, Duration 95
  Step 2: Machine Machine6, Duration 61
  Step 3: Machine Machine3, Duration 95
  Step 4: Machine Machine15, Duration 90
  Step 5: Machine Machine5, Duration 154
  Step 6: Machine Machine19, Duration 174
  Step 7: Machine Machine12, Duration 173
  Step 8: Machine Machine14, Duration 119
  Step 9: Machine Machine0, Duration 184
  Step 10: Machine Machine13, Duration 1
  Step 11: Machine Machine8, Duration 118
  Step 12: Machine Machine17, Duration 157
  Step 13: Machine Machine7, Duration 137
  Step 14: Machine Machine4, Duration 87
  Step 15: Machine Machine1, Duration 125
  Step 16: Machine Machine2, Duration 2
  Step 17: Machine Machine11, Duration 179
  Step 18: Machine Machine16, Duration 141
  Step 19: Machine Machine10, Duration 198
  Step 20: Machine Machine9, Duration 6
Job5:
  Step 1: Machine Machine9, Duration 48
  Step 2: Machine Machine3, Duration 119
  Step 3: Machine Machine7, Duration 186
  Step 4: Machine Machine1, Duration 151
  Step 5: Machine Machine17, Duration 153
  Step 6: Machine Machine16, Duration 4
  Step 7: Machine Machine18, Duration 95
  Step 8: Machine Machine0, Duration 193
  Step 9: Machine Machine8, Duration 76
  Step 10: Machine Machine2, Duration 175
  Step 11: Machine Machine5, Duration 125
  Step 12: Machine Machine13, Duration 101
  Step 13: Machine Machine10, Duration 20
  Step 14: Machine Machine12, Duration 113
  Step 15: Machine Machine19, Duration 152
  Step 16: Machine Machine6, Duration 119
  Step 17: Machine Machine14, Duration 123
  Step 18: Machine Machine11, Duration 83
  Step 19: Machine Machine4, Duration 186
  Step 20: Machine Machine15, Duration 30
Job6:
  Step 1: Machine Machine18, Duration 87
  Step 2: Machine Machine9, Duration 121
  Step 3: Machine Machine6, Duration 110
  Step 4: Machine Machine5, Duration 62
  Step 5: Machine Machine1, Duration 104
  Step 6: Machine Machine14, Duration 191
  Step 7: Machine Machine8, Duration 109
  Step 8: Machine Machine15, Duration 4
  Step 9: Machine Machine12, Duration 43
  Step 10: Machine Machine19, Duration 30
  Step 11: Machine Machine16, Duration 104
  Step 12: Machine Machine11, Duration 6
  Step 13: Machine Machine0, Duration 146
  Step 14: Machine Machine4, Duration 163
  Step 15: Machine Machine3, Duration 129
  Step 16: Machine Machine13, Duration 144
  Step 17: Machine Machine17, Duration 165
  Step 18: Machine Machine10, Duration 121
  Step 19: Machine Machine2, Duration 83
  Step 20: Machine Machine7, Duration 141
Job7:
  Step 1: Machine Machine9, Duration 41
  Step 2: Machine Machine17, Duration 130
  Step 3: Machine Machine13, Duration 130
  Step 4: Machine Machine4, Duration 24
  Step 5: Machine Machine5, Duration 38
  Step 6: Machine Machine3, Duration 143
  Step 7: Machine Machine1, Duration 121
  Step 8: Machine Machine10, Duration 39
  Step 9: Machine Machine0, Duration 51
  Step 10: Machine Machine8, Duration 50
  Step 11: Machine Machine15, Duration 102
  Step 12: Machine Machine14, Duration 188
  Step 13: Machine Machine11, Duration 100
  Step 14: Machine Machine6, Duration 58
  Step 15: Machine Machine16, Duration 193
  Step 16: Machine Machine12, Duration 173
  Step 17: Machine Machine2, Duration 130
  Step 18: Machine Machine18, Duration 87
  Step 19: Machine Machine19, Duration 65
  Step 20: Machine Machine7, Duration 26
Job8:
  Step 1: Machine Machine2, Duration 130
  Step 2: Machine Machine3, Duration 149
  Step 3: Machine Machine7, Duration 162
  Step 4: Machine Machine1, Duration 23
  Step 5: Machine Machine17, Duration 181
  Step 6: Machine Machine13, Duration 130
  Step 7: Machine Machine5, Duration 121
  Step 8: Machine Machine12, Duration 36
  Step 9: Machine Machine6, Duration 190
  Step 10: Machine Machine10, Duration 156
  Step 11: Machine Machine18, Duration 145
  Step 12: Machine Machine11, Duration 165
  Step 13: Machine Machine14, Duration 200
  Step 14: Machine Machine15, Duration 100
  Step 15: Machine Machine16, Duration 123
  Step 16: Machine Machine0, Duration 112
  Step 17: Machine Machine4, Duration 72
  Step 18: Machine Machine19, Duration 90
  Step 19: Machine Machine8, Duration 23
  Step 20: Machine Machine9, Duration 198
Job9:
  Step 1: Machine Machine6, Duration 62
  Step 2: Machine Machine16, Duration 161
  Step 3: Machine Machine8, Duration 85
  Step 4: Machine Machine11, Duration 143
  Step 5: Machine Machine13, Duration 67
  Step 6: Machine Machine19, Duration 23
  Step 7: Machine Machine12, Duration 172
  Step 8: Machine Machine17, Duration 18
  Step 9: Machine Machine10, Duration 45
  Step 10: Machine Machine18, Duration 91
  Step 11: Machine Machine0, Duration 39
  Step 12: Machine Machine3, Duration 56
  Step 13: Machine Machine4, Duration 57
  Step 14: Machine Machine1, Duration 60
  Step 15: Machine Machine5, Duration 89
  Step 16: Machine Machine15, Duration 171
  Step 17: Machine Machine2, Duration 52
  Step 18: Machine Machine9, Duration 1
  Step 19: Machine Machine7, Duration 44
  Step 20: Machine Machine14, Duration 54
Job10:
  Step 1: Machine Machine7, Duration 55
  Step 2: Machine Machine16, Duration 31
  Step 3: Machine Machine0, Duration 182
  Step 4: Machine Machine4, Duration 96
  Step 5: Machine Machine13, Duration 87
  Step 6: Machine Machine19, Duration 118
  Step 7: Machine Machine8, Duration 69
  Step 8: Machine Machine17, Duration 92
  Step 9: Machine Machine1, Duration 187
  Step 10: Machine Machine10, Duration 12
  Step 11: Machine Machine9, Duration 100
  Step 12: Machine Machine15, Duration 183
  Step 13: Machine Machine14, Duration 139
  Step 14: Machine Machine3, Duration 60
  Step 15: Machine Machine2, Duration 6
  Step 16: Machine Machine18, Duration 192
