
==================================================
Processing dataset: abz09 with Claude-4
==================================================

=== Results for abz09 with Claude-4 ===
Timestamp: 2025-09-23 21:45:25

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job5 | 1 | Machine1 | 0-199 | None |
| Job1 | 1 | Machine11 | 0-84 | None |
| Job20 | 1 | Machine12 | 0-185 | None |
| Job3 | 1 | Machine13 | 0-91 | None |
| Job10 | 1 | Machine14 | 0-168 | None |
| Job18 | 1 | Machine4 | 0-42 | None |
| Job8 | 1 | Machine6 | 0-103 | None |
| Job15 | 1 | Machine7 | 0-187 | None |
| Job17 | 1 | Machine8 | 0-104 | None |
| Job12 | 1 | Machine4 | 42-87 | None |
| Job12 | 2 | Machine0 | 87-132 | After Job12 Step 1 |
| Job11 | 1 | Machine4 | 87-177 | None |
| Job4 | 1 | Machine13 | 91-210 | None |
| Job3 | 2 | Machine3 | 91-153 | After Job3 Step 1 |
| Job6 | 1 | Machine6 | 103-216 | None |
| Job14 | 1 | Machine14 | 168-177 | None |
| Job2 | 1 | Machine14 | 177-272 | None |
| Job14 | 2 | Machine2 | 177-340 | After Job14 Step 1 |
| Job1 | 2 | Machine12 | 185-304 | After Job1 Step 1 |
| Job20 | 2 | Machine8 | 185-204 | After Job20 Step 1 |
| Job15 | 2 | Machine4 | 187-242 | After Job15 Step 1 |
| Job16 | 1 | Machine7 | 187-232 | None |
| Job5 | 2 | Machine11 | 199-212 | After Job5 Step 1 |
| Job7 | 1 | Machine13 | 210-404 | None |
| Job5 | 3 | Machine10 | 212-275 | After Job5 Step 2 |
| Job6 | 2 | Machine3 | 216-325 | After Job6 Step 1 |
| Job16 | 2 | Machine5 | 232-402 | After Job16 Step 1 |
| Job13 | 1 | Machine7 | 232-339 | None |
| Job8 | 2 | Machine4 | 242-335 | After Job8 Step 1 |
| Job2 | 2 | Machine0 | 272-363 | After Job2 Step 1 |
| Job18 | 2 | Machine14 | 272-334 | After Job18 Step 1 |
| Job11 | 2 | Machine3 | 325-524 | After Job11 Step 1 |
| Job8 | 3 | Machine12 | 335-356 | After Job8 Step 2 |
| Job3 | 3 | Machine4 | 335-508 | After Job3 Step 2 |
| Job13 | 2 | Machine6 | 339-476 | After Job13 Step 1 |
| Job9 | 1 | Machine7 | 339-463 | None |
| Job14 | 3 | Machine10 | 340-444 | After Job14 Step 2 |
| Job2 | 3 | Machine8 | 363-516 | After Job2 Step 2 |
| Job4 | 2 | Machine5 | 402-590 | After Job4 Step 1 |
