
==================================================
Processing dataset: swv03 with Claude-4
==================================================

=== Results for swv03 with Claude-4 ===
Timestamp: 2025-09-23 21:45:29

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job5 | 1 | Machine1 | 0-199 | None |
| Job1 | 1 | Machine11 | 0-84 | None |
| Job20 | 1 | Machine12 | 0-185 | None |
| Job7 | 1 | Machine13 | 0-194 | None |
| Job10 | 1 | Machine14 | 0-168 | None |
| Job12 | 1 | Machine4 | 0-45 | None |
| Job8 | 1 | Machine6 | 0-103 | None |
| Job16 | 1 | Machine7 | 0-45 | None |
| Job17 | 1 | Machine8 | 0-104 | None |
| Job12 | 2 | Machine0 | 45-90 | After Job12 Step 1 |
| Job11 | 1 | Machine4 | 45-135 | None |
| Job16 | 2 | Machine5 | 45-215 | After Job16 Step 1 |
| Job13 | 1 | Machine7 | 45-152 | None |
| Job6 | 1 | Machine6 | 103-216 | None |
| Job11 | 2 | Machine3 | 135-334 | After Job11 Step 1 |
| Job18 | 1 | Machine4 | 135-177 | None |
| Job9 | 1 | Machine7 | 152-276 | None |
| Job14 | 1 | Machine14 | 168-177 | None |
| Job2 | 1 | Machine14 | 177-272 | None |
| Job14 | 2 | Machine2 | 177-340 | After Job14 Step 1 |
| Job1 | 2 | Machine12 | 185-304 | After Job1 Step 1 |
| Job20 | 2 | Machine8 | 185-204 | After Job20 Step 1 |
| Job7 | 2 | Machine11 | 194-327 | After Job7 Step 1 |
| Job3 | 1 | Machine13 | 194-285 | None |
| Job13 | 2 | Machine6 | 216-353 | After Job13 Step 1 |
| Job2 | 2 | Machine0 | 272-363 | After Job2 Step 1 |
| Job18 | 2 | Machine14 | 272-334 | After Job18 Step 1 |
| Job15 | 1 | Machine7 | 276-463 | None |
| Job4 | 1 | Machine13 | 285-404 | None |
| Job9 | 2 | Machine11 | 327-512 | After Job9 Step 1 |
| Job7 | 3 | Machine12 | 327-444 | After Job7 Step 2 |
| Job3 | 2 | Machine3 | 334-396 | After Job3 Step 1 |
| Job14 | 3 | Machine10 | 340-444 | After Job14 Step 2 |
| Job1 | 3 | Machine2 | 340-468 | After Job1 Step 2 |
| Job2 | 3 | Machine8 | 363-516 | After Job2 Step 2 |
| Job6 | 2 | Machine3 | 396-505 | After Job6 Step 1 |
| Job18 | 3 | Machine13 | 404-490 | After Job18 Step 2 |
| Job4 | 2 | Machine5 | 404-592 | After Job4 Step 1 |
| Job15 | 2 | Machine4 | 463-518 | After Job15 Step 1 |
