
==================================================
Processing dataset: swv11 with Claude-4
==================================================

=== Results for swv11 with Claude-4 ===
Timestamp: 2025-09-23 21:49:57

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job5 | 1 | Machine1 | 0-199 | None |
| Job1 | 1 | Machine11 | 0-84 | None |
| Job20 | 1 | Machine12 | 0-185 | None |
| Job7 | 1 | Machine13 | 0-194 | None |
| Job14 | 1 | Machine14 | 0-9 | None |
| Job12 | 1 | Machine4 | 0-45 | None |
| Job8 | 1 | Machine6 | 0-103 | None |
| Job9 | 1 | Machine7 | 0-124 | None |
| Job17 | 1 | Machine8 | 0-104 | None |
| Job2 | 1 | Machine14 | 9-104 | None |
| Job14 | 2 | Machine2 | 9-172 | After Job14 Step 1 |
| Job12 | 2 | Machine0 | 45-90 | After Job12 Step 1 |
| Job11 | 1 | Machine4 | 45-135 | None |
| Job6 | 1 | Machine6 | 103-216 | None |
| Job2 | 2 | Machine0 | 104-195 | After Job2 Step 1 |
| Job10 | 1 | Machine14 | 104-272 | None |
| Job16 | 1 | Machine7 | 124-169 | None |
| Job11 | 2 | Machine3 | 135-334 | After Job11 Step 1 |
| Job18 | 1 | Machine4 | 135-177 | None |
| Job16 | 2 | Machine5 | 169-339 | After Job16 Step 1 |
| Job19 | 1 | Machine7 | 169-329 | None |
| Job8 | 2 | Machine4 | 177-270 | After Job8 Step 1 |
| Job1 | 2 | Machine12 | 185-304 | After Job1 Step 1 |
| Job20 | 2 | Machine8 | 185-204 | After Job20 Step 1 |
| Job7 | 2 | Machine11 | 194-327 | After Job7 Step 1 |
| Job3 | 1 | Machine13 | 194-285 | None |
| Job2 | 3 | Machine8 | 204-357 | After Job2 Step 2 |
| Job18 | 2 | Machine14 | 272-334 | After Job18 Step 1 |
| Job4 | 1 | Machine13 | 285-404 | None |
| Job1 | 3 | Machine2 | 304-432 | After Job1 Step 2 |
| Job9 | 2 | Machine11 | 327-512 | After Job9 Step 1 |
| Job7 | 3 | Machine12 | 327-444 | After Job7 Step 2 |
| Job19 | 2 | Machine1 | 329-448 | After Job19 Step 1 |
| Job13 | 1 | Machine7 | 329-436 | None |
| Job3 | 2 | Machine3 | 334-396 | After Job3 Step 1 |
| Job6 | 2 | Machine3 | 396-505 | After Job6 Step 1 |
| Job18 | 3 | Machine13 | 404-490 | After Job18 Step 2 |
| Job4 | 2 | Machine5 | 404-592 | After Job4 Step 1 |
| Job13 | 2 | Machine6 | 436-573 | After Job13 Step 1 |
