
==================================================
Processing dataset: swv04 with Claude-4
==================================================

=== Results for swv04 with Claude-4 ===
Timestamp: 2025-09-23 21:45:31

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job5 | 1 | Machine1 | 0-199 | None |
| Job1 | 1 | Machine11 | 0-84 | None |
| Job20 | 1 | Machine12 | 0-185 | None |
| Job3 | 1 | Machine13 | 0-91 | None |
| Job14 | 1 | Machine14 | 0-9 | None |
| Job11 | 1 | Machine4 | 0-90 | None |
| Job8 | 1 | Machine6 | 0-103 | None |
| Job19 | 1 | Machine7 | 0-160 | None |
| Job17 | 1 | Machine8 | 0-104 | None |
| Job2 | 1 | Machine14 | 9-104 | None |
| Job14 | 2 | Machine2 | 9-172 | After Job14 Step 1 |
| Job18 | 1 | Machine4 | 90-132 | None |
| Job7 | 1 | Machine13 | 91-285 | None |
| Job3 | 2 | Machine3 | 91-153 | After Job3 Step 1 |
| Job6 | 1 | Machine6 | 103-216 | None |
| Job2 | 2 | Machine0 | 104-195 | After Job2 Step 1 |
| Job10 | 1 | Machine14 | 104-272 | None |
| Job12 | 1 | Machine4 | 132-177 | None |
| Job11 | 2 | Machine3 | 153-352 | After Job11 Step 1 |
| Job13 | 1 | Machine7 | 160-267 | None |
| Job8 | 2 | Machine4 | 177-270 | After Job8 Step 1 |
| Job1 | 2 | Machine12 | 185-304 | After Job1 Step 1 |
| Job20 | 2 | Machine8 | 185-204 | After Job20 Step 1 |
| Job12 | 2 | Machine0 | 195-240 | After Job12 Step 1 |
| Job19 | 2 | Machine1 | 199-318 | After Job19 Step 1 |
| Job2 | 3 | Machine8 | 204-357 | After Job2 Step 2 |
| Job13 | 2 | Machine6 | 267-404 | After Job13 Step 1 |
| Job9 | 1 | Machine7 | 267-391 | None |
| Job18 | 2 | Machine14 | 272-334 | After Job18 Step 1 |
| Job7 | 2 | Machine11 | 285-418 | After Job7 Step 1 |
| Job4 | 1 | Machine13 | 285-404 | None |
| Job1 | 3 | Machine2 | 304-432 | After Job1 Step 2 |
| Job19 | 3 | Machine14 | 334-427 | After Job19 Step 2 |
| Job11 | 3 | Machine12 | 352-537 | After Job11 Step 2 |
| Job6 | 2 | Machine3 | 352-461 | After Job6 Step 1 |
| Job16 | 1 | Machine7 | 391-436 | None |
| Job18 | 3 | Machine13 | 404-490 | After Job18 Step 2 |
| Job5 | 2 | Machine11 | 418-431 | After Job5 Step 1 |
| Job5 | 3 | Machine10 | 431-494 | After Job5 Step 2 |
