
==================================================
Processing dataset: swv10 with Claude-4
==================================================

=== Results for swv10 with Claude-4 ===
Timestamp: 2025-09-23 21:49:55

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job5 | 1 | Machine1 | 0-199 | None |
| Job1 | 1 | Machine11 | 0-84 | None |
| Job20 | 1 | Machine12 | 0-185 | None |
| Job3 | 1 | Machine13 | 0-91 | None |
| Job2 | 1 | Machine14 | 0-95 | None |
| Job18 | 1 | Machine4 | 0-42 | None |
| Job8 | 1 | Machine6 | 0-103 | None |
| Job16 | 1 | Machine7 | 0-45 | None |
| Job17 | 1 | Machine8 | 0-104 | None |
| Job12 | 1 | Machine4 | 42-87 | None |
| Job16 | 2 | Machine5 | 45-215 | After Job16 Step 1 |
| Job15 | 1 | Machine7 | 45-232 | None |
| Job11 | 1 | Machine4 | 87-177 | None |
| Job7 | 1 | Machine13 | 91-285 | None |
| Job3 | 2 | Machine3 | 91-153 | After Job3 Step 1 |
| Job2 | 2 | Machine0 | 95-186 | After Job2 Step 1 |
| Job14 | 1 | Machine14 | 95-104 | None |
| Job6 | 1 | Machine6 | 103-216 | None |
| Job10 | 1 | Machine14 | 104-272 | None |
| Job14 | 2 | Machine2 | 104-267 | After Job14 Step 1 |
| Job8 | 2 | Machine4 | 177-270 | After Job8 Step 1 |
| Job1 | 2 | Machine12 | 185-304 | After Job1 Step 1 |
| Job20 | 2 | Machine8 | 185-204 | After Job20 Step 1 |
| Job12 | 2 | Machine0 | 186-231 | After Job12 Step 1 |
| Job2 | 3 | Machine8 | 204-357 | After Job2 Step 2 |
| Job6 | 2 | Machine3 | 216-325 | After Job6 Step 1 |
| Job9 | 1 | Machine7 | 232-356 | None |
| Job15 | 2 | Machine4 | 270-325 | After Job15 Step 1 |
| Job18 | 2 | Machine14 | 272-334 | After Job18 Step 1 |
| Job7 | 2 | Machine11 | 285-418 | After Job7 Step 1 |
| Job4 | 1 | Machine13 | 285-404 | None |
| Job8 | 3 | Machine12 | 304-325 | After Job8 Step 2 |
| Job1 | 3 | Machine2 | 304-432 | After Job1 Step 2 |
| Job11 | 2 | Machine3 | 325-524 | After Job11 Step 1 |
| Job3 | 3 | Machine4 | 325-498 | After Job3 Step 2 |
| Job19 | 1 | Machine7 | 356-516 | None |
| Job18 | 3 | Machine13 | 404-490 | After Job18 Step 2 |
| Job4 | 2 | Machine5 | 404-592 | After Job4 Step 1 |
| Job5 | 2 | Machine11 | 418-431 | After Job5 Step 1 |
