job,step,machine,start,end,precedence
Job1,1,Machine11,1,12,
Job1,2,Machine2,14,19,After Job1 Step 1
Job1,3,Machine13,23,37,After Job1 Step 2
Job1,4,Machine7,37,38,After Job1 Step 3
Job1,5,Machine6,39,42,After Job1 Step 4
Job1,6,Machine3,42,44,After Job1 Step 5
Job1,7,Machine14,45,47,After Job1 Step 6
Job1,8,Machine16,48,56,After Job1 Step 7
Job1,9,Machine9,59,70,After Job1 Step 8
Job1,10,Machine17,75,89,After Job1 Step 9
Job1,11,Machine5,90,99,After Job1 Step 10
Job1,12,Machine8,99,100,After Job1 Step 11
Job1,13,Machine4,100,105,After Job1 Step 12
Job1,14,Machine0,107,113,After Job1 Step 13
Job1,15,Machine18,116,132,After Job1 Step 14
Job1,16,Machine19,133,139,After Job1 Step 15
Job1,17,Machine1,140,152,After Job1 Step 16
Job1,18,Machine10,155,165,After Job1 Step 17
Job1,19,Machine12,169,183,After Job1 Step 18
Job1,20,Machine15,184,193,After Job1 Step 19
Job10,1,Machine5,99,101,
Job10,2,Machine16,102,122,After Job10 Step 1
Job10,3,Machine19,143,158,After Job10 Step 2
Job10,4,Machine7,158,159,After Job10 Step 3
Job10,5,Machine9,159,161,After Job10 Step 4
Job10,6,Machine11,162,164,After Job10 Step 5
Job10,7,Machine13,168,184,After Job10 Step 6
Job10,8,Machine4,186,195,After Job10 Step 7
Job10,9,Machine10,197,205,After Job10 Step 8
Job10,10,Machine18,209,221,After Job10 Step 9
Job10,11,Machine15,223,227,After Job10 Step 10
Job10,12,Machine6,230,242,After Job10 Step 11
Job10,13,Machine14,245,262,After Job10 Step 12
Job10,14,Machine1,265,279,After Job10 Step 13
Job10,15,Machine2,280,286,After Job10 Step 14
Job10,16,Machine3,286,288,After Job10 Step 15
Job10,17,Machine12,288,290,After Job10 Step 16
Job10,18,Machine17,292,302,After Job10 Step 17
Job10,19,Machine8,303,310,After Job10 Step 18
Job10,20,Machine0,311,319,After Job10 Step 19
Job11,1,Machine0,323,342,
Job11,2,Machine17,342,353,After Job11 Step 1
Job11,3,Machine10,355,360,After Job11 Step 2
Job11,4,Machine13,362,371,After Job11 Step 3
Job11,5,Machine6,374,387,After Job11 Step 4
Job11,6,Machine9,389,408,After Job11 Step 5
Job11,7,Machine7,410,416,After Job11 Step 6
Job11,8,Machine16,417,421,After Job11 Step 7
Job11,9,Machine19,427,444,After Job11 Step 8
Job11,10,Machine8,444,449,After Job11 Step 9
Job11,11,Machine15,450,457,After Job11 Step 10
Job11,12,Machine3,459,469,After Job11 Step 11
Job11,13,Machine4,471,479,After Job11 Step 12
Job11,14,Machine1,480,484,After Job11 Step 13
Job11,15,Machine11,484,488,After Job11 Step 14
Job11,16,Machine12,489,495,After Job11 Step 15
Job11,17,Machine5,497,503,After Job11 Step 16
Job11,18,Machine2,505,514,After Job11 Step 17
Job11,19,Machine14,515,529,After Job11 Step 18
Job11,20,Machine18,532,543,After Job11 Step 19
Job12,1,Machine12,498,510,
Job12,2,Machine3,514,529,After Job12 Step 1
Job12,3,Machine18,545,560,After Job12 Step 2
Job12,4,Machine1,560,563,After Job12 Step 3
Job12,5,Machine4,568,588,After Job12 Step 4
Job12,6,Machine2,589,592,After Job12 Step 5
Job12,7,Machine17,595,609,After Job12 Step 6
Job12,8,Machine16,612,621,After Job12 Step 7
Job12,9,Machine7,623,635,After Job12 Step 8
Job12,10,Machine0,637,646,After Job12 Step 9
Job12,11,Machine9,646,646,After Job12 Step 10
