COMPLETE TERMINAL OUTPUT
==================================================

Dataset: TA01
Jobs: 15
Timestamp: 2025-09-24T00:57:09.827105


============================================================
FRAMEWORK: CrewAI
============================================================

Status: ✅ SUCCESS
Makespan: None
Execution Time: 40.39s

------------------------------------------------------------
COMPLETE FRAMEWORK OUTPUT:
------------------------------------------------------------
╭──────────────────────────────── 🤖 Agent Started ─────────────────────────────────╮
│                                                                                   │
│  Agent: JSSP Supervisor                                                           │
│                                                                                   │
│  Task:                                                                            │
│          Job Shop Scheduling Problem (JSSP) - Dataset: TA01                       │
│                                                                                   │
│          Problem Description:                                                     │
│          - Number of jobs: 15                                                     │
│          - Each job has multiple operations that must be performed in sequence    │
│          - Each operation requires a specific machine and has a duration          │
│          - Each machine can only process one operation at a time                  │
│          - Goal: Find the minimum makespan (total completion time)                │
│                                                                                   │
│          Job Specifications:                                                      │
│                                                                                   │
│  Job1:                                                                            │
│    Step 1: Machine Machine94, Duration 66                                         │
│    Step 2: Machine Machine10, Duration 53                                         │
│    Step 3: Machine Machine26, Duration 15                                         │
│    Step 4: Machine Machine65, Duration 82                                         │
│    Step 5: Machine Machine10, Duration 27                                         │
│    Step 6: Machine Machine93, Duration 92                                         │
│    Step 7: Machine Machine96, Duration 70                                         │
│  Job2:                                                                            │
│    Step 1: Machine Machine74, Duration 31                                         │
│    Step 2: Machine Machine88, Duration 51                                         │
│    Step 3: Machine Machine57, Duration 78                                         │
│    Step 4: Machine Machine8, Duration 7                                           │
│    Step 5: Machine Machine91, Duration 79                                         │
│    Step 6: Machine Machine18, Duration 51                                         │
│    Step 7: Machine Machine18, Duration 99                                         │
│  Job3:                                                                            │
│    Step 1: Machine Machine4, Duration 82                                          │
│    Step 2: Machine Machine40, Duration 86                                         │
│    Step 3: Machine Machine50, Duration 54                                         │
│    Step 4: Machine Machine21, Duration 6                                          │
│    Step 5: Machine Machine54, Duration 68                                         │
│    Step 6: Machine Machine82, Duration 20                                         │
│    Step 7: Machine Machine39, Duration 35                                         │
│  Job4:                                                                            │
│    Step 1: Machine Machine73, Duration 23                                         │
│    Step 2: Machine Machine30, Duration 30                                         │
│    Step 3: Machine Machine53, Duration 94                                         │
│    Step 4: Machine Machine58, Duration 93                                         │
│    Step 5: Machine Machine32, Duration 91                                         │
│    Step 6: Machine Machine30, Duration 56                                         │
│    Step 7: Machine Machine27, Duration 92                                         │
│  Job5:                                                                            │
│    Step 1: Machine Machine78, Duration 23                                         │
│    Step 2: Machine Machine21, Duration 60                                         │
│    Step 3: Machine Machine36, Duration 29                                         │
│    Step 4: Machine Machine95, Duration 99                                         │
│    Step 5: Machine Machine79, Duration 76                                         │
│    Step 6: Machine Machine93, Duration 42                                         │
│    Step 7: Machine Machine52, Duration 42                                         │
│  Job6:                                                                            │
│    Step 1: Machine Machine29, Duration 61                                         │
│    Step 2: Machine Machine88, Duration 70                                         │
│    Step 3: Machine Machine16, Duration 31                                         │
│    Step 4: Machine Machine65, Duration 83                                         │
│    Step 5: Machine Machine78, Duration 26                                         │
│    Step 6: Machine Machine50, Duration 87                                         │
│    Step 7: Machine Machine62, Duration 14                                         │
│  Job7:                                                                            │
│    Step 1: Machine Machine18, Duration 75                                         │
│    Step 2: Machine Machine20, Duration 4                                          │
│    Step 3: Machine Machine91, Duration 68                                         │
│    Step 4: Machine Machine19, Duration 54                                         │
│    Step 5: Machine Machine85, Duration 73                                         │
│    Step 6: Machine Machine43, Duration 24                                         │
│    Step 7: Machine Machine37, Duration 87                                         │
│  Job8:                                                                            │
│    Step 1: Machine Machine32, Duration 52                                         │
│    Step 2: Machine Machine9, Duration 49                                          │
│    Step 3: Machine Machine61, Duration 35                                         │
│    Step 4: Machine Machine99, Duration 62                                         │
│    Step 5: Machine Machine6, Duration 62                                          │
│    Step 6: Machine Machine7, Duration 80                                          │
│    Step 7: Machine Machine3, Duration 57                                          │
│  Job9:                                                                            │
│    Step 1: Machine Machine85, Duration 30                                         │
│    Step 2: Machine Machine96, Duration 91                                         │
│    Step 3: Machine Machine13, Duration 87                                         │
│    Step 4: Machine Machine82, Duration 83                                         │
│    Step 5: Machine Machine78, Duration 56                                         │
│    Step 6: Machine Machine85, Duration 8                                          │
│    Step 7: Machine Machine66, Duration 88                                         │
│  Job10:                                                                           │
│    Step 1: Machine Machine5, Duration 59                                          │
│    Step 2: Machine Machine30, Duration 60                                         │
│    Step 3: Machine Machine41, Duration 17                                         │
│    Step 4: Machine Machine66, Duration 89                                         │
│    Step 5: Machine Machine78, Duration 88                                         │
│    Step 6: Machine Machine69, Duration 45                                         │
│    Step 7: Machine Machine82, Duration 6                                          │
│  Job11:                                                                           │
│    Step 1: Machine Machine90, Duration 27                                         │
│    Step 2: Machine Machine1, Duration 8                                           │
│    Step 3: Machine Machine91, Duration 80                                         │
│    Step 4: Machine Machine89, Duration 49                                         │
│    Step 5: Machine Machine32, Duration 28                                         │
│    Step 6: Machine Machine90, Duration 93                                         │
│    Step 7: Machine Machine6, Duration 35                                          │
