COMPLETE TERMINAL OUTPUT
==================================================

Dataset: TA71
Jobs: 100
Timestamp: 2025-09-24T01:47:33.318944


============================================================
FRAMEWORK: CrewAI
============================================================

Status: ✅ SUCCESS
Makespan: 1847
Execution Time: 154.46s

------------------------------------------------------------
COMPLETE FRAMEWORK OUTPUT:
------------------------------------------------------------
╭──────────────────────────────── 🤖 Agent Started ─────────────────────────────────╮
│                                                                                   │
│  Agent: JSSP Supervisor                                                           │
│                                                                                   │
│  Task:                                                                            │
│          Job Shop Scheduling Problem (JSSP) - Dataset: TA71                       │
│                                                                                   │
│          Problem Description:                                                     │
│          - Number of jobs: 100                                                    │
│          - Each job has multiple operations that must be performed in sequence    │
│          - Each operation requires a specific machine and has a duration          │
│          - Each machine can only process one operation at a time                  │
│          - Goal: Find the minimum makespan (total completion time)                │
│                                                                                   │
│          Job Specifications:                                                      │
│                                                                                   │
│  Job1:                                                                            │
│    Step 1: Machine Machine83, Duration 59                                         │
│    Step 2: Machine Machine49, Duration 84                                         │
│    Step 3: Machine Machine35, Duration 68                                         │
│    Step 4: Machine Machine58, Duration 66                                         │
│    Step 5: Machine Machine44, Duration 2                                          │
│    Step 6: Machine Machine63, Duration 25                                         │
│    Step 7: Machine Machine70, Duration 1                                          │
│    Step 8: Machine Machine84, Duration 56                                         │
│    Step 9: Machine Machine35, Duration 46                                         │
│    Step 10: Machine Machine81, Duration 58                                        │
│  Job2:                                                                            │
│    Step 1: Machine Machine11, Duration 67                                         │
│    Step 2: Machine Machine45, Duration 86                                         │
│    Step 3: Machine Machine91, Duration 60                                         │
│    Step 4: Machine Machine61, Duration 6                                          │
│    Step 5: Machine Machine95, Duration 18                                         │
│    Step 6: Machine Machine7, Duration 73                                          │
│    Step 7: Machine Machine3, Duration 92                                          │
│    Step 8: Machine Machine30, Duration 93                                         │
│    Step 9: Machine Machine7, Duration 37                                          │
│    Step 10: Machine Machine14, Duration 9                                         │
│  Job3:                                                                            │
│    Step 1: Machine Machine34, Duration 5                                          │
│    Step 2: Machine Machine2, Duration 72                                          │
│    Step 3: Machine Machine26, Duration 55                                         │
│    Step 4: Machine Machine24, Duration 61                                         │
│    Step 5: Machine Machine28, Duration 98                                         │
│    Step 6: Machine Machine3, Duration 1                                           │
│    Step 7: Machine Machine28, Duration 92                                         │
│    Step 8: Machine Machine39, Duration 26                                         │
│    Step 9: Machine Machine91, Duration 41                                         │
│    Step 10: Machine Machine6, Duration 92                                         │
│  Job4:                                                                            │
│    Step 1: Machine Machine9, Duration 77                                          │
│    Step 2: Machine Machine47, Duration 45                                         │
│    Step 3: Machine Machine82, Duration 20                                         │
│    Step 4: Machine Machine86, Duration 88                                         │
│    Step 5: Machine Machine18, Duration 83                                         │
│    Step 6: Machine Machine22, Duration 73                                         │
│    Step 7: Machine Machine92, Duration 84                                         │
│    Step 8: Machine Machine68, Duration 55                                         │
│    Step 9: Machine Machine65, Duration 10                                         │
│    Step 10: Machine Machine64, Duration 60                                        │
│  Job5:                                                                            │
│    Step 1: Machine Machine62, Duration 75                                         │
│    Step 2: Machine Machine29, Duration 81                                         │
│    Step 3: Machine Machine89, Duration 34                                         │
│    Step 4: Machine Machine34, Duration 24                                         │
│    Step 5: Machine Machine98, Duration 95                                         │
│    Step 6: Machine Machine60, Duration 23                                         │
│    Step 7: Machine Machine54, Duration 72                                         │
│    Step 8: Machine Machine3, Duration 82                                          │
│    Step 9: Machine Machine41, Duration 49                                         │
│    Step 10: Machine Machine97, Duration 49                                        │
│  Job6:                                                                            │
│    Step 1: Machine Machine80, Duration 95                                         │
│    Step 2: Machine Machine51, Duration 96                                         │
│    Step 3: Machine Machine24, Duration 15                                         │
│    Step 4: Machine Machine90, Duration 73                                         │
│    Step 5: Machine Machine99, Duration 68                                         │
│    Step 6: Machine Machine96, Duration 67                                         │
│    Step 7: Machine Machine96, Duration 56                                         │
│    Step 8: Machine Machine23, Duration 38                                         │
│    Step 9: Machine Machine97, Duration 44                                         │
│    Step 10: Machine Machine41, Duration 83                                        │
│  Job7:                                                                            │
│    Step 1: Machine Machine8, Duration 92                                          │
│    Step 2: Machine Machine66, Duration 59                                         │
│    Step 3: Machine Machine31, Duration 63                                         │
│    Step 4: Machine Machine2, Duration 13                                          │
│    Step 5: Machine Machine32, Duration 39                                         │
│    Step 6: Machine Machine53, Duration 24                                         │
│    Step 7: Machine Machine85, Duration 25                                         │
│    Step 8: Machine Machine53, Duration 90                                         │
│    Step 9: Machine Machine49, Duration 42                                         │
│    Step 10: Machine Machine54, Duration 1                                         │
│  Job8:                                                                            │
│    Step 1: Machine Machine10, Duration 68                                         │
│    Step 2: Machine Machine86, Duration 26                                         │
│    Step 3: Machine Machine64, Duration 30                                         │
│    Step 4: Machine Machine78, Duration 71                                         │
│    Step 5: Machine Machine95, Duration 17                                         │
│    Step 6: Machine Machine92, Duration 30                                         │
│    Step 7: Machine Machine41, Duration 54                                         │
│    Step 8: Machine Machine12, Duration 4                                          │
