COMPLETE TERMINAL OUTPUT
==================================================

Dataset: TA52
Jobs: 50
Timestamp: 2025-09-24T01:28:59.614195


============================================================
FRAMEWORK: CrewAI
============================================================

Status: ✅ SUCCESS
Makespan: None
Execution Time: 146.60s

------------------------------------------------------------
COMPLETE FRAMEWORK OUTPUT:
------------------------------------------------------------
╭──────────────────────────────── 🤖 Agent Started ─────────────────────────────────╮
│                                                                                   │
│  Agent: JSSP Supervisor                                                           │
│                                                                                   │
│  Task:                                                                            │
│          Job Shop Scheduling Problem (JSSP) - Dataset: TA52                       │
│                                                                                   │
│          Problem Description:                                                     │
│          - Number of jobs: 50                                                     │
│          - Each job has multiple operations that must be performed in sequence    │
│          - Each operation requires a specific machine and has a duration          │
│          - Each machine can only process one operation at a time                  │
│          - Goal: Find the minimum makespan (total completion time)                │
│                                                                                   │
│          Job Specifications:                                                      │
│                                                                                   │
│  Job1:                                                                            │
│    Step 1: Machine Machine17, Duration 55                                         │
│    Step 2: Machine Machine62, Duration 74                                         │
│    Step 3: Machine Machine38, Duration 44                                         │
│    Step 4: Machine Machine29, Duration 47                                         │
│    Step 5: Machine Machine94, Duration 38                                         │
│    Step 6: Machine Machine64, Duration 75                                         │
│    Step 7: Machine Machine60, Duration 78                                         │
│  Job2:                                                                            │
│    Step 1: Machine Machine18, Duration 59                                         │
│    Step 2: Machine Machine87, Duration 40                                         │
│    Step 3: Machine Machine53, Duration 38                                         │
│    Step 4: Machine Machine44, Duration 38                                         │
│    Step 5: Machine Machine7, Duration 9                                           │
│    Step 6: Machine Machine96, Duration 67                                         │
│    Step 7: Machine Machine58, Duration 28                                         │
│  Job3:                                                                            │
│    Step 1: Machine Machine42, Duration 11                                         │
│    Step 2: Machine Machine93, Duration 72                                         │
│    Step 3: Machine Machine58, Duration 49                                         │
│    Step 4: Machine Machine46, Duration 21                                         │
│    Step 5: Machine Machine93, Duration 51                                         │
│    Step 6: Machine Machine13, Duration 72                                         │
│    Step 7: Machine Machine78, Duration 43                                         │
│  Job4:                                                                            │
│    Step 1: Machine Machine93, Duration 47                                         │
│    Step 2: Machine Machine82, Duration 64                                         │
│    Step 3: Machine Machine38, Duration 24                                         │
│    Step 4: Machine Machine17, Duration 7                                          │
│    Step 5: Machine Machine49, Duration 4                                          │
│    Step 6: Machine Machine69, Duration 39                                         │
│    Step 7: Machine Machine25, Duration 85                                         │
│  Job5:                                                                            │
│    Step 1: Machine Machine48, Duration 80                                         │
│    Step 2: Machine Machine48, Duration 3                                          │
│    Step 3: Machine Machine7, Duration 69                                          │
│    Step 4: Machine Machine53, Duration 46                                         │
│    Step 5: Machine Machine1, Duration 52                                          │
│    Step 6: Machine Machine37, Duration 25                                         │
│    Step 7: Machine Machine84, Duration 85                                         │
│  Job6:                                                                            │
│    Step 1: Machine Machine49, Duration 42                                         │
│    Step 2: Machine Machine62, Duration 86                                         │
│    Step 3: Machine Machine14, Duration 25                                         │
│    Step 4: Machine Machine62, Duration 63                                         │
│    Step 5: Machine Machine86, Duration 7                                          │
│    Step 6: Machine Machine83, Duration 84                                         │
│    Step 7: Machine Machine54, Duration 23                                         │
│  Job7:                                                                            │
│    Step 1: Machine Machine56, Duration 79                                         │
│    Step 2: Machine Machine97, Duration 34                                         │
│    Step 3: Machine Machine3, Duration 83                                          │
│    Step 4: Machine Machine39, Duration 44                                         │
│    Step 5: Machine Machine43, Duration 98                                         │
│    Step 6: Machine Machine99, Duration 2                                          │
│    Step 7: Machine Machine47, Duration 97                                         │
│  Job8:                                                                            │
│    Step 1: Machine Machine61, Duration 84                                         │
│    Step 2: Machine Machine96, Duration 64                                         │
│    Step 3: Machine Machine58, Duration 64                                         │
│    Step 4: Machine Machine14, Duration 40                                         │
│    Step 5: Machine Machine94, Duration 13                                         │
│    Step 6: Machine Machine24, Duration 64                                         │
│    Step 7: Machine Machine63, Duration 58                                         │
│  Job9:                                                                            │
│    Step 1: Machine Machine93, Duration 4                                          │
│    Step 2: Machine Machine28, Duration 43                                         │
│    Step 3: Machine Machine92, Duration 55                                         │
│    Step 4: Machine Machine87, Duration 19                                         │
│    Step 5: Machine Machine23, Duration 23                                         │
│    Step 6: Machine Machine99, Duration 89                                         │
│    Step 7: Machine Machine42, Duration 71                                         │
│  Job10:                                                                           │
│    Step 1: Machine Machine56, Duration 31                                         │
│    Step 2: Machine Machine72, Duration 88                                         │
│    Step 3: Machine Machine6, Duration 50                                          │
│    Step 4: Machine Machine66, Duration 93                                         │
│    Step 5: Machine Machine26, Duration 17                                         │
│    Step 6: Machine Machine62, Duration 4                                          │
│    Step 7: Machine Machine13, Duration 46                                         │
│  Job11:                                                                           │
│    Step 1: Machine Machine7, Duration 81                                          │
│    Step 2: Machine Machine97, Duration 52                                         │
│    Step 3: Machine Machine93, Duration 28                                         │
│    Step 4: Machine Machine74, Duration 17                                         │
│    Step 5: Machine Machine48, Duration 45                                         │
│    Step 6: Machine Machine51, Duration 65                                         │
│    Step 7: Machine Machine74, Duration 2                                          │
