job,step,machine,start,end,precedence
Job1,1,Machine17,0,1,
Job1,2,Machine2,1,4,After Job1 Step 1
Job1,3,Machine11,4,5,After Job1 Step 2
Job1,4,Machine4,6,9,After Job1 Step 3
Job1,5,Machine12,9,11,After Job1 Step 4
Job1,6,Machine13,11,12,After Job1 Step 5
Job1,7,Machine7,13,14,After Job1 Step 6
Job1,8,Machine0,14,16,After Job1 Step 7
Job1,9,Machine3,16,17,After Job1 Step 8
Job1,10,Machine15,17,19,After Job1 Step 9
Job1,11,Machine18,20,22,After Job1 Step 10
Job1,12,Machine10,22,25,After Job1 Step 11
Job1,13,Machine14,25,26,After Job1 Step 12
Job1,14,Machine8,27,30,After Job1 Step 13
Job1,15,Machine1,31,35,After Job1 Step 14
Job1,16,Machine6,35,39,After Job1 Step 15
Job1,17,Machine19,39,41,After Job1 Step 16
Job1,18,Machine5,42,45,After Job1 Step 17
Job1,19,Machine9,46,49,After Job1 Step 18
Job1,20,Machine16,50,52,After Job1 Step 19
Job2,1,Machine8,512,515,
Job2,2,Machine6,537,541,After Job2 Step 1
Job2,3,Machine14,541,544,After Job2 Step 2
Job2,4,Machine5,544,546,After Job2 Step 3
Job2,5,Machine10,546,550,After Job2 Step 4
Job2,6,Machine2,550,552,After Job2 Step 5
Job2,7,Machine11,552,553,After Job2 Step 6
Job2,8,Machine19,554,556,After Job2 Step 7
Job2,9,Machine13,556,558,After Job2 Step 8
Job2,10,Machine18,558,559,After Job2 Step 9
Job2,11,Machine3,560,562,After Job2 Step 10
Job2,12,Machine4,563,565,After Job2 Step 11
Job2,13,Machine16,566,568,After Job2 Step 12
Job2,14,Machine1,568,570,After Job2 Step 13
Job2,15,Machine0,571,573,After Job2 Step 14
Job2,16,Machine15,573,575,After Job2 Step 15
Job2,17,Machine17,576,578,After Job2 Step 16
Job2,18,Machine12,579,582,After Job2 Step 17
Job2,19,Machine7,582,585,After Job2 Step 18
Job2,20,Machine9,585,587,After Job2 Step 19
Job3,1,Machine4,618,621,
Job3,2,Machine3,621,625,After Job3 Step 1
Job3,3,Machine8,639,643,After Job3 Step 2
Job3,4,Machine17,643,646,After Job3 Step 3
Job3,5,Machine0,647,650,After Job3 Step 4
Job3,6,Machine14,650,653,After Job3 Step 5
Job3,7,Machine1,653,655,After Job3 Step 6
Job3,8,Machine10,656,660,After Job3 Step 7
Job3,9,Machine13,660,661,After Job3 Step 8
Job3,10,Machine6,661,662,After Job3 Step 9
Job3,11,Machine18,663,665,After Job3 Step 10
Job3,12,Machine9,665,668,After Job3 Step 11
Job3,13,Machine11,669,672,After Job3 Step 12
Job3,14,Machine7,672,676,After Job3 Step 13
Job3,15,Machine16,676,679,After Job3 Step 14
Job3,16,Machine5,679,682,After Job3 Step 15
Job3,17,Machine15,682,683,After Job3 Step 16
Job3,18,Machine2,684,687,After Job3 Step 17
Job3,19,Machine12,687,691,After Job3 Step 18
Job3,20,Machine19,692,694,After Job3 Step 19
Job4,1,Machine4,621,624,
Job4,2,Machine10,660,662,After Job4 Step 1
Job4,3,Machine3,662,666,After Job4 Step 2
Job4,4,Machine6,666,667,After Job4 Step 3
Job4,5,Machine18,667,670,After Job4 Step 4
Job4,6,Machine12,692,696,After Job4 Step 5
Job4,7,Machine2,696,698,After Job4 Step 6
Job4,8,Machine15,698,699,After Job4 Step 7
Job4,9,Machine19,700,701,After Job4 Step 8
Job4,10,Machine7,702,705,After Job4 Step 9
Job4,11,Machine13,706,708,After Job4 Step 10
Job4,12,Machine5,709,713,After Job4 Step 11
Job4,13,Machine9,713,716,After Job4 Step 12
Job4,14,Machine14,716,718,After Job4 Step 13
Job4,15,Machine17,719,721,After Job4 Step 14
Job4,16,Machine1,721,722,After Job4 Step 15
Job4,17,Machine8,723,726,After Job4 Step 16
Job4,18,Machine0,726,729,After Job4 Step 17
Job4,19,Machine16,729,733,After Job4 Step 18
Job4,20,Machine11,734,737,After Job4 Step 19
Job5,1,Machine19,702,703,
Job5,2,Machine1,723,724,After Job5 Step 1
Job5,3,Machine5,724,726,After Job5 Step 2
Job5,4,Machine9,726,727,After Job5 Step 3
Job5,5,Machine7,728,731,After Job5 Step 4
Job5,6,Machine16,734,737,After Job5 Step 5
Job5,7,Machine11,738,740,After Job5 Step 6
Job5,8,Machine12,741,744,After Job5 Step 7
Job5,9,Machine14,745,746,After Job5 Step 8
Job5,10,Machine8,747,748,After Job5 Step 9
Job5,11,Machine4,748,749,After Job5 Step 10
Job5,12,Machine2,750,754,After Job5 Step 11
Job5,13,Machine15,754,757,After Job5 Step 12
Job5,14,Machine13,758,760,After Job5 Step 13
Job5,15,Machine17,761,763,After Job5 Step 14
Job5,16,Machine18,764,765,After Job5 Step 15
Job5,17,Machine10,765,768,After Job5 Step 16
Job5,18,Machine0,769,773,After Job5 Step 17
Job5,19,Machine6,773,775,After Job5 Step 18
Job5,20,Machine3,775,778,After Job5 Step 19
Job6,1,Machine13,761,764,
Job6,2,Machine2,765,768,After Job6 Step 1
Job6,3,Machine3,778,780,After Job6 Step 2
Job6,4,Machine7,780,782,After Job6 Step 3
Job6,5,Machine12,783,786,After Job6 Step 4
Job6,6,Machine14,786,789,After Job6 Step 5
Job6,7,Machine8,789,790,After Job6 Step 6
Job6,8,Machine19,791,792,After Job6 Step 7
Job6,9,Machine6,793,794,After Job6 Step 8
Job6,10,Machine16,795,799,After Job6 Step 9
Job6,11,Machine11,799,803,After Job6 Step 10
Job6,12,Machine4,803,806,After Job6 Step 11
Job6,13,Machine0,806,810,After Job6 Step 12
Job6,14,Machine5,811,815,After Job6 Step 13
Job6,15,Machine9,815,817,After Job6 Step 14
Job6,16,Machine17,817,820,After Job6 Step 15
Job6,17,Machine1,821,824,After Job6 Step 16
Job6,18,Machine10,824,828,After Job6 Step 17
Job6,19,Machine15,828,830,After Job6 Step 18
Job6,20,Machine18,831,835,After Job6 Step 19
Job7,1,Machine9,817,818,
Job7,2,Machine5,818,820,After Job7 Step 1
Job7,3,Machine18,835,838,After Job7 Step 2
Job7,4,Machine16,838,841,After Job7 Step 3
Job7,5,Machine12,841,845,After Job7 Step 4
Job7,6,Machine3,845,846,After Job7 Step 5
Job7,7,Machine2,847,850,After Job7 Step 6
Job7,8,Machine10,850,852,After Job7 Step 7
Job7,9,Machine4,852,856,After Job7 Step 8
Job7,10,Machine11,857,861,After Job7 Step 9
Job7,11,Machine1,861,865,After Job7 Step 10
Job7,12,Machine17,865,868,After Job7 Step 11
Job7,13,Machine6,868,870,After Job7 Step 12
Job7,14,Machine13,870,871,After Job7 Step 13
Job7,15,Machine14,872,874,After Job7 Step 14
Job7,16,Machine15,875,879,After Job7 Step 15
Job7,17,Machine8,879,882,After Job7 Step 16
Job7,18,Machine0,883,885,After Job7 Step 17
Job7,19,Machine7,885,886,After Job7 Step 18
Job7,20,Machine19,887,890,After Job7 Step 19
Job8,1,Machine9,818,820,
Job8,2,Machine6,871,875,After Job8 Step 1
Job8,3,Machine1,875,876,After Job8 Step 2
Job8,4,Machine5,876,877,After Job8 Step 3
Job8,5,Machine2,878,882,After Job8 Step 4
Job8,6,Machine7,886,888,After Job8 Step 5
Job8,7,Machine16,889,891,After Job8 Step 6
Job8,8,Machine12,892,894,After Job8 Step 7
Job8,9,Machine13,895,899,After Job8 Step 8
Job8,10,Machine17,899,902,After Job8 Step 9
Job8,11,Machine10,903,904,After Job8 Step 10
Job8,12,Machine18,905,909,After Job8 Step 11
Job8,13,Machine19,909,913,After Job8 Step 12
Job8,14,Machine8,914,916,After Job8 Step 13
Job8,15,Machine15,917,918,After Job8 Step 14
Job8,16,Machine4,919,922,After Job8 Step 15
Job8,17,Machine11,922,924,After Job8 Step 16
Job8,18,Machine14,925,929,After Job8 Step 17
Job8,19,Machine0,929,932,After Job8 Step 18
Job8,20,Machine3,932,934,After Job8 Step 19
Job9,1,Machine7,889,891,
Job9,2,Machine12,894,896,After Job9 Step 1
Job9,3,Machine8,917,921,After Job9 Step 2
Job9,4,Machine0,932,935,After Job9 Step 3
Job9,5,Machine13,935,937,After Job9 Step 4
Job9,6,Machine10,937,938,After Job9 Step 5
Job9,7,Machine9,939,941,After Job9 Step 6
Job9,8,Machine18,942,945,After Job9 Step 7
Job9,9,Machine2,945,948,After Job9 Step 8
Job9,10,Machine17,948,950,After Job9 Step 9
Job9,11,Machine3,951,953,After Job9 Step 10
Job9,12,Machine5,954,956,After Job9 Step 11
Job9,13,Machine6,956,958,After Job9 Step 12
Job9,14,Machine15,958,960,After Job9 Step 13
Job9,15,Machine14,960,962,After Job9 Step 14
Job9,16,Machine1,962,964,After Job9 Step 15
Job9,17,Machine11,964,966,After Job9 Step 16
Job9,18,Machine4,966,970,After Job9 Step 17
Job9,19,Machine19,971,972,After Job9 Step 18
Job9,20,Machine16,973,974,After Job9 Step 19
Job10,1,Machine16,53,55,
Job10,2,Machine7,56,58,After Job10 Step 1
Job10,3,Machine15,59,60,After Job10 Step 2
Job10,4,Machine6,60,61,After Job10 Step 3
Job10,5,Machine18,62,66,After Job10 Step 4
Job10,6,Machine19,66,68,After Job10 Step 5
Job10,7,Machine9,68,71,After Job10 Step 6
Job10,8,Machine11,71,74,After Job10 Step 7
Job10,9,Machine17,75,78,After Job10 Step 8
Job10,10,Machine4,79,83,After Job10 Step 9
Job10,11,Machine10,84,88,After Job10 Step 10
Job10,12,Machine2,88,89,After Job10 Step 11
Job10,13,Machine1,90,91,After Job10 Step 12
Job10,14,Machine0,91,93,After Job10 Step 13
Job10,15,Machine14,94,98,After Job10 Step 14
Job10,16,Machine13,98,100,After Job10 Step 15
Job10,17,Machine3,100,102,After Job10 Step 16
Job10,18,Machine12,103,104,After Job10 Step 17
Job10,19,Machine5,105,109,After Job10 Step 18
Job10,20,Machine8,109,113,After Job10 Step 19
Job11,1,Machine18,66,68,
Job11,2,Machine17,78,80,After Job11 Step 1
Job11,3,Machine12,104,106,After Job11 Step 2
Job11,4,Machine15,106,109,After Job11 Step 3
Job11,5,Machine13,109,111,After Job11 Step 4
Job11,6,Machine4,111,114,After Job11 Step 5
Job11,7,Machine16,115,117,After Job11 Step 6
Job11,8,Machine19,117,120,After Job11 Step 7
Job11,9,Machine7,121,122,After Job11 Step 8
Job11,10,Machine3,123,126,After Job11 Step 9
Job11,11,Machine6,126,129,After Job11 Step 10
Job11,12,Machine10,130,133,After Job11 Step 11
Job11,13,Machine11,134,138,After Job11 Step 12
Job11,14,Machine0,138,141,After Job11 Step 13
Job11,15,Machine1,142,145,After Job11 Step 14
Job11,16,Machine8,146,150,After Job11 Step 15
Job11,17,Machine9,151,154,After Job11 Step 16
Job11,18,Machine5,154,156,After Job11 Step 17
Job11,19,Machine2,156,158,After Job11 Step 18
Job11,20,Machine14,159,161,After Job11 Step 19
Job12,1,Machine9,154,155,
Job12,2,Machine1,155,156,After Job12 Step 1
Job12,3,Machine2,158,162,After Job12 Step 2
Job12,4,Machine11,162,163,After Job12 Step 3
Job12,5,Machine13,164,166,After Job12 Step 4
Job12,6,Machine0,166,168,After Job12 Step 5
Job12,7,Machine12,169,170,After Job12 Step 6
Job12,8,Machine10,170,173,After Job12 Step 7
Job12,9,Machine6,173,175,After Job12 Step 8
