job,step,machine,start,end,precedence
Job1,1,Machine6,0,1,
Job1,2,Machine5,2,4,After Job1 Step 1
Job1,3,Machine8,4,6,After Job1 Step 2
Job1,4,Machine4,6,7,After Job1 Step 3
Job1,5,Machine1,8,9,After Job1 Step 4
Job1,6,Machine14,10,13,After Job1 Step 5
Job1,7,Machine13,14,16,After Job1 Step 6
Job1,8,Machine11,16,18,After Job1 Step 7
Job1,9,Machine10,19,21,After Job1 Step 8
Job1,10,Machine12,21,22,After Job1 Step 9
Job1,11,Machine2,23,25,After Job1 Step 10
Job1,12,Machine3,26,27,After Job1 Step 11
Job1,13,Machine0,27,29,After Job1 Step 12
Job1,14,Machine7,29,30,After Job1 Step 13
Job1,15,Machine9,31,35,After Job1 Step 14
Job2,1,Machine1,406,410,
Job2,2,Machine5,410,414,After Job2 Step 1
Job2,3,Machine0,414,415,After Job2 Step 2
Job2,4,Machine3,416,419,After Job2 Step 3
Job2,5,Machine6,419,421,After Job2 Step 4
Job2,6,Machine9,421,423,After Job2 Step 5
Job2,7,Machine7,423,427,After Job2 Step 6
Job2,8,Machine12,428,430,After Job2 Step 7
Job2,9,Machine10,430,432,After Job2 Step 8
Job2,10,Machine13,433,434,After Job2 Step 9
Job2,11,Machine8,434,436,After Job2 Step 10
Job2,12,Machine4,437,440,After Job2 Step 11
Job2,13,Machine11,441,442,After Job2 Step 12
Job2,14,Machine14,443,444,After Job2 Step 13
Job2,15,Machine2,444,446,After Job2 Step 14
Job3,1,Machine0,473,476,
Job3,2,Machine4,477,480,After Job3 Step 1
Job3,3,Machine2,481,485,After Job3 Step 2
Job3,4,Machine10,490,494,After Job3 Step 3
Job3,5,Machine6,494,497,After Job3 Step 4
Job3,6,Machine14,498,500,After Job3 Step 5
Job3,7,Machine8,501,504,After Job3 Step 6
Job3,8,Machine13,505,509,After Job3 Step 7
Job3,9,Machine7,509,514,After Job3 Step 8
Job3,10,Machine3,514,519,After Job3 Step 9
Job3,11,Machine9,519,522,After Job3 Step 10
Job3,12,Machine12,522,524,After Job3 Step 11
Job3,13,Machine1,524,529,After Job3 Step 12
Job3,14,Machine11,529,533,After Job3 Step 13
Job3,15,Machine5,533,535,After Job3 Step 14
Job4,1,Machine7,515,519,
Job4,2,Machine5,536,538,After Job4 Step 1
Job4,3,Machine4,538,539,After Job4 Step 2
Job4,4,Machine8,539,542,After Job4 Step 3
Job4,5,Machine0,543,545,After Job4 Step 4
Job4,6,Machine9,545,547,After Job4 Step 5
Job4,7,Machine13,547,549,After Job4 Step 6
Job4,8,Machine12,549,551,After Job4 Step 7
Job4,9,Machine10,551,553,After Job4 Step 8
Job4,10,Machine3,554,555,After Job4 Step 9
Job4,11,Machine6,555,557,After Job4 Step 10
Job4,12,Machine14,557,561,After Job4 Step 11
Job4,13,Machine1,562,566,After Job4 Step 12
Job4,14,Machine11,567,569,After Job4 Step 13
Job4,15,Machine2,570,573,After Job4 Step 14
Job5,1,Machine2,574,578,
Job5,2,Machine3,578,580,After Job5 Step 1
Job5,3,Machine12,581,584,After Job5 Step 2
Job5,4,Machine11,585,588,After Job5 Step 3
Job5,5,Machine6,588,592,After Job5 Step 4
Job5,6,Machine4,592,595,After Job5 Step 5
Job5,7,Machine10,596,599,After Job5 Step 6
Job5,8,Machine7,599,602,After Job5 Step 7
Job5,9,Machine0,603,607,After Job5 Step 8
Job5,10,Machine13,607,609,After Job5 Step 9
Job5,11,Machine1,609,612,After Job5 Step 10
Job5,12,Machine14,612,614,After Job5 Step 11
Job5,13,Machine5,614,617,After Job5 Step 12
Job5,14,Machine9,618,622,After Job5 Step 13
Job5,15,Machine8,623,626,After Job5 Step 14
Job6,1,Machine5,618,621,
Job6,2,Machine3,622,626,After Job6 Step 1
Job6,3,Machine6,626,628,After Job6 Step 2
Job6,4,Machine12,629,633,After Job6 Step 3
Job6,5,Machine10,633,635,After Job6 Step 4
Job6,6,Machine0,636,640,After Job6 Step 5
