job,step,machine,start,end,precedence
Job1,1,Machine17,0,1,
Job1,2,Machine2,1,4,After Job1 Step 1
Job1,3,Machine11,4,8,After Job1 Step 2
Job1,4,Machine4,9,13,After Job1 Step 3
Job1,5,Machine12,13,16,After Job1 Step 4
Job1,6,Machine13,17,19,After Job1 Step 5
Job1,7,Machine7,19,23,After Job1 Step 6
Job1,8,Machine0,24,28,After Job1 Step 7
Job1,9,Machine3,29,30,After Job1 Step 8
Job1,10,Machine15,30,31,After Job1 Step 9
Job1,11,Machine18,32,37,After Job1 Step 10
Job1,12,Machine10,37,41,After Job1 Step 11
Job1,13,Machine14,42,44,After Job1 Step 12
Job1,14,Machine8,45,47,After Job1 Step 13
Job1,15,Machine1,48,52,After Job1 Step 14
Job1,16,Machine6,52,54,After Job1 Step 15
Job1,17,Machine19,55,59,After Job1 Step 16
Job1,18,Machine5,60,64,After Job1 Step 17
Job1,19,Machine9,65,68,After Job1 Step 18
Job1,20,Machine16,69,70,After Job1 Step 19
Job2,1,Machine8,588,590,
Job2,2,Machine6,591,593,After Job2 Step 1
Job2,3,Machine14,593,595,After Job2 Step 2
Job2,4,Machine5,595,598,After Job2 Step 3
Job2,5,Machine10,598,599,After Job2 Step 4
Job2,6,Machine2,600,604,After Job2 Step 5
Job2,7,Machine11,604,606,After Job2 Step 6
Job2,8,Machine19,606,608,After Job2 Step 7
Job2,9,Machine13,608,610,After Job2 Step 8
Job2,10,Machine18,610,611,After Job2 Step 9
Job2,11,Machine3,612,613,After Job2 Step 10
Job2,12,Machine4,613,615,After Job2 Step 11
Job2,13,Machine16,615,618,After Job2 Step 12
Job2,14,Machine1,619,622,After Job2 Step 13
Job2,15,Machine0,622,623,After Job2 Step 14
Job2,16,Machine15,624,628,After Job2 Step 15
Job2,17,Machine17,629,633,After Job2 Step 16
Job2,18,Machine12,633,637,After Job2 Step 17
Job2,19,Machine7,637,640,After Job2 Step 18
Job2,20,Machine9,640,644,After Job2 Step 19
Job3,1,Machine4,687,690,
Job3,2,Machine3,691,693,After Job3 Step 1
Job3,3,Machine8,694,697,After Job3 Step 2
Job3,4,Machine17,698,702,After Job3 Step 3
Job3,5,Machine0,703,706,After Job3 Step 4
Job3,6,Machine14,706,707,After Job3 Step 5
Job3,7,Machine1,708,712,After Job3 Step 6
Job3,8,Machine10,713,715,After Job3 Step 7
Job3,9,Machine13,715,716,After Job3 Step 8
Job3,10,Machine6,717,719,After Job3 Step 9
Job3,11,Machine18,719,721,After Job3 Step 10
Job3,12,Machine9,722,723,After Job3 Step 11
Job3,13,Machine11,724,727,After Job3 Step 12
Job3,14,Machine7,728,730,After Job3 Step 13
Job3,15,Machine16,731,733,After Job3 Step 14
Job3,16,Machine5,733,736,After Job3 Step 15
Job3,17,Machine15,736,738,After Job3 Step 16
Job3,18,Machine2,739,742,After Job3 Step 17
Job3,19,Machine12,742,745,After Job3 Step 18
Job3,20,Machine19,746,749,After Job3 Step 19
Job4,1,Machine4,691,694,
Job4,2,Machine10,715,718,After Job4 Step 1
Job4,3,Machine3,719,722,After Job4 Step 2
Job4,4,Machine6,722,727,After Job4 Step 3
Job4,5,Machine18,727,732,After Job4 Step 4
Job4,6,Machine12,746,749,After Job4 Step 5
Job4,7,Machine2,749,753,After Job4 Step 6
Job4,8,Machine15,753,756,After Job4 Step 7
Job4,9,Machine19,757,759,After Job4 Step 8
Job4,10,Machine7,759,764,After Job4 Step 9
Job4,11,Machine13,764,765,After Job4 Step 10
Job4,12,Machine5,765,766,After Job4 Step 11
Job4,13,Machine9,767,769,After Job4 Step 12
Job4,14,Machine14,770,773,After Job4 Step 13
Job4,15,Machine17,774,778,After Job4 Step 14
Job4,16,Machine1,779,783,After Job4 Step 15
Job4,17,Machine8,783,786,After Job4 Step 16
Job4,18,Machine0,787,790,After Job4 Step 17
Job4,19,Machine16,790,791,After Job4 Step 18
Job4,20,Machine11,791,795,After Job4 Step 19
Job5,1,Machine19,759,764,
Job5,2,Machine1,783,785,After Job5 Step 1
Job5,3,Machine5,786,789,After Job5 Step 2
Job5,4,Machine9,790,792,After Job5 Step 3
Job5,5,Machine7,792,796,After Job5 Step 4
Job5,6,Machine16,797,797,After Job5 Step 5
Job5,7,Machine11,798,802,After Job5 Step 6
Job5,8,Machine12,803,807,After Job5 Step 7
Job5,9,Machine14,807,810,After Job5 Step 8
Job5,10,Machine8,810,811,After Job5 Step 9
Job5,11,Machine4,811,813,After Job5 Step 10
Job5,12,Machine2,815,818,After Job5 Step 11
Job5,13,Machine15,819,822,After Job5 Step 12
Job5,14,Machine13,822,826,After Job5 Step 13
Job5,15,Machine17,827,830,After Job5 Step 14
Job5,16,Machine18,830,832,After Job5 Step 15
Job5,17,Machine10,833,835,After Job5 Step 16
Job5,18,Machine0,836,837,After Job5 Step 17
Job5,19,Machine6,838,841,After Job5 Step 18
Job5,20,Machine3,842,845,After Job5 Step 19
Job6,1,Machine13,827,832,
Job6,2,Machine2,832,836,After Job6 Step 1
Job6,3,Machine3,845,847,After Job6 Step 2
Job6,4,Machine7,847,849,After Job6 Step 3
Job6,5,Machine12,849,851,After Job6 Step 4
Job6,6,Machine14,851,852,After Job6 Step 5
Job6,7,Machine8,853,858,After Job6 Step 6
Job6,8,Machine19,858,862,After Job6 Step 7
Job6,9,Machine6,862,865,After Job6 Step 8
Job6,10,Machine16,866,870,After Job6 Step 9
Job6,11,Machine11,870,872,After Job6 Step 10
Job6,12,Machine4,872,874,After Job6 Step 11
Job6,13,Machine0,874,876,After Job6 Step 12
Job6,14,Machine5,876,880,After Job6 Step 13
Job6,15,Machine9,881,884,After Job6 Step 14
Job6,16,Machine17,884,888,After Job6 Step 15
Job6,17,Machine1,888,891,After Job6 Step 16
Job6,18,Machine10,892,893,After Job6 Step 17
Job6,19,Machine15,894,897,After Job6 Step 18
Job6,20,Machine18,897,902,After Job6 Step 19
Job7,1,Machine9,884,886,
Job7,2,Machine5,887,890,After Job7 Step 1
Job7,3,Machine18,903,906,After Job7 Step 2
Job7,4,Machine16,906,910,After Job7 Step 3
Job7,5,Machine12,910,913,After Job7 Step 4
Job7,6,Machine3,913,915,After Job7 Step 5
Job7,7,Machine2,916,919,After Job7 Step 6
Job7,8,Machine10,920,924,After Job7 Step 7
Job7,9,Machine4,924,925,After Job7 Step 8
Job7,10,Machine11,925,927,After Job7 Step 9
Job7,11,Machine1,928,929,After Job7 Step 10
Job7,12,Machine17,930,935,After Job7 Step 11
Job7,13,Machine6,936,940,After Job7 Step 12
Job7,14,Machine13,940,943,After Job7 Step 13
Job7,15,Machine14,944,948,After Job7 Step 14
Job7,16,Machine15,949,954,After Job7 Step 15
Job7,17,Machine8,954,956,After Job7 Step 16
Job7,18,Machine0,957,960,After Job7 Step 17
Job7,19,Machine7,961,964,After Job7 Step 18
Job7,20,Machine19,965,969,After Job7 Step 19
Job8,1,Machine9,886,888,
Job8,2,Machine6,941,945,After Job8 Step 1
Job8,3,Machine1,945,946,After Job8 Step 2
Job8,4,Machine5,947,949,After Job8 Step 3
Job8,5,Machine2,950,953,After Job8 Step 4
Job8,6,Machine7,965,967,After Job8 Step 5
Job8,7,Machine16,968,972,After Job8 Step 6
Job8,8,Machine12,972,974,After Job8 Step 7
Job8,9,Machine13,975,978,After Job8 Step 8
Job8,10,Machine17,978,980,After Job8 Step 9
Job8,11,Machine10,981,985,After Job8 Step 10
Job8,12,Machine18,986,990,After Job8 Step 11
Job8,13,Machine19,991,995,After Job8 Step 12
Job8,14,Machine8,996,998,After Job8 Step 13
Job8,15,Machine15,999,1001,After Job8 Step 14
Job8,16,Machine4,1001,1002,After Job8 Step 15
Job8,17,Machine11,1003,1006,After Job8 Step 16
Job8,18,Machine14,1006,1010,After Job8 Step 17
Job8,19,Machine0,1011,1014,After Job8 Step 18
Job8,20,Machine3,1014,1017,After Job8 Step 19
Job9,1,Machine7,968,969,
Job9,2,Machine12,975,979,After Job9 Step 1
Job9,3,Machine8,999,1000,After Job9 Step 2
Job9,4,Machine0,1015,1019,After Job9 Step 3
Job9,5,Machine13,1019,1020,After Job9 Step 4
Job9,6,Machine10,1021,1022,After Job9 Step 5
Job9,7,Machine9,1023,1027,After Job9 Step 6
Job9,8,Machine18,1028,1030,After Job9 Step 7
Job9,9,Machine2,1031,1033,After Job9 Step 8
Job9,10,Machine17,1034,1036,After Job9 Step 9
Job9,11,Machine3,1037,1041,After Job9 Step 10
Job9,12,Machine5,1042,1046,After Job9 Step 11
Job9,13,Machine6,1046,1048,After Job9 Step 12
Job9,14,Machine15,1048,1052,After Job9 Step 13
Job9,15,Machine14,1053,1057,After Job9 Step 14
Job9,16,Machine1,1058,1061,After Job9 Step 15
Job9,17,Machine11,1062,1064,After Job9 Step 16
Job9,18,Machine4,1064,1067,After Job9 Step 17
Job9,19,Machine19,1068,1071,After Job9 Step 18
Job9,20,Machine16,1072,1076,After Job9 Step 19
Job10,1,Machine16,70,73,
Job10,2,Machine7,74,76,After Job10 Step 1
Job10,3,Machine15,77,80,After Job10 Step 2
Job10,4,Machine6,80,82,After Job10 Step 3
Job10,5,Machine18,82,86,After Job10 Step 4
Job10,6,Machine19,87,90,After Job10 Step 5
Job10,7,Machine9,91,93,After Job10 Step 6
Job10,8,Machine11,93,94,After Job10 Step 7
Job10,9,Machine17,95,97,After Job10 Step 8
Job10,10,Machine10,98,102,After Job10 Step 9
Job10,11,Machine4,102,105,After Job10 Step 10
Job10,12,Machine2,105,108,After Job10 Step 11
Job10,13,Machine1,108,111,After Job10 Step 12
Job10,14,Machine0,111,114,After Job10 Step 13
Job10,15,Machine14,115,116,After Job10 Step 14
Job10,16,Machine13,116,118,After Job10 Step 15
Job10,17,Machine3,119,121,After Job10 Step 16
Job10,18,Machine12,122,123,After Job10 Step 17
Job10,19,Machine5,123,125,After Job10 Step 18
Job10,20,Machine8,126,130,After Job10 Step 19
Job11,1,Machine18,87,89,
Job11,2,Machine17,98,100,After Job11 Step 1
Job11,3,Machine12,124,127,After Job11 Step 2
Job11,4,Machine15,127,130,After Job11 Step 3
Job11,5,Machine13,131,132,After Job11 Step 4
Job11,6,Machine4,132,133,After Job11 Step 5
Job11,7,Machine16,134,139,After Job11 Step 6
Job11,8,Machine19,139,141,After Job11 Step 7
Job11,9,Machine6,141,144,After Job11 Step 8
Job11,10,Machine3,145,148,After Job11 Step 9
Job11,11,Machine7,148,152,After Job11 Step 10
Job11,12,Machine2,153,158,After Job11 Step 11
Job11,13,Machine11,158,162,After Job11 Step 12
Job11,14,Machine0,163,164,After Job11 Step 13
Job11,15,Machine1,165,166,After Job11 Step 14
Job11,16,Machine8,167,169,After Job11 Step 15
Job11,17,Machine10,170,174,After Job11 Step 16
Job11,18,Machine5,174,176,After Job11 Step 17
Job11,19,Machine9,177,180,After Job11 Step 18
Job11,20,Machine14,180,181,After Job11 Step 19
Job12,1,Machine5,177,181,
Job12,2,Machine1,182,186,After Job12 Step 1
Job12,3,Machine2,186,188,After Job12 Step 2
Job12,4,Machine18,188,190,After Job12 Step 3
Job12,5,Machine13,190,192,After Job12 Step 4
Job12,6,Machine0,193,195,After Job12 Step 5
Job12,7,Machine15,196,198,After Job12 Step 6
