job,step,machine,start,end,precedence
Job1,1,Machine3,0,7,
Job1,2,Machine2,10,20,After Job1 Step 1
Job1,3,Machine1,22,37,After Job1 Step 2
Job1,4,Machine4,38,43,After Job1 Step 3
Job1,5,Machine0,46,55,After Job1 Step 4
Job1,6,Machine8,57,71,After Job1 Step 5
Job1,7,Machine9,75,90,After Job1 Step 6
Job1,8,Machine5,93,114,After Job1 Step 7
Job1,9,Machine7,121,149,After Job1 Step 8
Job1,10,Machine6,157,192,After Job1 Step 9
Job2,1,Machine2,921,947,
Job2,2,Machine0,949,961,After Job2 Step 1
Job2,3,Machine4,961,961,After Job2 Step 2
Job2,4,Machine3,961,963,After Job2 Step 3
Job2,5,Machine1,969,993,After Job2 Step 4
Job2,6,Machine7,1041,1068,After Job2 Step 5
Job2,7,Machine5,1069,1069,After Job2 Step 6
Job2,8,Machine9,1077,1109,After Job2 Step 7
Job2,9,Machine6,1110,1122,After Job2 Step 8
Job2,10,Machine8,1123,1126,After Job2 Step 9
Job3,1,Machine4,1054,1084,
Job3,2,Machine3,1093,1124,After Job3 Step 1
Job3,3,Machine0,1130,1163,After Job3 Step 2
Job3,4,Machine2,1166,1187,After Job3 Step 3
Job3,5,Machine1,1189,1210,After Job3 Step 4
Job3,6,Machine8,1219,1250,After Job3 Step 5
Job3,7,Machine6,1255,1283,After Job3 Step 6
Job3,8,Machine7,1288,1321,After Job3 Step 7
Job3,9,Machine5,1327,1349,After Job3 Step 8
Job3,10,Machine9,1355,1383,After Job3 Step 9
Job4,1,Machine2,1191,1220,
Job4,2,Machine3,1221,1227,After Job4 Step 1
Job4,3,Machine1,1228,1238,After Job4 Step 2
Job4,4,Machine0,1239,1245,After Job4 Step 3
Job4,5,Machine4,1247,1259,After Job4 Step 4
Job4,6,Machine8,1262,1278,After Job4 Step 5
Job4,7,Machine7,1330,1364,After Job4 Step 6
Job4,8,Machine6,1370,1402,After Job4 Step 7
Job4,9,Machine5,1406,1426,After Job4 Step 8
Job4,10,Machine9,1431,1457,After Job4 Step 9
Job5,1,Machine4,1262,1290,
Job5,2,Machine3,1300,1333,After Job5 Step 1
Job5,3,Machine1,1337,1365,After Job5 Step 2
Job5,4,Machine0,1367,1382,After Job5 Step 3
