COMPLETE TERMINAL OUTPUT
==================================================

Dataset: rcmax_30_20_8
Jobs: 30
Timestamp: 2025-09-23T23:26:02.712622


============================================================
FRAMEWORK: CrewAI
============================================================

Status: ✅ SUCCESS
Makespan: 2847
Execution Time: 253.00s

------------------------------------------------------------
COMPLETE FRAMEWORK OUTPUT:
------------------------------------------------------------
╭──────────────────────────────── 🤖 Agent Started ─────────────────────────────────╮
│                                                                                   │
│  Agent: JSSP Supervisor                                                           │
│                                                                                   │
│  Task:                                                                            │
│          Job Shop Scheduling Problem (JSSP) - Dataset: rcmax_30_20_8              │
│                                                                                   │
│          Problem Description:                                                     │
│          - Number of jobs: 30                                                     │
│          - Each job has multiple operations that must be performed in sequence    │
│          - Each operation requires a specific machine and has a duration          │
│          - Each machine can only process one operation at a time                  │
│          - Goal: Find the minimum makespan (total completion time)                │
│                                                                                   │
│          Job Specifications:                                                      │
│                                                                                   │
│  Job1:                                                                            │
│    Step 1: Machine Machine10, Duration 103                                        │
│    Step 2: Machine Machine0, Duration 78                                          │
│    Step 3: Machine Machine7, Duration 90                                          │
│    Step 4: Machine Machine14, Duration 168                                        │
│    Step 5: Machine Machine4, Duration 168                                         │
│    Step 6: Machine Machine16, Duration 67                                         │
│    Step 7: Machine Machine18, Duration 180                                        │
│    Step 8: Machine Machine17, Duration 56                                         │
│    Step 9: Machine Machine12, Duration 44                                         │
│    Step 10: Machine Machine11, Duration 138                                       │
│    Step 11: Machine Machine13, Duration 79                                        │
│    Step 12: Machine Machine3, Duration 179                                        │
│    Step 13: Machine Machine2, Duration 56                                         │
│    Step 14: Machine Machine1, Duration 7                                          │
│    Step 15: Machine Machine8, Duration 37                                         │
│    Step 16: Machine Machine19, Duration 54                                        │
│    Step 17: Machine Machine9, Duration 151                                        │
│    Step 18: Machine Machine15, Duration 97                                        │
│    Step 19: Machine Machine6, Duration 130                                        │
│    Step 20: Machine Machine5, Duration 97                                         │
│  Job2:                                                                            │
│    Step 1: Machine Machine6, Duration 56                                          │
│    Step 2: Machine Machine0, Duration 35                                          │
│    Step 3: Machine Machine2, Duration 65                                          │
│    Step 4: Machine Machine11, Duration 187                                        │
│    Step 5: Machine Machine3, Duration 178                                         │
│    Step 6: Machine Machine14, Duration 8                                          │
│    Step 7: Machine Machine19, Duration 122                                        │
│    Step 8: Machine Machine7, Duration 56                                          │
│    Step 9: Machine Machine8, Duration 92                                          │
│    Step 10: Machine Machine5, Duration 164                                        │
│    Step 11: Machine Machine9, Duration 167                                        │
│    Step 12: Machine Machine4, Duration 137                                        │
│    Step 13: Machine Machine10, Duration 123                                       │
│    Step 14: Machine Machine15, Duration 178                                       │
│    Step 15: Machine Machine13, Duration 165                                       │
│    Step 16: Machine Machine12, Duration 114                                       │
│    Step 17: Machine Machine17, Duration 189                                       │
│    Step 18: Machine Machine18, Duration 140                                       │
│    Step 19: Machine Machine1, Duration 32                                         │
│    Step 20: Machine Machine16, Duration 9                                         │
│  Job3:                                                                            │
│    Step 1: Machine Machine5, Duration 183                                         │
│    Step 2: Machine Machine14, Duration 173                                        │
│    Step 3: Machine Machine6, Duration 185                                         │
│    Step 4: Machine Machine11, Duration 58                                         │
│    Step 5: Machine Machine0, Duration 32                                          │
│    Step 6: Machine Machine7, Duration 156                                         │
│    Step 7: Machine Machine13, Duration 125                                        │
│    Step 8: Machine Machine3, Duration 148                                         │
│    Step 9: Machine Machine10, Duration 64                                         │
│    Step 10: Machine Machine1, Duration 60                                         │
│    Step 11: Machine Machine4, Duration 111                                        │
│    Step 12: Machine Machine9, Duration 149                                        │
│    Step 13: Machine Machine12, Duration 88                                        │
│    Step 14: Machine Machine17, Duration 145                                       │
│    Step 15: Machine Machine8, Duration 161                                        │
│    Step 16: Machine Machine15, Duration 95                                        │
│    Step 17: Machine Machine18, Duration 100                                       │
│    Step 18: Machine Machine2, Duration 80                                         │
│    Step 19: Machine Machine19, Duration 132                                       │
│    Step 20: Machine Machine16, Duration 70                                        │
│  Job4:                                                                            │
│    Step 1: Machine Machine6, Duration 7                                           │
│    Step 2: Machine Machine4, Duration 127                                         │
│    Step 3: Machine Machine7, Duration 63                                          │
│    Step 4: Machine Machine12, Duration 189                                        │
│    Step 5: Machine Machine5, Duration 22                                          │
│    Step 6: Machine Machine2, Duration 98                                          │
│    Step 7: Machine Machine16, Duration 5                                          │
│    Step 8: Machine Machine0, Duration 17                                          │
│    Step 9: Machine Machine8, Duration 117                                         │
│    Step 10: Machine Machine13, Duration 61                                        │
│    Step 11: Machine Machine18, Duration 101                                       │
│    Step 12: Machine Machine15, Duration 153                                       │
│    Step 13: Machine Machine11, Duration 18                                        │
│    Step 14: Machine Machine10, Duration 117                                       │
│    Step 15: Machine Machine9, Duration 31                                         │
│    Step 16: Machine Machine3, Duration 131                                        │
│    Step 17: Machine Machine17, Duration 104                                       │
│    Step 18: Machine Machine19, Duration 85                                        │
│    Step 19: Machine Machine1, Duration 102                                        │
│    Step 20: Machine Machine14, Duration 125                                       │
│  Job5:                                                                            │
