COMPLETE TERMINAL OUTPUT
==================================================

Dataset: TA51
Jobs: 50
Timestamp: 2025-09-24T01:15:39.700835


============================================================
FRAMEWORK: CrewAI
============================================================

Status: ✅ SUCCESS
Makespan: 3036
Execution Time: 166.61s

------------------------------------------------------------
COMPLETE FRAMEWORK OUTPUT:
------------------------------------------------------------
╭──────────────────────────────── 🤖 Agent Started ─────────────────────────────────╮
│                                                                                   │
│  Agent: JSSP Supervisor                                                           │
│                                                                                   │
│  Task:                                                                            │
│          Job Shop Scheduling Problem (JSSP) - Dataset: TA51                       │
│                                                                                   │
│          Problem Description:                                                     │
│          - Number of jobs: 50                                                     │
│          - Each job has multiple operations that must be performed in sequence    │
│          - Each operation requires a specific machine and has a duration          │
│          - Each machine can only process one operation at a time                  │
│          - Goal: Find the minimum makespan (total completion time)                │
│                                                                                   │
│          Job Specifications:                                                      │
│                                                                                   │
│  Job1:                                                                            │
│    Step 1: Machine Machine14, Duration 79                                         │
│    Step 2: Machine Machine6, Duration 35                                          │
│    Step 3: Machine Machine42, Duration 64                                         │
│    Step 4: Machine Machine51, Duration 67                                         │
│    Step 5: Machine Machine13, Duration 9                                          │
│    Step 6: Machine Machine46, Duration 84                                         │
│    Step 7: Machine Machine60, Duration 10                                         │
│  Job2:                                                                            │
│    Step 1: Machine Machine45, Duration 42                                         │
│    Step 2: Machine Machine95, Duration 97                                         │
│    Step 3: Machine Machine43, Duration 40                                         │
│    Step 4: Machine Machine25, Duration 22                                         │
│    Step 5: Machine Machine57, Duration 15                                         │
│    Step 6: Machine Machine59, Duration 33                                         │
│    Step 7: Machine Machine83, Duration 72                                         │
│  Job3:                                                                            │
│    Step 1: Machine Machine15, Duration 92                                         │
│    Step 2: Machine Machine82, Duration 76                                         │
│    Step 3: Machine Machine87, Duration 93                                         │
│    Step 4: Machine Machine30, Duration 96                                         │
│    Step 5: Machine Machine21, Duration 76                                         │
│    Step 6: Machine Machine61, Duration 62                                         │
│    Step 7: Machine Machine7, Duration 21                                          │
│  Job4:                                                                            │
│    Step 1: Machine Machine36, Duration 96                                         │
│    Step 2: Machine Machine77, Duration 97                                         │
│    Step 3: Machine Machine26, Duration 13                                         │
│    Step 4: Machine Machine90, Duration 60                                         │
│    Step 5: Machine Machine91, Duration 86                                         │
│    Step 6: Machine Machine74, Duration 64                                         │
│    Step 7: Machine Machine42, Duration 93                                         │
│  Job5:                                                                            │
│    Step 1: Machine Machine27, Duration 61                                         │
│    Step 2: Machine Machine87, Duration 2                                          │
│    Step 3: Machine Machine30, Duration 47                                         │
│    Step 4: Machine Machine58, Duration 5                                          │
│    Step 5: Machine Machine83, Duration 72                                         │
│    Step 6: Machine Machine71, Duration 52                                         │
│    Step 7: Machine Machine48, Duration 54                                         │
│  Job6:                                                                            │
│    Step 1: Machine Machine44, Duration 66                                         │
│    Step 2: Machine Machine1, Duration 12                                          │
│    Step 3: Machine Machine21, Duration 24                                         │
│    Step 4: Machine Machine19, Duration 6                                          │
│    Step 5: Machine Machine31, Duration 50                                         │
│    Step 6: Machine Machine84, Duration 34                                         │
│    Step 7: Machine Machine59, Duration 64                                         │
│  Job7:                                                                            │
│    Step 1: Machine Machine51, Duration 48                                         │
│    Step 2: Machine Machine39, Duration 75                                         │
│    Step 3: Machine Machine13, Duration 94                                         │
│    Step 4: Machine Machine5, Duration 73                                          │
│    Step 5: Machine Machine38, Duration 28                                         │
│    Step 6: Machine Machine77, Duration 40                                         │
│    Step 7: Machine Machine45, Duration 89                                         │
│  Job8:                                                                            │
│    Step 1: Machine Machine5, Duration 35                                          │
│    Step 2: Machine Machine87, Duration 48                                         │
│    Step 3: Machine Machine25, Duration 4                                          │
│    Step 4: Machine Machine76, Duration 22                                         │
│    Step 5: Machine Machine92, Duration 77                                         │
│    Step 6: Machine Machine86, Duration 35                                         │
│    Step 7: Machine Machine43, Duration 75                                         │
│  Job9:                                                                            │
│    Step 1: Machine Machine49, Duration 41                                         │
│    Step 2: Machine Machine80, Duration 26                                         │
│    Step 3: Machine Machine18, Duration 30                                         │
│    Step 4: Machine Machine43, Duration 50                                         │
│    Step 5: Machine Machine26, Duration 23                                         │
│    Step 6: Machine Machine22, Duration 70                                         │
│    Step 7: Machine Machine44, Duration 53                                         │
│  Job10:                                                                           │
│    Step 1: Machine Machine41, Duration 3                                          │
│    Step 2: Machine Machine5, Duration 30                                          │
│    Step 3: Machine Machine93, Duration 76                                         │
│    Step 4: Machine Machine86, Duration 20                                         │
│    Step 5: Machine Machine72, Duration 66                                         │
│    Step 6: Machine Machine81, Duration 37                                         │
│    Step 7: Machine Machine37, Duration 48                                         │
│  Job11:                                                                           │
│    Step 1: Machine Machine27, Duration 8                                          │
│    Step 2: Machine Machine68, Duration 1                                          │
│    Step 3: Machine Machine76, Duration 11                                         │
│    Step 4: Machine Machine45, Duration 80                                         │
│    Step 5: Machine Machine24, Duration 87                                         │
│    Step 6: Machine Machine48, Duration 45                                         │
│    Step 7: Machine Machine84, Duration 34                                         │
