job,step,machine,start,end,precedence
Job1,1,Machine11,0,9,
Job1,2,Machine7,9,13,After Job1 Step 1
Job1,3,Machine1,13,17,After Job1 Step 2
Job1,4,Machine12,17,17,After Job1 Step 3
Job1,5,Machine8,17,35,After Job1 Step 4
Job1,6,Machine5,35,41,After Job1 Step 5
Job1,7,Machine9,41,46,After Job1 Step 6
Job1,8,Machine14,46,62,After Job1 Step 7
Job1,9,Machine16,62,66,After Job1 Step 8
Job1,10,Machine13,66,79,After Job1 Step 9
Job1,11,Machine3,79,97,After Job1 Step 10
Job1,12,Machine6,97,111,After Job1 Step 11
Job1,13,Machine17,111,116,After Job1 Step 12
Job1,14,Machine15,116,124,After Job1 Step 13
Job1,15,Machine10,124,134,After Job1 Step 14
Job1,16,Machine19,134,142,After Job1 Step 15
Job1,17,Machine18,142,154,After Job1 Step 16
Job1,18,Machine0,154,165,After Job1 Step 17
Job1,19,Machine4,165,176,After Job1 Step 18
Job1,20,Machine2,176,192,After Job1 Step 19
Job10,1,Machine2,1592,1608,
Job10,2,Machine10,1617,1622,After Job10 Step 1
Job10,3,Machine19,1622,1628,After Job10 Step 2
Job10,4,Machine17,1628,1629,After Job10 Step 3
Job10,5,Machine7,1629,1646,After Job10 Step 4
Job10,6,Machine1,1646,1654,After Job10 Step 5
Job10,7,Machine15,1654,1665,After Job10 Step 6
Job10,8,Machine11,1665,1676,After Job10 Step 7
Job10,9,Machine6,1676,1693,After Job10 Step 8
Job10,10,Machine16,1693,1700,After Job10 Step 9
Job10,11,Machine8,1700,1713,After Job10 Step 10
Job10,12,Machine5,1713,1727,After Job10 Step 11
Job10,13,Machine13,1727,1743,After Job10 Step 12
Job10,14,Machine18,1743,1751,After Job10 Step 13
Job10,15,Machine9,1751,1756,After Job10 Step 14
Job10,16,Machine3,1756,1759,After Job10 Step 15
Job10,17,Machine12,1759,1760,After Job10 Step 16
Job10,18,Machine4,1760,1767,After Job10 Step 17
Job10,19,Machine0,1767,1770,After Job10 Step 18
Job10,20,Machine14,1770,1771,After Job10 Step 19
Job11,1,Machine11,1676,1686,
Job11,2,Machine15,1686,1699,After Job11 Step 1
Job11,3,Machine4,1767,1785,After Job11 Step 2
Job11,4,Machine19,1792,1811,After Job11 Step 3
Job11,5,Machine0,1811,1827,After Job11 Step 4
Job11,6,Machine17,1827,1835,After Job11 Step 5
Job11,7,Machine16,1835,1837,After Job11 Step 6
Job11,8,Machine5,1837,1844,After Job11 Step 7
Job11,9,Machine14,1844,1847,After Job11 Step 8
Job11,10,Machine1,1847,1858,After Job11 Step 9
Job11,11,Machine10,1858,1873,After Job11 Step 10
Job11,12,Machine3,1873,1889,After Job11 Step 11
Job11,13,Machine12,1889,1900,After Job11 Step 12
Job11,14,Machine9,1900,1918,After Job11 Step 13
Job11,15,Machine18,1918,1923,After Job11 Step 14
Job11,16,Machine8,1923,1941,After Job11 Step 15
Job11,17,Machine6,1941,1944,After Job11 Step 16
Job11,18,Machine2,1944,1956,After Job11 Step 17
Job11,19,Machine13,1956,1972,After Job11 Step 18
Job11,20,Machine7,1972,1976,After Job11 Step 19
Job12,1,Machine17,1835,1850,
Job12,2,Machine6,1944,1948,After Job12 Step 1
Job12,3,Machine3,1951,1957,After Job12 Step 2
Job12,4,Machine8,1957,1972,After Job12 Step 3
Job12,5,Machine12,1972,1973,After Job12 Step 4
Job12,6,Machine11,1973,1990,After Job12 Step 5
Job12,7,Machine0,1990,2008,After Job12 Step 6
Job12,8,Machine18,2008,2010,After Job12 Step 7
Job12,9,Machine5,2010,2021,After Job12 Step 8
Job12,10,Machine1,2021,2031,After Job12 Step 9
Job12,11,Machine15,2031,2045,After Job12 Step 10
Job12,12,Machine16,2045,2053,After Job12 Step 11
Job12,13,Machine13,2053,2068,After Job12 Step 12
Job12,14,Machine7,2068,2084,After Job12 Step 13
Job12,15,Machine14,2084,2098,After Job12 Step 14
Job12,16,Machine2,2098,2109,After Job12 Step 15
Job12,17,Machine10,2109,2118,After Job12 Step 16
Job12,18,Machine4,2118,2125,After Job12 Step 17
Job12,19,Machine19,2125,2141,After Job12 Step 18
Job12,20,Machine9,2141,2159,After Job12 Step 19
Job13,1,Machine7,2084,2096,
Job13,2,Machine6,2096,2112,After Job13 Step 1
Job13,3,Machine14,2112,2123,After Job13 Step 2
Job13,4,Machine3,2123,2140,After Job13 Step 3
Job13,5,Machine8,2140,2142,After Job13 Step 4
Job13,6,Machine9,2159,2168,After Job13 Step 5
Job13,7,Machine1,2186,2197,After Job13 Step 6
Job13,8,Machine2,2197,2197,After Job13 Step 7
Job13,9,Machine4,2197,2209,After Job13 Step 8
Job13,10,Machine10,2209,2212,After Job13 Step 9
Job13,11,Machine11,2212,2222,After Job13 Step 10
Job13,12,Machine12,2222,2236,After Job13 Step 11
Job13,13,Machine16,2236,2246,After Job13 Step 12
Job13,14,Machine5,2246,2254,After Job13 Step 13
Job13,15,Machine13,2254,2261,After Job13 Step 14
Job13,16,Machine0,2261,2263,After Job13 Step 15
Job13,17,Machine15,2263,2267,After Job13 Step 16
Job13,18,Machine19,2267,2269,After Job13 Step 17
Job13,19,Machine18,2269,2271,After Job13 Step 18
Job13,20,Machine17,2271,2275,After Job13 Step 19
Job14,1,Machine7,2096,2097,
Job14,2,Machine10,2212,2219,After Job14 Step 1
Job14,3,Machine6,2219,2235,After Job14 Step 2
Job14,4,Machine8,2235,2242,After Job14 Step 3
Job14,5,Machine18,2271,2273,After Job14 Step 4
Job14,6,Machine2,2275,2277,After Job14 Step 5
Job14,7,Machine4,2277,2293,After Job14 Step 6
Job14,8,Machine19,2293,2299,After Job14 Step 7
Job14,9,Machine16,2299,2301,After Job14 Step 8
Job14,10,Machine9,2301,2314,After Job14 Step 9
Job14,11,Machine0,2314,2321,After Job14 Step 10
Job14,12,Machine12,2321,2332,After Job14 Step 11
Job14,13,Machine5,2332,2347,After Job14 Step 12
Job14,14,Machine1,2347,2362,After Job14 Step 13
Job14,15,Machine14,2362,2366,After Job14 Step 14
Job14,16,Machine17,2366,2369,After Job14 Step 15
Job14,17,Machine13,2369,2372,After Job14 Step 16
Job14,18,Machine11,2372,2372,After Job14 Step 17
Job14,19,Machine3,2372,2383,After Job14 Step 18
Job14,20,Machine15,2383,2397,After Job14 Step 19
Job15,1,Machine6,2235,2241,
Job15,2,Machine14,2366,2382,After Job15 Step 1
Job15,3,Machine17,2386,2401,After Job15 Step 2
Job15,4,Machine13,2401,2410,After Job15 Step 3
Job15,5,Machine18,2410,2416,After Job15 Step 4
