job,step,machine,start,end,precedence
Job1,1,Machine11,0,12,
Job1,2,Machine2,12,18,After Job1 Step 1
Job1,3,Machine13,18,34,After Job1 Step 2
Job1,4,Machine7,34,36,After Job1 Step 3
Job1,5,Machine6,36,39,After Job1 Step 4
Job1,6,Machine3,39,41,After Job1 Step 5
Job1,7,Machine14,41,44,After Job1 Step 6
Job1,8,Machine16,44,53,After Job1 Step 7
Job1,9,Machine9,53,66,After Job1 Step 8
Job1,10,Machine17,66,82,After Job1 Step 9
Job1,11,Machine5,82,92,After Job1 Step 10
Job1,12,Machine8,92,93,After Job1 Step 11
Job1,13,Machine4,93,99,After Job1 Step 12
Job1,14,Machine0,99,106,After Job1 Step 13
Job1,15,Machine18,106,125,After Job1 Step 14
Job1,16,Machine19,125,131,After Job1 Step 15
Job1,17,Machine1,131,144,After Job1 Step 16
Job1,18,Machine10,144,156,After Job1 Step 17
Job1,19,Machine12,156,172,After Job1 Step 18
Job1,20,Machine15,172,182,After Job1 Step 19
Job10,1,Machine5,1671,1673,
Job10,2,Machine16,1688,1710,After Job10 Step 1
Job10,3,Machine19,1716,1733,After Job10 Step 2
Job10,4,Machine7,1733,1734,After Job10 Step 3
Job10,5,Machine9,1734,1736,After Job10 Step 4
Job10,6,Machine11,1765,1768,After Job10 Step 5
Job10,7,Machine13,1789,1807,After Job10 Step 6
Job10,8,Machine4,1807,1818,After Job10 Step 7
Job10,9,Machine10,1818,1827,After Job10 Step 8
Job10,10,Machine18,1827,1841,After Job10 Step 9
Job10,11,Machine15,1841,1846,After Job10 Step 10
Job10,12,Machine6,1846,1860,After Job10 Step 11
Job10,13,Machine14,1860,1879,After Job10 Step 12
Job10,14,Machine1,1879,1894,After Job10 Step 13
Job10,15,Machine2,1894,1900,After Job10 Step 14
Job10,16,Machine3,1900,1902,After Job10 Step 15
Job10,17,Machine12,1902,1904,After Job10 Step 16
Job10,18,Machine17,1904,1915,After Job10 Step 17
Job10,19,Machine8,1915,1922,After Job10 Step 18
Job10,20,Machine0,1922,1930,After Job10 Step 19
Job11,1,Machine0,1930,1951,
Job11,2,Machine17,1959,1971,After Job11 Step 1
Job11,3,Machine10,1971,1977,After Job11 Step 2
Job11,4,Machine13,1977,1987,After Job11 Step 3
Job11,5,Machine6,1987,2001,After Job11 Step 4
Job11,6,Machine9,2001,2023,After Job11 Step 5
Job11,7,Machine7,2023,2030,After Job11 Step 6
Job11,8,Machine16,2030,2035,After Job11 Step 7
Job11,9,Machine19,2035,2054,After Job11 Step 8
Job11,10,Machine8,2054,2059,After Job11 Step 9
Job11,11,Machine15,2059,2067,After Job11 Step 10
Job11,12,Machine3,2067,2079,After Job11 Step 11
Job11,13,Machine4,2079,2088,After Job11 Step 12
Job11,14,Machine1,2088,2093,After Job11 Step 13
Job11,15,Machine11,2093,2097,After Job11 Step 14
Job11,16,Machine12,2097,2104,After Job11 Step 15
Job11,17,Machine5,2104,2111,After Job11 Step 16
Job11,18,Machine2,2111,2121,After Job11 Step 17
Job11,19,Machine14,2121,2137,After Job11 Step 18
Job11,20,Machine18,2137,2149,After Job11 Step 19
Job12,1,Machine12,2104,2117,
Job12,2,Machine3,2117,2134,After Job12 Step 1
Job12,3,Machine18,2149,2166,After Job12 Step 2
Job12,4,Machine1,2178,2181,After Job12 Step 3
Job12,5,Machine4,2181,2203,After Job12 Step 4
Job12,6,Machine2,2203,2206,After Job12 Step 5
Job12,7,Machine17,2206,2222,After Job12 Step 6
Job12,8,Machine16,2222,2232,After Job12 Step 7
Job12,9,Machine7,2232,2246,After Job12 Step 8
Job12,10,Machine0,2246,2256,After Job12 Step 9
Job12,11,Machine9,2256,2256,After Job12 Step 10
Job12,12,Machine8,2256,2269,After Job12 Step 11
Job12,13,Machine15,2269,2278,After Job12 Step 12
Job12,14,Machine6,2278,2279,After Job12 Step 13
Job12,15,Machine13,2279,2297,After Job12 Step 14
Job12,16,Machine19,2297,2315,After Job12 Step 15
Job12,17,Machine14,2315,2335,After Job12 Step 16
Job12,18,Machine10,2335,2352,After Job12 Step 17
Job12,19,Machine11,2352,2361,After Job12 Step 18
Job12,20,Machine5,2361,2378,After Job12 Step 19
Job13,1,Machine11,2361,2373,
Job13,2,Machine6,2382,2397,After Job13 Step 1
Job13,3,Machine2,2397,2418,After Job13 Step 2
Job13,4,Machine14,2418,2437,After Job13 Step 3
Job13,5,Machine12,2437,2451,After Job13 Step 4
Job13,6,Machine16,2451,2455,After Job13 Step 5
Job13,7,Machine13,2455,2459,After Job13 Step 6
Job13,8,Machine3,2459,2464,After Job13 Step 7
Job13,9,Machine17,2464,2478,After Job13 Step 8
Job13,10,Machine8,2478,2496,After Job13 Step 9
Job13,11,Machine19,2496,2504,After Job13 Step 10
Job13,12,Machine15,2504,2524,After Job13 Step 11
Job13,13,Machine9,2524,2545,After Job13 Step 12
