job,step,machine,start,end,precedence
Job1,1,Machine0,0,15,
Job1,2,Machine8,15,29,After Job1 Step 1
Job1,3,Machine7,29,31,After Job1 Step 2
Job1,4,Machine9,31,36,After Job1 Step 3
Job1,5,Machine10,36,45,After Job1 Step 4
Job1,6,Machine11,45,67,After Job1 Step 5
Job1,7,Machine5,67,81,After Job1 Step 6
Job1,8,Machine3,81,105,After Job1 Step 7
Job1,9,Machine14,105,113,After Job1 Step 8
Job1,10,Machine1,113,128,After Job1 Step 9
Job1,11,Machine12,128,135,After Job1 Step 10
Job1,12,Machine13,135,147,After Job1 Step 11
Job1,13,Machine2,147,171,After Job1 Step 12
Job1,14,Machine6,171,189,After Job1 Step 13
Job1,15,Machine4,189,208,After Job1 Step 14
Job10,1,Machine1,1096,1112,
Job10,2,Machine9,1137,1143,After Job10 Step 1
Job10,3,Machine2,1143,1166,After Job10 Step 2
Job10,4,Machine10,1169,1186,After Job10 Step 3
Job10,5,Machine13,1186,1192,After Job10 Step 4
Job10,6,Machine4,1227,1247,After Job10 Step 5
Job10,7,Machine7,1247,1264,After Job10 Step 6
Job10,8,Machine8,1264,1287,After Job10 Step 7
Job10,9,Machine6,1287,1294,After Job10 Step 8
Job10,10,Machine3,1294,1304,After Job10 Step 9
Job10,11,Machine14,1304,1318,After Job10 Step 10
Job10,12,Machine5,1318,1337,After Job10 Step 11
Job10,13,Machine0,1337,1341,After Job10 Step 12
Job10,14,Machine11,1341,1348,After Job10 Step 13
Job10,15,Machine12,1348,1369,After Job10 Step 14
Job11,1,Machine10,1186,1209,
Job11,2,Machine4,1247,1257,After Job11 Step 1
Job11,3,Machine5,1337,1342,After Job11 Step 2
Job11,4,Machine12,1369,1384,After Job11 Step 3
Job11,5,Machine2,1384,1397,After Job11 Step 4
Job11,6,Machine6,1397,1420,After Job11 Step 5
Job11,7,Machine14,1420,1438,After Job11 Step 6
Job11,8,Machine9,1438,1448,After Job11 Step 7
Job11,9,Machine3,1448,1457,After Job11 Step 8
Job11,10,Machine1,1457,1480,After Job11 Step 9
Job11,11,Machine0,1480,1483,After Job11 Step 10
Job11,12,Machine13,1483,1495,After Job11 Step 11
Job11,13,Machine8,1495,1498,After Job11 Step 12
Job11,14,Machine11,1498,1518,After Job11 Step 13
Job11,15,Machine7,1518,1524,After Job11 Step 14
Job12,1,Machine10,1209,1219,
Job12,2,Machine1,1480,1490,After Job12 Step 1
Job12,3,Machine4,1490,1492,After Job12 Step 2
Job12,4,Machine13,1495,1501,After Job12 Step 3
Job12,5,Machine6,1501,1520,After Job12 Step 4
Job12,6,Machine2,1520,1543,After Job12 Step 5
Job12,7,Machine8,1543,1550,After Job12 Step 6
Job12,8,Machine14,1550,1551,After Job12 Step 7
Job12,9,Machine12,1551,1563,After Job12 Step 8
Job12,10,Machine7,1563,1571,After Job12 Step 9
Job12,11,Machine11,1571,1586,After Job12 Step 10
Job12,12,Machine5,1586,1601,After Job12 Step 11
Job12,13,Machine0,1601,1607,After Job12 Step 12
Job12,14,Machine9,1607,1627,After Job12 Step 13
Job12,15,Machine3,1627,1639,After Job12 Step 14
Job13,1,Machine8,1550,1562,
Job13,2,Machine13,1562,1583,After Job13 Step 1
Job13,3,Machine4,1583,1600,After Job13 Step 2
Job13,4,Machine3,1639,1659,After Job13 Step 3
Job13,5,Machine5,1659,1665,After Job13 Step 4
Job13,6,Machine12,1665,1667,After Job13 Step 5
Job13,7,Machine9,1667,1668,After Job13 Step 6
Job13,8,Machine10,1668,1689,After Job13 Step 7
Job13,9,Machine2,1689,1701,After Job13 Step 8
Job13,10,Machine6,1701,1709,After Job13 Step 9
Job13,11,Machine1,1709,1716,After Job13 Step 10
Job13,12,Machine0,1716,1728,After Job13 Step 11
Job13,13,Machine14,1728,1729,After Job13 Step 12
Job13,14,Machine11,1729,1733,After Job13 Step 13
Job13,15,Machine7,1733,1757,After Job13 Step 14
Job14,1,Machine2,1701,1712,
Job14,2,Machine6,1712,1719,After Job14 Step 1
Job14,3,Machine10,1719,1736,After Job14 Step 2
Job14,4,Machine8,1736,1737,After Job14 Step 3
Job14,5,Machine7,1757,1779,After Job14 Step 4
Job14,6,Machine14,1779,1780,After Job14 Step 5
Job14,7,Machine12,1780,1798,After Job14 Step 6
Job14,8,Machine0,1798,1806,After Job14 Step 7
Job14,9,Machine4,1806,1822,After Job14 Step 8
Job14,10,Machine9,1822,1827,After Job14 Step 9
Job14,11,Machine13,1827,1829,After Job14 Step 10
Job14,12,Machine3,1829,1843,After Job14 Step 11
Job14,13,Machine5,1843,1844,After Job14 Step 12
