job,step,machine,start,end,precedence
Job1,1,Machine10,0,12,
Job1,2,Machine0,12,21,After Job1 Step 1
Job1,3,Machine7,21,31,After Job1 Step 2
Job1,4,Machine14,31,51,After Job1 Step 3
Job1,5,Machine4,51,71,After Job1 Step 4
Job1,6,Machine16,71,79,After Job1 Step 5
Job1,7,Machine18,79,100,After Job1 Step 6
Job1,8,Machine17,100,106,After Job1 Step 7
Job1,9,Machine12,106,112,After Job1 Step 8
Job1,10,Machine11,112,128,After Job1 Step 9
Job1,11,Machine13,128,137,After Job1 Step 10
Job1,12,Machine3,137,158,After Job1 Step 11
Job1,13,Machine2,158,165,After Job1 Step 12
Job1,14,Machine1,165,165,After Job1 Step 13
Job1,15,Machine8,165,170,After Job1 Step 14
Job1,16,Machine19,170,176,After Job1 Step 15
Job1,17,Machine9,176,194,After Job1 Step 16
Job1,18,Machine15,194,205,After Job1 Step 17
Job1,19,Machine6,205,221,After Job1 Step 18
Job1,20,Machine5,221,232,After Job1 Step 19
Job10,1,Machine19,1622,1644,
Job10,2,Machine1,1644,1652,After Job10 Step 1
Job10,3,Machine14,1652,1658,After Job10 Step 2
Job10,4,Machine3,1658,1675,After Job10 Step 3
Job10,5,Machine13,1675,1694,After Job10 Step 4
Job10,6,Machine12,1694,1701,After Job10 Step 5
Job10,7,Machine0,1701,1720,After Job10 Step 6
Job10,8,Machine8,1720,1722,After Job10 Step 7
Job10,9,Machine7,1722,1732,After Job10 Step 8
Job10,10,Machine4,1732,1741,After Job10 Step 9
Job10,11,Machine17,1741,1753,After Job10 Step 10
Job10,12,Machine2,1753,1755,After Job10 Step 11
Job10,13,Machine10,1755,1767,After Job10 Step 12
Job10,14,Machine11,1767,1776,After Job10 Step 13
Job10,15,Machine9,1776,1796,After Job10 Step 14
Job10,16,Machine5,1796,1808,After Job10 Step 15
Job10,17,Machine16,1808,1827,After Job10 Step 16
Job10,18,Machine18,1827,1829,After Job10 Step 17
Job10,19,Machine6,1829,1842,After Job10 Step 18
Job10,20,Machine15,1842,1849,After Job10 Step 19
Job11,1,Machine10,1767,1777,
Job11,2,Machine1,1777,1796,After Job11 Step 1
Job11,3,Machine3,1796,1799,After Job11 Step 2
Job11,4,Machine4,1799,1818,After Job11 Step 3
Job11,5,Machine5,1818,1841,After Job11 Step 4
Job11,6,Machine8,1841,1859,After Job11 Step 5
Job11,7,Machine14,1859,1861,After Job11 Step 6
Job11,8,Machine2,1861,1877,After Job11 Step 7
Job11,9,Machine17,1877,1897,After Job11 Step 8
Job11,10,Machine11,1897,1909,After Job11 Step 9
Job11,11,Machine18,1909,1923,After Job11 Step 10
Job11,12,Machine15,1923,1944,After Job11 Step 11
Job11,13,Machine19,1944,1946,After Job11 Step 12
Job11,14,Machine13,1946,1948,After Job11 Step 13
Job11,15,Machine6,1948,1961,After Job11 Step 14
Job11,16,Machine12,1961,1976,After Job11 Step 15
Job11,17,Machine7,1976,1985,After Job11 Step 16
Job11,18,Machine16,1985,1985,After Job11 Step 17
Job11,19,Machine0,1985,1997,After Job11 Step 18
Job11,20,Machine9,1997,2007,After Job11 Step 19
Job12,1,Machine0,1997,2000,
Job12,2,Machine2,2000,2007,After Job12 Step 1
Job12,3,Machine11,2007,2007,After Job12 Step 2
Job12,4,Machine5,2007,2027,After Job12 Step 3
Job12,5,Machine12,2027,2032,After Job12 Step 4
Job12,6,Machine18,2032,2036,After Job12 Step 5
Job12,7,Machine19,2036,2052,After Job12 Step 6
Job12,8,Machine6,2052,2065,After Job12 Step 7
Job12,9,Machine3,2065,2076,After Job12 Step 8
Job12,10,Machine9,2076,2085,After Job12 Step 9
Job12,11,Machine16,2085,2098,After Job12 Step 10
Job12,12,Machine15,2098,2102,After Job12 Step 11
Job12,13,Machine7,2102,2117,After Job12 Step 12
Job12,14,Machine1,2117,2121,After Job12 Step 13
Job12,15,Machine14,2121,2135,After Job12 Step 14
Job12,16,Machine17,2135,2153,After Job12 Step 15
Job12,17,Machine8,2153,2170,After Job12 Step 16
Job12,18,Machine13,2170,2187,After Job12 Step 17
Job12,19,Machine4,2187,2208,After Job12 Step 18
Job12,20,Machine10,2208,2209,After Job12 Step 19
Job13,1,Machine5,2027,2039,
Job13,2,Machine16,2098,2100,After Job13 Step 1
Job13,3,Machine13,2187,2202,After Job13 Step 2
Job13,4,Machine11,2202,2222,After Job13 Step 3
Job13,5,Machine10,2222,2229,After Job13 Step 4
Job13,6,Machine17,2229,2245,After Job13 Step 5
Job13,7,Machine1,2245,2251,After Job13 Step 6
Job13,8,Machine18,2251,2271,After Job13 Step 7
Job13,9,Machine6,2271,2285,After Job13 Step 8
Job13,10,Machine9,2285,2293,After Job13 Step 9
Job13,11,Machine15,2293,2296,After Job13 Step 10
Job13,12,Machine4,2296,2306,After Job13 Step 11
Job13,13,Machine19,2306,2310,After Job13 Step 12
Job13,14,Machine0,2310,2319,After Job13 Step 13
Job13,15,Machine2,2319,2339,After Job13 Step 14
Job13,16,Machine8,2339,2339,After Job13 Step 15
Job13,17,Machine7,2339,2343,After Job13 Step 16
Job13,18,Machine12,2343,2347,After Job13 Step 17
Job13,19,Machine14,2347,2360,After Job13 Step 18
Job13,20,Machine3,2360,2362,After Job13 Step 19
Job14,1,Machine17,2245,2254,
Job14,2,Machine8,2339,2359,After Job14 Step 1
Job14,3,Machine18,2359,2382,After Job14 Step 2
Job14,4,Machine10,2382,2388,After Job14 Step 3
Job14,5,Machine14,2388,2406,After Job14 Step 4
Job14,6,Machine5,2406,2417,After Job14 Step 5
Job14,7,Machine7,2417,2423,After Job14 Step 6
Job14,8,Machine12,2423,2426,After Job14 Step 7
Job14,9,Machine13,2426,2436,After Job14 Step 8
Job14,10,Machine3,2436,2458,After Job14 Step 9
Job14,11,Machine0,2458,2458,After Job14 Step 10
Job14,12,Machine1,2458,2475,After Job14 Step 11
Job14,13,Machine11,2475,2477,After Job14 Step 12
Job14,14,Machine6,2477,2478,After Job14 Step 13
Job14,15,Machine15,2478,2489,After Job14 Step 14
Job14,16,Machine9,2489,2508,After Job14 Step 15
Job14,17,Machine16,2508,2515,After Job14 Step 16
Job14,18,Machine4,2515,2532,After Job14 Step 17
Job14,19,Machine19,2532,2539,After Job14 Step 18
Job14,20,Machine2,2539,2546,After Job14 Step 19
Job15,1,Machine17,2254,2266,
Job15,2,Machine8,2359,2382,After Job15 Step 1
Job15,3,Machine16,2515,2529,After Job15 Step 2
Job15,4,Machine14,2529,2539,After Job15 Step 3
Job15,5,Machine12,2539,2553,After Job15 Step 4
Job15,6,Machine3,2553,2555,After Job15 Step 5
Job15,7,Machine13,2555,2569,After Job15 Step 6
Job15,8,Machine9,2569,2585,After Job15 Step 7
Job15,9,Machine18,2585,2596,After Job15 Step 8
Job15,10,Machine15,2596,2609,After Job15 Step 9
Job15,11,Machine11,2609,2619,After Job15 Step 10
Job15,12,Machine19,2619,2623,After Job15 Step 11
Job15,13,Machine7,2623,2626,After Job15 Step 12
Job15,14,Machine6,2626,2642,After Job15 Step 13
Job15,15,Machine0,2642,2664,After Job15 Step 14
Job15,16,Machine10,2664,2677,After Job15 Step 15
Job15,17,Machine2,2677,2680,After Job15 Step 16
Job15,18,Machine4,2680,2685,After Job15 Step 17
Job15,19,Machine1,2685,2696,After Job15 Step 18
Job15,20,Machine5,2696,2698,After Job15 Step 19
Job16,1,Machine11,2619,2632,
Job16,2,Machine17,2632,2651,After Job16 Step 1
Job16,3,Machine15,2651,2654,After Job16 Step 2
Job16,4,Machine14,2654,2673,After Job16 Step 3
Job16,5,Machine16,2673,2696,After Job16 Step 4
Job16,6,Machine19,2696,2708,After Job16 Step 5
Job16,7,Machine6,2708,2726,After Job16 Step 6
Job16,8,Machine13,2726,2738,After Job16 Step 7
Job16,9,Machine5,2738,2758,After Job16 Step 8
Job16,10,Machine7,2758,2773,After Job16 Step 9
Job16,11,Machine2,2773,2783,After Job16 Step 10
Job16,12,Machine12,2783,2802,After Job16 Step 11
Job16,13,Machine18,2802,2822,After Job16 Step 12
Job16,14,Machine8,2822,2826,After Job16 Step 13
Job16,15,Machine0,2826,2837,After Job16 Step 14
Job16,16,Machine1,2837,2843,After Job16 Step 15
Job16,17,Machine3,2843,2858,After Job16 Step 16
Job16,18,Machine10,2858,2863,After Job16 Step 17
Job16,19,Machine4,2863,2864,After Job16 Step 18
Job16,20,Machine9,2864,2876,After Job16 Step 19
Job17,1,Machine2,2783,2790,
Job17,2,Machine13,2790,2807,After Job17 Step 1
Job17,3,Machine17,2807,2814,After Job17 Step 2
Job17,4,Machine0,2837,2844,After Job17 Step 3
Job17,5,Machine1,2844,2864,After Job17 Step 4
Job17,6,Machine10,2864,2864,After Job17 Step 5
Job17,7,Machine9,2876,2879,After Job17 Step 6
Job17,8,Machine19,2879,2884,After Job17 Step 7
Job17,9,Machine12,2884,2905,After Job17 Step 8
Job17,10,Machine14,2905,2928,After Job17 Step 9
Job17,11,Machine18,2928,2934,After Job17 Step 10
Job17,12,Machine4,2934,2943,After Job17 Step 11
Job17,13,Machine15,2943,2955,After Job17 Step 12
Job17,14,Machine6,2955,2969,After Job17 Step 13
Job17,15,Machine11,2969,2988,After Job17 Step 14
Job17,16,Machine8,2988,3006,After Job17 Step 15
Job17,17,Machine3,3006,3007,After Job17 Step 16
Job17,18,Machine5,3007,3014,After Job17 Step 17
Job17,19,Machine7,3014,3017,After Job17 Step 18
Job17,20,Machine16,3017,3019,After Job17 Step 19
Job18,1,Machine13,2807,2811,
Job18,2,Machine2,2811,2818,After Job18 Step 1
Job18,3,Machine16,3019,3031,After Job18 Step 2
Job18,4,Machine10,3031,3050,After Job18 Step 3
Job18,5,Machine15,3050,3073,After Job18 Step 4
Job18,6,Machine12,3073,3095,After Job18 Step 5
Job18,7,Machine7,3095,3113,After Job18 Step 6
Job18,8,Machine19,3113,3119,After Job18 Step 7
Job18,9,Machine6,3119,3120,After Job18 Step 8
Job18,10,Machine9,3120,3129,After Job18 Step 9
Job18,11,Machine4,3129,3135,After Job18 Step 10
Job18,12,Machine1,3135,3146,After Job18 Step 11
Job18,13,Machine14,3146,3147,After Job18 Step 12
Job18,14,Machine5,3147,3165,After Job18 Step 13
Job18,15,Machine17,3165,3187,After Job18 Step 14
Job18,16,Machine18,3187,3189,After Job18 Step 15
Job18,17,Machine8,3189,3203,After Job18 Step 16
Job18,18,Machine3,3203,3216,After Job18 Step 17
Job18,19,Machine11,3216,3238,After Job18 Step 18
Job18,20,Machine0,3238,3247,After Job18 Step 19
