job,step,machine,start,end,precedence
Job1,1,Machine4,0,21,
Job1,2,Machine6,21,49,After Job1 Step 1
Job1,3,Machine17,49,63,After Job1 Step 2
Job1,4,Machine5,63,69,After Job1 Step 3
Job1,5,Machine9,69,69,After Job1 Step 4
Job1,6,Machine13,69,76,After Job1 Step 5
Job1,7,Machine18,76,104,After Job1 Step 6
Job1,8,Machine14,104,130,After Job1 Step 7
Job1,9,Machine15,130,155,After Job1 Step 8
Job1,10,Machine1,155,161,After Job1 Step 9
Job1,11,Machine16,161,176,After Job1 Step 10
Job1,12,Machine11,176,186,After Job1 Step 11
Job1,13,Machine3,186,212,After Job1 Step 12
Job1,14,Machine8,212,223,After Job1 Step 13
Job1,15,Machine0,223,240,After Job1 Step 14
Job1,16,Machine7,240,248,After Job1 Step 15
Job1,17,Machine2,248,266,After Job1 Step 16
Job1,18,Machine10,266,283,After Job1 Step 17
Job1,19,Machine12,283,288,After Job1 Step 18
Job1,20,Machine19,288,297,After Job1 Step 19
Job10,1,Machine8,2145,2170,
Job10,2,Machine17,2170,2187,After Job10 Step 1
Job10,3,Machine9,2271,2284,After Job10 Step 2
Job10,4,Machine14,2306,2333,After Job10 Step 3
Job10,5,Machine0,2333,2354,After Job10 Step 4
Job10,6,Machine1,2354,2359,After Job10 Step 5
Job10,7,Machine6,2359,2370,After Job10 Step 6
Job10,8,Machine13,2370,2393,After Job10 Step 7
Job10,9,Machine19,2393,2398,After Job10 Step 8
Job10,10,Machine11,2398,2413,After Job10 Step 9
Job10,11,Machine4,2413,2442,After Job10 Step 10
Job10,12,Machine10,2442,2462,After Job10 Step 11
Job10,13,Machine5,2462,2475,After Job10 Step 12
Job10,14,Machine18,2475,2498,After Job10 Step 13
Job10,15,Machine16,2498,2513,After Job10 Step 14
Job10,16,Machine2,2513,2516,After Job10 Step 15
Job10,17,Machine12,2516,2536,After Job10 Step 16
Job10,18,Machine3,2536,2564,After Job10 Step 17
Job10,19,Machine15,2564,2591,After Job10 Step 18
Job10,20,Machine7,2591,2607,After Job10 Step 19
Job11,1,Machine11,2413,2423,
Job11,2,Machine17,2423,2431,After Job11 Step 1
Job11,3,Machine13,2431,2445,After Job11 Step 2
Job11,4,Machine4,2445,2464,After Job11 Step 3
Job11,5,Machine19,2464,2488,After Job11 Step 4
Job11,6,Machine2,2516,2546,After Job11 Step 5
