job,step,machine,start,end,precedence
Job1,1,Machine3,0,8,
Job1,2,Machine13,8,16,After Job1 Step 1
Job1,3,Machine5,16,30,After Job1 Step 2
Job1,4,Machine6,30,32,After Job1 Step 3
Job1,5,Machine8,32,52,After Job1 Step 4
Job1,6,Machine1,52,63,After Job1 Step 5
Job1,7,Machine18,63,77,After Job1 Step 6
Job1,8,Machine10,77,93,After Job1 Step 7
Job1,9,Machine12,93,113,After Job1 Step 8
Job1,10,Machine19,113,118,After Job1 Step 9
Job1,11,Machine0,118,133,After Job1 Step 10
Job1,12,Machine7,133,137,After Job1 Step 11
Job1,13,Machine11,137,146,After Job1 Step 12
Job1,14,Machine2,146,155,After Job1 Step 13
Job1,15,Machine16,155,171,After Job1 Step 14
Job1,16,Machine14,171,183,After Job1 Step 15
Job1,17,Machine17,183,189,After Job1 Step 16
Job1,18,Machine9,189,192,After Job1 Step 17
Job1,19,Machine15,192,204,After Job1 Step 18
Job1,20,Machine4,204,209,After Job1 Step 19
Job10,1,Machine17,1336,1346,
Job10,2,Machine18,1402,1418,After Job10 Step 1
Job10,3,Machine5,1418,1418,After Job10 Step 2
Job10,4,Machine16,1418,1431,After Job10 Step 3
Job10,5,Machine11,1431,1440,After Job10 Step 4
Job10,6,Machine4,1440,1454,After Job10 Step 5
Job10,7,Machine0,1454,1471,After Job10 Step 6
Job10,8,Machine3,1471,1484,After Job10 Step 7
Job10,9,Machine19,1484,1495,After Job10 Step 8
Job10,10,Machine13,1495,1503,After Job10 Step 9
Job10,11,Machine15,1503,1510,After Job10 Step 10
Job10,12,Machine1,1510,1522,After Job10 Step 11
Job10,13,Machine6,1522,1526,After Job10 Step 12
Job10,14,Machine14,1526,1526,After Job10 Step 13
Job10,15,Machine10,1526,1526,After Job10 Step 14
Job10,16,Machine12,1526,1545,After Job10 Step 15
Job10,17,Machine7,1545,1558,After Job10 Step 16
Job10,18,Machine9,1558,1563,After Job10 Step 17
Job10,19,Machine8,1563,1565,After Job10 Step 18
Job10,20,Machine2,1565,1566,After Job10 Step 19
Job11,1,Machine10,1526,1538,
Job11,2,Machine0,1538,1542,After Job11 Step 1
Job11,3,Machine11,1542,1556,After Job11 Step 2
Job11,4,Machine17,1556,1564,After Job11 Step 3
Job11,5,Machine16,1564,1571,After Job11 Step 4
Job11,6,Machine2,1571,1583,After Job11 Step 5
Job11,7,Machine5,1583,1595,After Job11 Step 6
Job11,8,Machine4,1595,1596,After Job11 Step 7
Job11,9,Machine1,1596,1606,After Job11 Step 8
Job11,10,Machine14,1606,1619,After Job11 Step 9
Job11,11,Machine9,1619,1634,After Job11 Step 10
Job11,12,Machine3,1634,1635,After Job11 Step 11
Job11,13,Machine7,1635,1650,After Job11 Step 12
Job11,14,Machine19,1650,1670,After Job11 Step 13
Job11,15,Machine8,1670,1674,After Job11 Step 14
Job11,16,Machine12,1674,1682,After Job11 Step 15
Job11,17,Machine6,1682,1685,After Job11 Step 16
Job11,18,Machine13,1685,1690,After Job11 Step 17
Job11,19,Machine15,1690,1697,After Job11 Step 18
Job11,20,Machine18,1697,1708,After Job11 Step 19
Job12,1,Machine12,1682,1691,
Job12,2,Machine0,1691,1694,After Job12 Step 1
Job12,3,Machine4,1694,1703,After Job12 Step 2
Job12,4,Machine17,1703,1707,After Job12 Step 3
