job,step,machine,start,end,precedence
Job1,1,Machine9,2,11,
Job1,2,Machine14,12,19,After Job1 Step 1
Job1,3,Machine4,19,20,After Job1 Step 2
Job1,4,Machine13,21,27,After Job1 Step 3
Job1,5,Machine10,28,36,After Job1 Step 4
Job1,6,Machine3,38,49,After Job1 Step 5
Job1,7,Machine7,51,59,After Job1 Step 6
Job1,8,Machine8,59,62,After Job1 Step 7
Job1,9,Machine0,65,76,After Job1 Step 8
Job1,10,Machine5,78,83,After Job1 Step 9
Job1,11,Machine1,85,89,After Job1 Step 10
Job1,12,Machine2,90,90,After Job1 Step 11
Job1,13,Machine12,93,103,After Job1 Step 12
Job1,14,Machine6,104,106,After Job1 Step 13
Job1,15,Machine11,108,116,After Job1 Step 14
Job10,1,Machine2,836,836,
Job10,2,Machine14,843,847,After Job10 Step 1
Job10,3,Machine3,848,850,After Job10 Step 2
Job10,4,Machine10,851,852,After Job10 Step 3
Job10,5,Machine6,854,861,After Job10 Step 4
Job10,6,Machine1,861,862,After Job10 Step 5
Job10,7,Machine0,862,862,After Job10 Step 6
Job10,8,Machine13,865,876,After Job10 Step 7
Job10,9,Machine11,877,884,After Job10 Step 8
Job10,10,Machine4,885,892,After Job10 Step 9
Job10,11,Machine5,894,903,After Job10 Step 10
Job10,12,Machine8,904,915,After Job10 Step 11
Job10,13,Machine7,915,917,After Job10 Step 12
Job10,14,Machine12,918,925,After Job10 Step 13
Job10,15,Machine9,927,931,After Job10 Step 14
Job11,1,Machine11,885,888,
Job11,2,Machine14,890,894,After Job11 Step 1
Job11,3,Machine13,895,902,After Job11 Step 2
Job11,4,Machine5,905,912,After Job11 Step 3
Job11,5,Machine4,913,921,After Job11 Step 4
Job11,6,Machine9,932,935,After Job11 Step 5
Job11,7,Machine1,936,942,After Job11 Step 6
Job11,8,Machine6,942,947,After Job11 Step 7
Job11,9,Machine12,948,952,After Job11 Step 8
Job11,10,Machine0,953,956,After Job11 Step 9
Job11,11,Machine2,956,957,After Job11 Step 10
Job11,12,Machine8,958,962,After Job11 Step 11
Job11,13,Machine10,963,969,After Job11 Step 12
Job11,14,Machine3,970,974,After Job11 Step 13
Job11,15,Machine7,976,987,After Job11 Step 14
Job12,1,Machine12,953,955,
Job12,2,Machine3,975,979,After Job12 Step 1
Job12,3,Machine10,980,984,After Job12 Step 2
Job12,4,Machine8,984,985,After Job12 Step 3
Job12,5,Machine4,986,989,After Job12 Step 4
Job12,6,Machine7,991,998,After Job12 Step 5
Job12,7,Machine13,998,1001,After Job12 Step 6
Job12,8,Machine11,1001,1002,After Job12 Step 7
Job12,9,Machine14,1003,1009,After Job12 Step 8
Job12,10,Machine1,1011,1018,After Job12 Step 9
Job12,11,Machine2,1019,1023,After Job12 Step 10
Job12,12,Machine0,1024,1027,After Job12 Step 11
