
==================================================
Processing dataset: rcmax_30_15_4
==================================================

=== MAPLE Multi-Agent JSSP with rcmax_30_15_4 ===
Using openai model
Dataset: /Users/glin/Documents/GitHub/M-APPLE/M-APPLE-OS/applications/DMU/rcmax_30_15_4.txt
Jobs: 30, Machines: 15
==================================================

=== Results for rcmax_30_15_4 ===
Timestamp: 2025-09-19 17:40:41

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job9 | 1 | Machine0 | 0-27 | None |
| Job5 | 1 | Machine10 | 0-159 | None |
| Job21 | 1 | Machine11 | 0-183 | None |
| Job17 | 1 | Machine12 | 0-30 | None |
| Job7 | 1 | Machine13 | 0-158 | None |
| Job10 | 1 | Machine14 | 0-123 | None |
| Job6 | 1 | Machine2 | 0-79 | None |
| Job24 | 1 | Machine3 | 0-63 | None |
| Job14 | 1 | Machine4 | 0-98 | None |
| Job1 | 1 | Machine5 | 0-51 | None |
| Job29 | 1 | Machine6 | 0-23 | None |
| Job11 | 1 | Machine7 | 0-195 | None |
| Job2 | 1 | Machine8 | 0-25 | None |
| Job3 | 1 | Machine9 | 0-82 | None |
| Job16 | 1 | Machine8 | 25-37 | None |
| Job20 | 1 | Machine8 | 37-59 | None |
| Job18 | 1 | Machine5 | 51-57 | None |
| Job26 | 1 | Machine5 | 57-187 | None |
| Job27 | 1 | Machine3 | 63-199 | None |
| Job8 | 1 | Machine2 | 79-131 | None |
| Job4 | 1 | Machine9 | 82-238 | None |
| Job30 | 1 | Machine4 | 98-99 | None |
| Job12 | 1 | Machine2 | 131-255 | None |
| Job7 | 2 | Machine14 | 158-235 | After Job7 Step 1 |
| Job2 | 2 | Machine10 | 159-242 | After Job2 Step 1 |
| Job5 | 2 | Machine8 | 159-322 | After Job5 Step 1 |
| Job21 | 2 | Machine1 | 183-226 | After Job21 Step 1 |
| Job23 | 1 | Machine11 | 183-246 | None |
| Job26 | 2 | Machine12 | 187-293 | After Job26 Step 1 |
| Job28 | 1 | Machine5 | 187-278 | None |
| Job19 | 1 | Machine7 | 195-371 | None |
| Job11 | 2 | Machine3 | 199-305 | After Job11 Step 1 |
| Job4 | 2 | Machine6 | 238-399 | After Job4 Step 1 |
| Job13 | 1 | Machine9 | 238-438 | None |
| Job9 | 2 | Machine10 | 242-442 | After Job9 Step 1 |
| Job1 | 2 | Machine11 | 246-385 | After Job1 Step 1 |
| Job15 | 1 | Machine2 | 255-298 | None |
| Job3 | 2 | Machine2 | 298-316 | After Job3 Step 1 |
| Job15 | 2 | Machine5 | 298-415 | After Job15 Step 1 |
| Job20 | 2 | Machine3 | 305-421 | After Job20 Step 1 |
| Job27 | 2 | Machine2 | 316-492 | After Job27 Step 1 |
| Job8 | 2 | Machine8 | 322-387 | After Job8 Step 1 |
| Job22 | 1 | Machine7 | 371-555 | None |
| Job10 | 2 | Machine11 | 385-524 | After Job10 Step 1 |
| Job1 | 3 | Machine13 | 385-439 | After Job1 Step 2 |
| Job18 | 2 | Machine8 | 387-534 | After Job18 Step 1 |
| Job4 | 3 | Machine14 | 399-423 | After Job4 Step 2 |
| Job24 | 2 | Machine6 | 399-425 | After Job24 Step 1 |
| Job16 | 2 | Machine5 | 415-580 | After Job16 Step 1 |
| Job30 | 2 | Machine6 | 425-475 | After Job30 Step 1 |
| Job13 | 2 | Machine4 | 438-469 | After Job13 Step 1 |
| Job6 | 2 | Machine9 | 438-506 | After Job6 Step 1 |
| Job23 | 2 | Machine10 | 442-564 | After Job23 Step 1 |
| Job19 | 2 | Machine4 | 469-546 | After Job19 Step 1 |
| Job9 | 3 | Machine6 | 475-586 | After Job9 Step 2 |
| Job27 | 3 | Machine1 | 492-660 | After Job27 Step 2 |
| Job28 | 2 | Machine2 | 492-560 | After Job28 Step 1 |
| Job6 | 3 | Machine12 | 506-555 | After Job6 Step 2 |
| Job17 | 2 | Machine9 | 506-511 | After Job17 Step 1 |
| Job12 | 2 | Machine11 | 524-671 | After Job12 Step 1 |
| Job3 | 3 | Machine4 | 546-672 | After Job3 Step 2 |
| Job25 | 1 | Machine7 | 555-669 | None |
| Job22 | 2 | Machine9 | 555-563 | After Job22 Step 1 |
| Job2 | 3 | Machine2 | 560-654 | After Job2 Step 2 |
| Job22 | 3 | Machine8 | 563-709 | After Job22 Step 2 |
| Job13 | 3 | Machine10 | 564-748 | After Job13 Step 2 |
| Job16 | 3 | Machine3 | 580-668 | After Job16 Step 2 |
| Job29 | 2 | Machine5 | 580-670 | After Job29 Step 1 |
| Job21 | 3 | Machine6 | 586-659 | After Job21 Step 2 |
| Job6 | 4 | Machine6 | 659-750 | After Job6 Step 3 |
| Job1 | 4 | Machine1 | 660-735 | After Job1 Step 3 |
| Job25 | 2 | Machine0 | 669-791 | After Job25 Step 1 |
| Job14 | 2 | Machine7 | 669-844 | After Job14 Step 1 |
| Job5 | 3 | Machine11 | 671-811 | After Job5 Step 2 |
| Job12 | 3 | Machine12 | 671-706 | After Job12 Step 2 |
| Job10 | 3 | Machine4 | 672-688 | After Job10 Step 2 |
| Job17 | 3 | Machine4 | 688-751 | After Job17 Step 2 |
| Job2 | 4 | Machine12 | 706-831 | After Job2 Step 3 |
| Job12 | 4 | Machine9 | 706-809 | After Job12 Step 3 |
| Job3 | 4 | Machine1 | 735-801 | After Job3 Step 3 |
| Job18 | 3 | Machine10 | 748-906 | After Job18 Step 2 |
| Job9 | 4 | Machine4 | 751-855 | After Job9 Step 3 |
| Job7 | 3 | Machine0 | 791-957 | After Job7 Step 2 |
| Job25 | 3 | Machine2 | 791-821 | After Job25 Step 2 |
| Job10 | 4 | Machine1 | 801-933 | After Job10 Step 3 |
| Job3 | 5 | Machine8 | 801-987 | After Job3 Step 4 |
| Job20 | 3 | Machine11 | 811-1002 | After Job20 Step 2 |
| Job5 | 4 | Machine14 | 811-990 | After Job5 Step 3 |
| Job4 | 4 | Machine12 | 831-914 | After Job4 Step 3 |
| Job14 | 3 | Machine13 | 844-863 | After Job14 Step 2 |
| Job23 | 3 | Machine7 | 844-957 | After Job23 Step 2 |
| Job15 | 3 | Machine13 | 863-988 | After Job15 Step 2 |
| Job19 | 3 | Machine10 | 906-934 | After Job19 Step 2 |
| Job21 | 4 | Machine12 | 914-982 | After Job21 Step 3 |
