
==================================================
Processing dataset: rcmax_30_20_8
==================================================

=== MAPLE Multi-Agent JSSP with rcmax_30_20_8 ===
Using openai model
Dataset: /Users/glin/Documents/GitHub/M-APPLE/M-APPLE-OS/applications/DMU/rcmax_30_20_8.txt
Jobs: 30, Machines: 20
==================================================

=== Results for rcmax_30_20_8 ===
Timestamp: 2025-09-19 17:46:26

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job12 | 1 | Machine0 | 0-26 | None |
| Job25 | 1 | Machine1 | 0-35 | None |
| Job1 | 1 | Machine10 | 0-103 | None |
| Job16 | 1 | Machine11 | 0-110 | None |
| Job22 | 1 | Machine12 | 0-3 | None |
| Job18 | 1 | Machine13 | 0-32 | None |
| Job5 | 1 | Machine15 | 0-40 | None |
| Job14 | 1 | Machine17 | 0-80 | None |
| Job8 | 1 | Machine18 | 0-49 | None |
| Job10 | 1 | Machine19 | 0-179 | None |
| Job17 | 1 | Machine2 | 0-56 | None |
| Job28 | 1 | Machine3 | 0-7 | None |
| Job3 | 1 | Machine5 | 0-183 | None |
| Job2 | 1 | Machine6 | 0-56 | None |
| Job20 | 1 | Machine7 | 0-133 | None |
| Job21 | 1 | Machine9 | 0-183 | None |
| Job29 | 1 | Machine3 | 7-154 | None |
| Job19 | 1 | Machine0 | 26-78 | None |
| Job30 | 1 | Machine13 | 32-150 | None |
| Job5 | 2 | Machine2 | 56-200 | After Job5 Step 1 |
| Job4 | 1 | Machine6 | 56-63 | None |
| Job4 | 2 | Machine4 | 63-190 | After Job4 Step 1 |
| Job23 | 1 | Machine6 | 63-236 | None |
| Job27 | 1 | Machine0 | 78-166 | None |
| Job15 | 1 | Machine17 | 80-175 | None |
| Job14 | 2 | Machine8 | 80-253 | After Job14 Step 1 |
| Job6 | 1 | Machine10 | 103-251 | None |
| Job17 | 2 | Machine13 | 150-293 | After Job17 Step 1 |
| Job8 | 2 | Machine3 | 154-253 | After Job8 Step 1 |
| Job1 | 2 | Machine0 | 166-244 | After Job1 Step 1 |
| Job27 | 2 | Machine12 | 166-326 | After Job27 Step 1 |
| Job16 | 2 | Machine17 | 175-341 | After Job16 Step 1 |
| Job10 | 2 | Machine1 | 179-251 | After Job10 Step 1 |
| Job29 | 2 | Machine19 | 179-331 | After Job29 Step 1 |
| Job3 | 2 | Machine14 | 183-356 | After Job3 Step 1 |
| Job9 | 1 | Machine5 | 183-338 | None |
| Job24 | 1 | Machine9 | 183-288 | None |
| Job26 | 1 | Machine6 | 236-365 | None |
| Job2 | 2 | Machine0 | 244-279 | After Job2 Step 1 |
| Job7 | 1 | Machine10 | 251-372 | None |
| Job14 | 3 | Machine18 | 253-445 | After Job14 Step 2 |
| Job8 | 3 | Machine4 | 253-264 | After Job8 Step 2 |
| Job15 | 2 | Machine8 | 253-443 | After Job15 Step 1 |
| Job6 | 2 | Machine9 | 288-382 | After Job6 Step 1 |
| Job28 | 2 | Machine12 | 326-331 | After Job28 Step 1 |
| Job9 | 2 | Machine2 | 338-459 | After Job9 Step 1 |
| Job13 | 1 | Machine5 | 338-436 | None |
| Job16 | 3 | Machine15 | 341-364 | After Job16 Step 2 |
| Job17 | 3 | Machine17 | 341-404 | After Job17 Step 2 |
| Job19 | 2 | Machine14 | 356-416 | After Job19 Step 1 |
| Job25 | 2 | Machine6 | 365-542 | After Job25 Step 1 |
| Job26 | 2 | Machine7 | 365-450 | After Job26 Step 1 |
| Job11 | 1 | Machine10 | 372-465 | None |
| Job7 | 2 | Machine11 | 372-454 | After Job7 Step 1 |
| Job30 | 2 | Machine9 | 382-539 | After Job30 Step 1 |
| Job8 | 4 | Machine17 | 404-547 | After Job8 Step 3 |
| Job5 | 3 | Machine14 | 416-449 | After Job5 Step 2 |
| Job13 | 2 | Machine16 | 436-456 | After Job13 Step 1 |
| Job19 | 3 | Machine8 | 443-475 | After Job19 Step 2 |
| Job26 | 3 | Machine4 | 450-648 | After Job26 Step 2 |
| Job1 | 3 | Machine7 | 450-540 | After Job1 Step 2 |
| Job24 | 2 | Machine11 | 454-617 | After Job24 Step 1 |
| Job13 | 3 | Machine13 | 456-578 | After Job13 Step 2 |
| Job6 | 3 | Machine16 | 456-509 | After Job6 Step 2 |
| Job9 | 3 | Machine14 | 459-568 | After Job9 Step 2 |
| Job12 | 2 | Machine2 | 459-513 | After Job12 Step 1 |
| Job11 | 2 | Machine1 | 465-623 | After Job11 Step 1 |
| Job21 | 2 | Machine10 | 465-532 | After Job21 Step 1 |
| Job15 | 3 | Machine16 | 509-629 | After Job15 Step 2 |
| Job18 | 2 | Machine2 | 513-574 | After Job18 Step 1 |
| Job21 | 3 | Machine0 | 532-668 | After Job21 Step 2 |
| Job22 | 2 | Machine10 | 532-599 | After Job22 Step 1 |
| Job4 | 3 | Machine7 | 540-603 | After Job4 Step 2 |
| Job3 | 3 | Machine6 | 542-727 | After Job3 Step 2 |
| Job10 | 3 | Machine14 | 568-623 | After Job10 Step 2 |
| Job20 | 2 | Machine2 | 574-762 | After Job20 Step 1 |
| Job6 | 4 | Machine13 | 578-661 | After Job6 Step 3 |
| Job22 | 3 | Machine8 | 599-602 | After Job22 Step 2 |
| Job29 | 3 | Machine8 | 602-662 | After Job29 Step 2 |
| Job4 | 4 | Machine12 | 603-792 | After Job4 Step 3 |
| Job12 | 3 | Machine11 | 617-618 | After Job12 Step 2 |
| Job24 | 3 | Machine19 | 617-758 | After Job24 Step 2 |
| Job12 | 4 | Machine5 | 618-792 | After Job12 Step 3 |
| Job1 | 4 | Machine14 | 623-791 | After Job1 Step 3 |
| Job11 | 3 | Machine3 | 623-646 | After Job11 Step 2 |
| Job18 | 3 | Machine16 | 629-728 | After Job18 Step 2 |
| Job10 | 4 | Machine3 | 646-787 | After Job10 Step 3 |
| Job26 | 4 | Machine18 | 648-691 | After Job26 Step 3 |
| Job9 | 4 | Machine13 | 661-828 | After Job9 Step 3 |
| Job6 | 5 | Machine8 | 662-832 | After Job6 Step 4 |
| Job17 | 4 | Machine0 | 668-734 | After Job17 Step 3 |
| Job28 | 3 | Machine6 | 727-885 | After Job28 Step 2 |
| Job17 | 5 | Machine1 | 734-899 | After Job17 Step 4 |
| Job25 | 3 | Machine19 | 758-842 | After Job25 Step 2 |
| Job20 | 3 | Machine10 | 762-818 | After Job20 Step 2 |
| Job23 | 2 | Machine2 | 762-867 | After Job23 Step 1 |
| Job19 | 4 | Machine3 | 787-977 | After Job19 Step 3 |
| Job15 | 4 | Machine14 | 791-878 | After Job15 Step 3 |
| Job12 | 5 | Machine12 | 792-829 | After Job12 Step 4 |
| Job4 | 5 | Machine5 | 792-814 | After Job4 Step 4 |
| Job14 | 4 | Machine10 | 818-870 | After Job14 Step 3 |
| Job8 | 5 | Machine8 | 832-865 | After Job8 Step 4 |
| Job25 | 4 | Machine16 | 842-966 | After Job25 Step 3 |
| Job26 | 5 | Machine19 | 842-955 | After Job26 Step 4 |
| Job2 | 3 | Machine2 | 867-932 | After Job2 Step 2 |
| Job23 | 3 | Machine7 | 867-1006 | After Job23 Step 2 |
| Job18 | 4 | Machine10 | 870-1039 | After Job18 Step 3 |
| Job15 | 5 | Machine12 | 878-997 | After Job15 Step 4 |
| Job16 | 4 | Machine14 | 878-1043 | After Job16 Step 3 |
| Job30 | 3 | Machine6 | 885-1051 | After Job30 Step 2 |
| Job2 | 4 | Machine11 | 932-1119 | After Job2 Step 3 |
| Job7 | 3 | Machine2 | 932-1087 | After Job7 Step 2 |
| Job22 | 4 | Machine3 | 977-1150 | After Job22 Step 3 |
| Job23 | 4 | Machine13 | 1006-1200 | After Job23 Step 3 |
| Job28 | 4 | Machine10 | 1039-1139 | After Job28 Step 3 |
| Job18 | 5 | Machine15 | 1039-1233 | After Job18 Step 4 |
| Job14 | 5 | Machine14 | 1043-1199 | After Job14 Step 4 |
| Job30 | 4 | Machine16 | 1051-1058 | After Job30 Step 3 |
| Job16 | 5 | Machine16 | 1058-1250 | After Job16 Step 4 |
| Job30 | 5 | Machine8 | 1058-1181 | After Job30 Step 4 |
| Job27 | 3 | Machine2 | 1087-1240 | After Job27 Step 2 |
| Job7 | 4 | Machine4 | 1087-1197 | After Job7 Step 3 |
| Job3 | 4 | Machine11 | 1119-1177 | After Job3 Step 3 |
| Job24 | 4 | Machine3 | 1150-1170 | After Job24 Step 3 |
| Job22 | 5 | Machine6 | 1150-1215 | After Job22 Step 4 |
| Job2 | 5 | Machine3 | 1170-1348 | After Job2 Step 4 |
| Job3 | 5 | Machine0 | 1177-1209 | After Job3 Step 4 |
| Job5 | 4 | Machine11 | 1177-1361 | After Job5 Step 3 |
| Job7 | 5 | Machine18 | 1197-1342 | After Job7 Step 4 |
| Job11 | 4 | Machine4 | 1197-1360 | After Job11 Step 3 |
| Job10 | 5 | Machine13 | 1200-1363 | After Job10 Step 4 |
| Job23 | 5 | Machine17 | 1200-1290 | After Job23 Step 4 |
| Job24 | 5 | Machine0 | 1209-1255 | After Job24 Step 4 |
| Job25 | 5 | Machine15 | 1233-1290 | After Job25 Step 4 |
| Job21 | 4 | Machine2 | 1240-1363 | After Job21 Step 3 |
| Job27 | 4 | Machine9 | 1240-1412 | After Job27 Step 3 |
| Job28 | 5 | Machine16 | 1250-1298 | After Job28 Step 4 |
| Job30 | 6 | Machine0 | 1255-1353 | After Job30 Step 5 |
| Job19 | 5 | Machine18 | 1342-1502 | After Job19 Step 4 |
| Job15 | 6 | Machine3 | 1348-1365 | After Job15 Step 5 |
| Job1 | 5 | Machine4 | 1360-1528 | After Job1 Step 4 |
| Job11 | 5 | Machine5 | 1360-1553 | After Job11 Step 4 |
| Job13 | 4 | Machine11 | 1361-1535 | After Job13 Step 3 |
