
==================================================
Processing dataset: TA61
==================================================

=== MAPLE Multi-Agent JSSP with TA61 ===
Using openai model
Dataset: /Users/glin/Documents/GitHub/M-APPLE/M-APPLE-OS/applications/TA/TA61.txt
Jobs: 50, Machines: 99
==================================================

=== Results for TA61 ===
Timestamp: 2025-09-19 17:46:38

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job45 | 1 | Machine16 | 0-54 | None |
| Job14 | 1 | Machine17 | 0-40 | None |
| Job17 | 1 | Machine21 | 0-46 | None |
| Job5 | 1 | Machine22 | 0-99 | None |
| Job34 | 1 | Machine25 | 0-98 | None |
| Job46 | 1 | Machine27 | 0-54 | None |
| Job40 | 1 | Machine29 | 0-91 | None |
| Job49 | 1 | Machine31 | 0-83 | None |
| Job3 | 1 | Machine33 | 0-34 | None |
| Job25 | 1 | Machine37 | 0-96 | None |
| Job43 | 1 | Machine38 | 0-10 | None |
| Job15 | 1 | Machine39 | 0-89 | None |
| Job27 | 1 | Machine4 | 0-7 | None |
| Job13 | 1 | Machine41 | 0-65 | None |
| Job35 | 1 | Machine42 | 0-77 | None |
| Job38 | 1 | Machine44 | 0-54 | None |
| Job8 | 1 | Machine45 | 0-11 | None |
| Job33 | 1 | Machine46 | 0-22 | None |
| Job1 | 1 | Machine48 | 0-40 | None |
| Job24 | 1 | Machine5 | 0-75 | None |
| Job31 | 1 | Machine50 | 0-71 | None |
| Job4 | 1 | Machine51 | 0-41 | None |
| Job6 | 1 | Machine52 | 0-51 | None |
| Job47 | 1 | Machine56 | 0-7 | None |
| Job26 | 1 | Machine58 | 0-59 | None |
| Job37 | 1 | Machine6 | 0-6 | None |
| Job11 | 1 | Machine61 | 0-84 | None |
| Job50 | 1 | Machine62 | 0-95 | None |
| Job19 | 1 | Machine63 | 0-95 | None |
| Job12 | 1 | Machine68 | 0-72 | None |
| Job32 | 1 | Machine75 | 0-60 | None |
| Job7 | 1 | Machine82 | 0-43 | None |
| Job22 | 1 | Machine83 | 0-14 | None |
| Job2 | 1 | Machine85 | 0-18 | None |
| Job28 | 1 | Machine88 | 0-75 | None |
| Job10 | 1 | Machine89 | 0-21 | None |
| Job16 | 1 | Machine9 | 0-83 | None |
| Job9 | 1 | Machine92 | 0-2 | None |
| Job21 | 1 | Machine93 | 0-95 | None |
| Job37 | 2 | Machine12 | 6-92 | After Job37 Step 1 |
| Job27 | 2 | Machine36 | 7-42 | After Job27 Step 1 |
| Job22 | 2 | Machine66 | 14-110 | After Job22 Step 1 |
| Job48 | 1 | Machine33 | 34-84 | None |
| Job3 | 2 | Machine77 | 34-76 | After Job3 Step 1 |
| Job14 | 2 | Machine40 | 40-68 | After Job14 Step 1 |
| Job1 | 2 | Machine54 | 40-111 | After Job1 Step 1 |
| Job4 | 2 | Machine74 | 41-138 | After Job4 Step 1 |
| Job27 | 3 | Machine80 | 42-137 | After Job27 Step 2 |
| Job7 | 2 | Machine57 | 43-44 | After Job7 Step 1 |
| Job7 | 3 | Machine89 | 44-55 | After Job7 Step 2 |
| Job41 | 1 | Machine21 | 46-143 | None |
| Job18 | 1 | Machine52 | 51-81 | None |
| Job38 | 2 | Machine36 | 54-94 | After Job38 Step 1 |
| Job6 | 2 | Machine44 | 54-92 | After Job6 Step 1 |
| Job45 | 2 | Machine53 | 54-111 | After Job45 Step 1 |
| Job46 | 2 | Machine90 | 54-79 | After Job46 Step 1 |
| Job26 | 2 | Machine65 | 59-137 | After Job26 Step 1 |
| Job13 | 2 | Machine34 | 65-136 | After Job13 Step 1 |
| Job36 | 1 | Machine41 | 65-107 | None |
| Job14 | 3 | Machine6 | 68-130 | After Job14 Step 2 |
| Job31 | 2 | Machine71 | 71-76 | After Job31 Step 1 |
| Job20 | 1 | Machine68 | 72-109 | None |
| Job24 | 2 | Machine43 | 75-92 | After Job24 Step 1 |
| Job29 | 1 | Machine5 | 75-174 | None |
| Job9 | 2 | Machine88 | 75-165 | After Job9 Step 1 |
| Job32 | 2 | Machine77 | 76-124 | After Job32 Step 1 |
| Job3 | 3 | Machine95 | 76-78 | After Job3 Step 2 |
| Job46 | 3 | Machine97 | 79-147 | After Job46 Step 2 |
| Job18 | 2 | Machine38 | 81-151 | After Job18 Step 1 |
| Job16 | 2 | Machine30 | 83-86 | After Job16 Step 1 |
| Job47 | 2 | Machine31 | 83-138 | After Job47 Step 1 |
| Job39 | 1 | Machine9 | 83-99 | None |
| Job11 | 2 | Machine3 | 84-157 | After Job11 Step 1 |
| Job17 | 2 | Machine33 | 84-138 | After Job17 Step 1 |
| Job10 | 2 | Machine61 | 84-102 | After Job10 Step 1 |
| Job42 | 1 | Machine29 | 91-97 | None |
| Job40 | 2 | Machine85 | 91-142 | After Job40 Step 1 |
| Job24 | 3 | Machine10 | 92-184 | After Job24 Step 2 |
| Job6 | 3 | Machine64 | 92-103 | After Job6 Step 2 |
| Job19 | 2 | Machine18 | 95-189 | After Job19 Step 1 |
| Job8 | 2 | Machine63 | 95-154 | After Job8 Step 1 |
| Job21 | 2 | Machine8 | 95-122 | After Job21 Step 1 |
| Job30 | 1 | Machine93 | 95-190 | None |
| Job15 | 2 | Machine37 | 96-103 | After Job15 Step 1 |
| Job25 | 2 | Machine81 | 96-108 | After Job25 Step 1 |
| Job42 | 2 | Machine45 | 97-112 | After Job42 Step 1 |
| Job34 | 2 | Machine71 | 98-166 | After Job34 Step 1 |
| Job23 | 1 | Machine22 | 99-155 | None |
| Job39 | 2 | Machine56 | 99-126 | After Job39 Step 1 |
| Job5 | 2 | Machine7 | 99-106 | After Job5 Step 1 |
| Job49 | 2 | Machine9 | 99-133 | After Job49 Step 1 |
| Job15 | 3 | Machine84 | 103-163 | After Job15 Step 2 |
| Job5 | 3 | Machine72 | 106-130 | After Job5 Step 2 |
| Job36 | 2 | Machine69 | 107-188 | After Job36 Step 1 |
| Job28 | 2 | Machine81 | 108-148 | After Job28 Step 1 |
| Job25 | 3 | Machine92 | 108-194 | After Job25 Step 2 |
| Job20 | 2 | Machine39 | 109-122 | After Job20 Step 1 |
| Job45 | 3 | Machine46 | 111-195 | After Job45 Step 2 |
| Job1 | 3 | Machine52 | 111-181 | After Job1 Step 2 |
| Job2 | 2 | Machine54 | 111-153 | After Job2 Step 1 |
| Job21 | 3 | Machine53 | 122-197 | After Job21 Step 2 |
| Job20 | 3 | Machine76 | 122-199 | After Job20 Step 2 |
| Job50 | 2 | Machine8 | 122-125 | After Job50 Step 1 |
| Job10 | 3 | Machine77 | 124-144 | After Job10 Step 2 |
| Job32 | 3 | Machine87 | 124-176 | After Job32 Step 2 |
| Job50 | 3 | Machine27 | 125-144 | After Job50 Step 2 |
| Job39 | 3 | Machine50 | 126-183 | After Job39 Step 2 |
| Job14 | 4 | Machine83 | 130-225 | After Job14 Step 3 |
| Job49 | 3 | Machine62 | 133-216 | After Job49 Step 2 |
| Job13 | 3 | Machine19 | 136-185 | After Job13 Step 2 |
| Job26 | 3 | Machine68 | 137-187 | After Job26 Step 2 |
| Job4 | 3 | Machine26 | 138-142 | After Job4 Step 2 |
