
==================================================
Processing dataset: TA52
==================================================

=== MAPLE Multi-Agent JSSP with TA52 ===
Using openai model
Dataset: /Users/glin/Documents/GitHub/M-APPLE/M-APPLE-OS/applications/TA/TA52.txt
Jobs: 50, Machines: 96
==================================================

=== Results for TA52 ===
Timestamp: 2025-09-19 17:44:46

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job35 | 1 | Machine12 | 0-84 | None |
| Job13 | 1 | Machine14 | 0-28 | None |
| Job14 | 1 | Machine16 | 0-43 | None |
| Job1 | 1 | Machine17 | 0-55 | None |
| Job2 | 1 | Machine18 | 0-59 | None |
| Job18 | 1 | Machine19 | 0-45 | None |
| Job32 | 1 | Machine22 | 0-39 | None |
| Job16 | 1 | Machine24 | 0-95 | None |
| Job29 | 1 | Machine28 | 0-64 | None |
| Job36 | 1 | Machine3 | 0-43 | None |
| Job30 | 1 | Machine32 | 0-38 | None |
| Job41 | 1 | Machine36 | 0-40 | None |
| Job37 | 1 | Machine39 | 0-48 | None |
| Job3 | 1 | Machine42 | 0-11 | None |
| Job44 | 1 | Machine44 | 0-6 | None |
| Job43 | 1 | Machine45 | 0-38 | None |
| Job45 | 1 | Machine47 | 0-87 | None |
| Job5 | 1 | Machine48 | 0-80 | None |
| Job6 | 1 | Machine49 | 0-42 | None |
| Job38 | 1 | Machine50 | 0-75 | None |
| Job19 | 1 | Machine53 | 0-33 | None |
| Job7 | 1 | Machine56 | 0-79 | None |
| Job23 | 1 | Machine57 | 0-17 | None |
| Job39 | 1 | Machine60 | 0-14 | None |
| Job8 | 1 | Machine61 | 0-84 | None |
| Job49 | 1 | Machine65 | 0-90 | None |
| Job50 | 1 | Machine69 | 0-64 | None |
| Job11 | 1 | Machine7 | 0-81 | None |
| Job20 | 1 | Machine72 | 0-1 | None |
| Job40 | 1 | Machine79 | 0-91 | None |
| Job26 | 1 | Machine82 | 0-50 | None |
| Job12 | 1 | Machine85 | 0-85 | None |
| Job17 | 1 | Machine86 | 0-5 | None |
| Job22 | 1 | Machine87 | 0-39 | None |
| Job15 | 1 | Machine90 | 0-19 | None |
| Job27 | 1 | Machine91 | 0-10 | None |
| Job24 | 1 | Machine92 | 0-17 | None |
| Job4 | 1 | Machine93 | 0-47 | None |
| Job33 | 1 | Machine96 | 0-13 | None |
| Job20 | 2 | Machine8 | 1-64 | After Job20 Step 1 |
| Job47 | 1 | Machine86 | 5-102 | None |
| Job17 | 2 | Machine94 | 5-6 | After Job17 Step 1 |
| Job44 | 2 | Machine31 | 6-55 | After Job44 Step 1 |
| Job46 | 1 | Machine44 | 6-59 | None |
| Job17 | 3 | Machine68 | 6-56 | After Job17 Step 2 |
| Job23 | 2 | Machine58 | 17-44 | After Job23 Step 1 |
| Job24 | 2 | Machine6 | 17-75 | After Job24 Step 1 |
| Job15 | 2 | Machine54 | 19-46 | After Job15 Step 1 |
| Job31 | 1 | Machine14 | 28-59 | None |
| Job19 | 2 | Machine90 | 33-46 | After Job19 Step 1 |
| Job32 | 2 | Machine25 | 39-64 | After Job32 Step 1 |
| Job22 | 2 | Machine84 | 39-108 | After Job22 Step 1 |
| Job25 | 1 | Machine87 | 39-119 | None |
| Job34 | 1 | Machine49 | 42-78 | None |
| Job36 | 2 | Machine4 | 43-130 | After Job36 Step 1 |
| Job33 | 2 | Machine58 | 44-64 | After Job33 Step 1 |
| Job39 | 2 | Machine54 | 46-57 | After Job39 Step 1 |
| Job19 | 3 | Machine73 | 46-94 | After Job19 Step 2 |
| Job30 | 2 | Machine90 | 46-64 | After Job30 Step 1 |
| Job9 | 1 | Machine93 | 47-51 | None |
| Job41 | 2 | Machine39 | 48-62 | After Job41 Step 1 |
| Job37 | 2 | Machine55 | 48-123 | After Job37 Step 1 |
| Job26 | 2 | Machine60 | 50-65 | After Job26 Step 1 |
| Job4 | 2 | Machine82 | 50-114 | After Job4 Step 1 |
| Job21 | 1 | Machine93 | 51-147 | None |
| Job44 | 3 | Machine11 | 55-99 | After Job44 Step 2 |
| Job48 | 1 | Machine17 | 55-64 | None |
| Job1 | 2 | Machine62 | 55-129 | After Job1 Step 1 |
| Job46 | 2 | Machine99 | 59-154 | After Job46 Step 1 |
| Job41 | 3 | Machine80 | 62-86 | After Job41 Step 2 |
| Job48 | 2 | Machine17 | 64-129 | After Job48 Step 1 |
| Job9 | 2 | Machine28 | 64-107 | After Job9 Step 1 |
| Job33 | 3 | Machine5 | 64-90 | After Job33 Step 2 |
| Job50 | 2 | Machine77 | 64-67 | After Job50 Step 1 |
| Job30 | 3 | Machine9 | 64-97 | After Job30 Step 2 |
| Job26 | 3 | Machine66 | 65-120 | After Job26 Step 2 |
| Job50 | 3 | Machine75 | 67-166 | After Job50 Step 2 |
| Job18 | 2 | Machine50 | 75-89 | After Job18 Step 1 |
| Job34 | 2 | Machine25 | 78-106 | After Job34 Step 1 |
| Job13 | 2 | Machine49 | 78-131 | After Job13 Step 1 |
| Job10 | 1 | Machine56 | 79-110 | None |
| Job7 | 2 | Machine97 | 79-113 | After Job7 Step 1 |
| Job28 | 1 | Machine48 | 80-121 | None |
| Job42 | 1 | Machine61 | 84-132 | None |
| Job8 | 2 | Machine96 | 84-148 | After Job8 Step 1 |
| Job24 | 3 | Machine47 | 87-177 | After Job24 Step 2 |
| Job38 | 2 | Machine50 | 89-157 | After Job38 Step 1 |
| Job33 | 4 | Machine26 | 90-96 | After Job33 Step 3 |
| Job49 | 2 | Machine38 | 90-187 | After Job49 Step 1 |
| Job40 | 2 | Machine23 | 91-112 | After Job40 Step 1 |
| Job43 | 2 | Machine79 | 91-126 | After Job43 Step 1 |
| Job16 | 2 | Machine91 | 95-152 | After Job16 Step 1 |
| Job30 | 4 | Machine43 | 97-156 | After Job30 Step 3 |
| Job47 | 2 | Machine16 | 102-135 | After Job47 Step 1 |
| Job34 | 3 | Machine46 | 106-129 | After Job34 Step 2 |
| Job9 | 3 | Machine92 | 107-162 | After Job9 Step 2 |
| Job22 | 3 | Machine65 | 108-127 | After Job22 Step 2 |
| Job32 | 3 | Machine84 | 108-157 | After Job32 Step 2 |
| Job10 | 2 | Machine72 | 110-198 | After Job10 Step 1 |
| Job11 | 2 | Machine97 | 113-165 | After Job11 Step 1 |
| Job14 | 2 | Machine82 | 114-116 | After Job14 Step 1 |
| Job14 | 3 | Machine86 | 116-186 | After Job14 Step 2 |
| Job25 | 2 | Machine3 | 119-216 | After Job25 Step 1 |
| Job2 | 2 | Machine87 | 119-159 | After Job2 Step 1 |
| Job26 | 4 | Machine25 | 120-164 | After Job26 Step 3 |
| Job28 | 2 | Machine44 | 121-220 | After Job28 Step 1 |
| Job5 | 2 | Machine48 | 121-124 | After Job5 Step 1 |
| Job23 | 3 | Machine48 | 124-162 | After Job23 Step 2 |
| Job5 | 3 | Machine7 | 124-193 | After Job5 Step 2 |
| Job43 | 3 | Machine24 | 126-127 | After Job43 Step 2 |
| Job22 | 4 | Machine82 | 127-175 | After Job22 Step 3 |
| Job34 | 4 | Machine35 | 129-137 | After Job34 Step 3 |
| Job6 | 2 | Machine62 | 129-215 | After Job6 Step 1 |
| Job48 | 3 | Machine88 | 129-166 | After Job48 Step 2 |
| Job36 | 3 | Machine64 | 130-166 | After Job36 Step 2 |
| Job13 | 3 | Machine94 | 131-138 | After Job13 Step 2 |
| Job42 | 2 | Machine56 | 132-140 | After Job42 Step 1 |
| Job34 | 5 | Machine67 | 137-182 | After Job34 Step 4 |
| Job42 | 3 | Machine76 | 140-165 | After Job42 Step 2 |
| Job3 | 2 | Machine93 | 147-219 | After Job3 Step 1 |
| Job31 | 2 | Machine96 | 148-243 | After Job31 Step 1 |
| Job16 | 3 | Machine71 | 152-223 | After Job16 Step 2 |
| Job40 | 3 | Machine91 | 152-204 | After Job40 Step 2 |
