
==================================================
Processing dataset: rcmax_20_20_8
==================================================

=== MAPLE Multi-Agent JSSP with rcmax_20_20_8 ===
Using openai model
Dataset: /Users/glin/Documents/GitHub/M-APPLE/M-APPLE-OS/applications/DMU/rcmax_20_20_8.txt
Jobs: 20, Machines: 20
==================================================

=== Results for rcmax_20_20_8 ===
Timestamp: 2025-09-19 17:40:32

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job2 | 1 | Machine0 | 0-12 | None |
| Job18 | 1 | Machine1 | 0-156 | None |
| Job1 | 1 | Machine11 | 0-108 | None |
| Job12 | 1 | Machine12 | 0-112 | None |
| Job8 | 1 | Machine13 | 0-76 | None |
| Job4 | 1 | Machine14 | 0-140 | None |
| Job17 | 1 | Machine15 | 0-140 | None |
| Job7 | 1 | Machine17 | 0-168 | None |
| Job9 | 1 | Machine18 | 0-51 | None |
| Job3 | 1 | Machine5 | 0-134 | None |
| Job5 | 1 | Machine7 | 0-122 | None |
| Job20 | 1 | Machine9 | 0-60 | None |
| Job11 | 1 | Machine0 | 12-206 | None |
| Job2 | 2 | Machine19 | 12-74 | After Job2 Step 1 |
| Job14 | 1 | Machine18 | 51-108 | None |
| Job9 | 2 | Machine6 | 51-73 | After Job9 Step 1 |
| Job20 | 2 | Machine13 | 76-218 | After Job20 Step 1 |
| Job8 | 2 | Machine3 | 76-240 | After Job8 Step 1 |
| Job13 | 1 | Machine11 | 108-218 | None |
| Job14 | 2 | Machine19 | 108-275 | After Job14 Step 1 |
| Job1 | 2 | Machine2 | 108-162 | After Job1 Step 1 |
| Job6 | 1 | Machine7 | 122-216 | None |
| Job5 | 2 | Machine8 | 122-195 | After Job5 Step 1 |
| Job3 | 2 | Machine12 | 134-210 | After Job3 Step 1 |
| Job10 | 1 | Machine5 | 134-154 | None |
| Job4 | 2 | Machine15 | 140-158 | After Job4 Step 1 |
| Job10 | 2 | Machine16 | 154-351 | After Job10 Step 1 |
| Job19 | 1 | Machine5 | 154-177 | None |
