
==================================================
Processing dataset: rcmax_30_15_5
==================================================

=== MAPLE Multi-Agent JSSP with rcmax_30_15_5 ===
Using openai model
Dataset: /Users/glin/Documents/GitHub/M-APPLE/M-APPLE-OS/applications/DMU/rcmax_30_15_5.txt
Jobs: 30, Machines: 15
==================================================

=== Results for rcmax_30_15_5 ===
Timestamp: 2025-09-19 17:46:16

| Job  | Step | Machine  | Time Slot | Precedence Constraints      |
|------|------|----------|-----------|----------------------------|
| Job2 | 1 | Machine0 | 0-127 | None |
| Job19 | 1 | Machine1 | 0-53 | None |
| Job8 | 1 | Machine10 | 0-2 | None |
| Job11 | 1 | Machine11 | 0-43 | None |
| Job5 | 1 | Machine12 | 0-40 | None |
| Job1 | 1 | Machine13 | 0-199 | None |
| Job7 | 1 | Machine2 | 0-123 | None |
| Job10 | 1 | Machine3 | 0-36 | None |
| Job18 | 1 | Machine4 | 0-93 | None |
| Job13 | 1 | Machine5 | 0-54 | None |
| Job6 | 1 | Machine6 | 0-121 | None |
| Job26 | 1 | Machine7 | 0-161 | None |
| Job3 | 1 | Machine8 | 0-129 | None |
| Job14 | 1 | Machine9 | 0-124 | None |
| Job15 | 1 | Machine3 | 36-82 | None |
| Job12 | 1 | Machine12 | 40-110 | None |
| Job5 | 2 | Machine14 | 40-94 | After Job5 Step 1 |
| Job20 | 1 | Machine11 | 43-136 | None |
| Job23 | 1 | Machine1 | 53-165 | None |
| Job22 | 1 | Machine3 | 82-202 | None |
| Job21 | 1 | Machine12 | 110-230 | None |
| Job7 | 2 | Machine14 | 123-320 | After Job7 Step 1 |
| Job29 | 1 | Machine2 | 123-209 | None |
| Job4 | 1 | Machine0 | 127-190 | None |
| Job9 | 1 | Machine8 | 129-185 | None |
| Job15 | 2 | Machine11 | 136-198 | After Job15 Step 1 |
| Job14 | 2 | Machine7 | 161-205 | After Job14 Step 1 |
| Job3 | 2 | Machine1 | 165-275 | After Job3 Step 1 |
| Job17 | 1 | Machine8 | 185-253 | None |
| Job16 | 1 | Machine0 | 190-381 | None |
| Job24 | 1 | Machine13 | 199-384 | None |
| Job1 | 2 | Machine3 | 202-211 | After Job1 Step 1 |
| Job22 | 2 | Machine6 | 202-358 | After Job22 Step 1 |
| Job2 | 2 | Machine2 | 209-362 | After Job2 Step 1 |
| Job11 | 2 | Machine3 | 211-377 | After Job11 Step 1 |
| Job4 | 2 | Machine12 | 230-294 | After Job4 Step 1 |
| Job28 | 1 | Machine8 | 253-408 | None |
| Job29 | 2 | Machine1 | 275-341 | After Job29 Step 1 |
| Job3 | 3 | Machine9 | 275-440 | After Job3 Step 2 |
| Job1 | 3 | Machine6 | 358-406 | After Job1 Step 2 |
| Job2 | 3 | Machine12 | 362-464 | After Job2 Step 2 |
| Job9 | 2 | Machine2 | 362-509 | After Job9 Step 1 |
| Job12 | 2 | Machine3 | 377-456 | After Job12 Step 1 |
| Job30 | 1 | Machine0 | 381-542 | None |
| Job16 | 2 | Machine7 | 381-413 | After Job16 Step 1 |
| Job25 | 1 | Machine13 | 384-526 | None |
| Job28 | 2 | Machine4 | 408-421 | After Job28 Step 1 |
| Job18 | 2 | Machine8 | 408-524 | After Job18 Step 1 |
| Job16 | 3 | Machine11 | 413-440 | After Job16 Step 2 |
| Job12 | 3 | Machine14 | 456-487 | After Job12 Step 2 |
| Job21 | 2 | Machine3 | 456-521 | After Job21 Step 1 |
| Job9 | 3 | Machine1 | 509-697 | After Job9 Step 2 |
| Job13 | 2 | Machine2 | 509-581 | After Job13 Step 1 |
| Job23 | 2 | Machine3 | 521-584 | After Job23 Step 1 |
| Job18 | 3 | Machine11 | 524-631 | After Job18 Step 2 |
| Job19 | 2 | Machine8 | 524-665 | After Job19 Step 1 |
| Job27 | 1 | Machine13 | 526-650 | None |
| Job25 | 2 | Machine5 | 526-628 | After Job25 Step 1 |
| Job6 | 2 | Machine0 | 542-728 | After Job6 Step 1 |
| Job17 | 2 | Machine2 | 581-676 | After Job17 Step 1 |
| Job13 | 3 | Machine4 | 581-700 | After Job13 Step 2 |
| Job4 | 3 | Machine3 | 584-600 | After Job4 Step 2 |
| Job22 | 3 | Machine5 | 628-718 | After Job22 Step 2 |
| Job25 | 3 | Machine9 | 628-678 | After Job25 Step 2 |
| Job21 | 3 | Machine11 | 631-749 | After Job21 Step 2 |
| Job8 | 2 | Machine13 | 650-681 | After Job8 Step 1 |
| Job27 | 2 | Machine7 | 650-834 | After Job27 Step 1 |
| Job19 | 3 | Machine6 | 665-811 | After Job19 Step 2 |
| Job20 | 2 | Machine8 | 665-801 | After Job20 Step 1 |
| Job17 | 3 | Machine10 | 676-705 | After Job17 Step 2 |
| Job26 | 2 | Machine2 | 676-871 | After Job26 Step 1 |
| Job11 | 3 | Machine1 | 697-810 | After Job11 Step 2 |
| Job14 | 3 | Machine4 | 700-834 | After Job14 Step 2 |
| Job2 | 4 | Machine5 | 718-729 | After Job2 Step 3 |
| Job10 | 2 | Machine0 | 728-749 | After Job10 Step 1 |
| Job12 | 4 | Machine5 | 729-929 | After Job12 Step 3 |
| Job15 | 3 | Machine0 | 749-853 | After Job15 Step 2 |
| Job24 | 2 | Machine8 | 801-827 | After Job24 Step 1 |
| Job20 | 3 | Machine1 | 810-943 | After Job20 Step 2 |
| Job24 | 3 | Machine6 | 827-860 | After Job24 Step 2 |
| Job30 | 2 | Machine8 | 827-938 | After Job30 Step 1 |
| Job14 | 4 | Machine10 | 834-1030 | After Job14 Step 3 |
| Job11 | 4 | Machine4 | 834-1008 | After Job11 Step 3 |
| Job5 | 3 | Machine7 | 834-863 | After Job5 Step 2 |
| Job3 | 4 | Machine0 | 853-973 | After Job3 Step 3 |
| Job27 | 3 | Machine6 | 860-998 | After Job27 Step 2 |
| Job5 | 4 | Machine13 | 863-1062 | After Job5 Step 3 |
| Job23 | 3 | Machine7 | 863-953 | After Job23 Step 2 |
| Job26 | 3 | Machine11 | 871-1062 | After Job26 Step 2 |
