job,step,machine,start,end
Job1,Step 1,Machine4,0,7
Job1,Step 2,Machine0,7,11
Job1,Step 3,Machine3,12,19
Job1,Step 4,Machine1,19,19
Job1,Step 5,Machine2,20,27
Job1,Step 6,Machine9,28,31
Job1,Step 7,Machine5,33,40
Job1,Step 8,Machine8,40,45
Job1,Step 9,Machine7,45,53
Job1,Step 10,Machine6,53,62
Job2,Step 1,Machine1,62,63
Job2,Step 2,Machine0,63,64
Job2,Step 3,Machine3,64,72
Job2,Step 4,Machine4,72,77
Job2,Step 5,Machine2,78,83
Job2,Step 6,Machine6,84,87
Job2,Step 7,Machine9,88,96
Job2,Step 8,Machine7,97,106
Job2,Step 9,Machine8,106,107
Job2,Step 10,Machine5,108,112
Job3,Step 1,Machine4,112,122
Job3,Step 2,Machine3,122,125
Job3,Step 3,Machine1,125,125
Job3,Step 4,Machine2,125,125
Job3,Step 5,Machine0,126,127
Job3,Step 6,Machine8,128,132
Job3,Step 7,Machine5,132,133
Job3,Step 8,Machine9,133,136
Job3,Step 9,Machine7,136,140
Job3,Step 10,Machine6,141,152
Job4,Step 1,Machine1,152,157
Job4,Step 2,Machine0,157,160
Job4,Step 3,Machine4,161,170
Job4,Step 4,Machine2,170,174
Job4,Step 5,Machine3,174,176
Job4,Step 6,Machine9,176,177
Job4,Step 7,Machine8,177,180
Job4,Step 8,Machine7,181,188
Job4,Step 9,Machine5,188,194
Job4,Step 10,Machine6,195,199
Job5,Step 1,Machine4,199,204
Job5,Step 2,Machine0,205,209
Job5,Step 3,Machine2,210,220
Job5,Step 4,Machine3,221,227
Job5,Step 5,Machine1,228,235
Job5,Step 6,Machine9,236,243
Job5,Step 7,Machine7,244,251
Job5,Step 8,Machine8,253,261
Job5,Step 9,Machine6,262,271
Job5,Step 10,Machine5,272,277
Job6,Step 1,Machine4,277,278
Job6,Step 2,Machine1,278,283
Job6,Step 3,Machine3,283,288
Job6,Step 4,Machine2,289,296
Job6,Step 5,Machine0,297,305
Job6,Step 6,Machine6,305,306
Job6,Step 7,Machine9,306,317
Job6,Step 8,Machine5,319,329
Job6,Step 9,Machine7,329,333
Job6,Step 10,Machine8,334,343
Job7,Step 1,Machine1,343,344
Job7,Step 2,Machine2,344,355
Job7,Step 3,Machine4,355,359
Job7,Step 4,Machine3,361,370
Job7,Step 5,Machine0,370,377
Job7,Step 6,Machine8,377,381
Job7,Step 7,Machine5,381,383
Job7,Step 8,Machine7,384,391
Job7,Step 9,Machine6,392,393
Job7,Step 10,Machine9,394,400
Job8,Step 1,Machine2,400,402
Job8,Step 2,Machine4,403,410
Job8,Step 3,Machine3,410,411
Job8,Step 4,Machine0,412,419
Job8,Step 5,Machine1,419,422
Job8,Step 6,Machine7,423,433
Job8,Step 7,Machine5,433,440
Job8,Step 8,Machine6,442,451
Job8,Step 9,Machine8,452,455
Job8,Step 10,Machine9,455,456
Job9,Step 1,Machine4,456,457
Job9,Step 2,Machine2,457,460
Job9,Step 3,Machine0,460,469
Job9,Step 4,Machine3,469,472
Job9,Step 5,Machine1,472,475
Job9,Step 6,Machine7,475,477
Job9,Step 7,Machine9,478,482
Job9,Step 8,Machine8,482,484
Job9,Step 9,Machine6,484,486
Job9,Step 10,Machine5,487,491
Job10,Step 1,Machine3,491,492
Job10,Step 2,Machine1,492,492
Job10,Step 3,Machine0,493,495
Job10,Step 4,Machine2,496,504
Job10,Step 5,Machine4,505,509
Job10,Step 6,Machine6,509,513
Job10,Step 7,Machine7,514,523
Job10,Step 8,Machine5,523,526
Job10,Step 9,Machine8,527,537
Job10,Step 10,Machine9,537,539
Job11,Step 1,Machine1,539,545
Job11,Step 2,Machine3,545,548
Job11,Step 3,Machine4,548,554
Job11,Step 4,Machine0,555,556
Job11,Step 5,Machine2,557,564
Job11,Step 6,Machine5,565,574
Job11,Step 7,Machine9,574,578
Job11,Step 8,Machine8,578,585
Job11,Step 9,Machine7,585,587
Job11,Step 10,Machine6,588,590
Job12,Step 1,Machine1,590,598
Job12,Step 2,Machine2,598,604
Job12,Step 3,Machine3,605,607
Job12,Step 4,Machine0,607,609
Job12,Step 5,Machine4,610,612
Job12,Step 6,Machine9,613,617
Job12,Step 7,Machine5,618,629
Job12,Step 8,Machine7,629,636
Job12,Step 9,Machine6,637,648
Job12,Step 10,Machine8,648,656
Job13,Step 1,Machine2,656,664
Job13,Step 2,Machine4,665,673
Job13,Step 3,Machine3,675,685
Job13,Step 4,Machine0,686,694
Job13,Step 5,Machine1,694,695
Job13,Step 6,Machine6,695,701
Job13,Step 7,Machine8,701,705
Job13,Step 8,Machine7,705,713
Job13,Step 9,Machine5,713,720
Job13,Step 10,Machine9,721,727
Job14,Step 1,Machine2,727,728
Job14,Step 2,Machine1,728,729
Job14,Step 3,Machine4,729,733
Job14,Step 4,Machine0,733,740
Job14,Step 5,Machine3,741,744
Job14,Step 6,Machine5,746,756
Job14,Step 7,Machine8,757,764
Job14,Step 8,Machine7,765,768
Job14,Step 9,Machine6,769,777
Job14,Step 10,Machine9,778,779
Job15,Step 1,Machine4,779,786
Job15,Step 2,Machine1,786,789
Job15,Step 3,Machine3,790,800
Job15,Step 4,Machine0,801,811
Job15,Step 5,Machine2,811,817
Job15,Step 6,Machine8,817,817
Job15,Step 7,Machine9,817,819
Job15,Step 8,Machine7,820,831
Job15,Step 9,Machine6,831,836
Job15,Step 10,Machine5,837,841
Job16,Step 1,Machine0,841,849
Job16,Step 2,Machine1,850,858
Job16,Step 3,Machine4,858,862
Job16,Step 4,Machine3,862,871
Job16,Step 5,Machine2,871,873
Job16,Step 6,Machine8,874,884
Job16,Step 7,Machine5,885,890
Job16,Step 8,Machine9,891,901
Job16,Step 9,Machine7,901,907
Job16,Step 10,Machine6,907,910
Job17,Step 1,Machine3,910,912
Job17,Step 2,Machine1,913,923
Job17,Step 3,Machine4,923,930
Job17,Step 4,Machine0,931,939
Job17,Step 5,Machine2,939,942
Job17,Step 6,Machine5,942,943
