job,step,machine,start,end
Job1,Step 1,Machine17,0,0
Job1,Step 2,Machine2,0,2
Job1,Step 3,Machine11,2,5
Job1,Step 4,Machine4,5,8
Job1,Step 5,Machine12,9,11
Job1,Step 6,Machine13,11,12
Job1,Step 7,Machine7,13,15
Job1,Step 8,Machine0,16,19
Job1,Step 9,Machine3,19,20
Job1,Step 10,Machine15,20,21
Job1,Step 11,Machine18,21,24
Job1,Step 12,Machine10,25,28
Job1,Step 13,Machine14,28,30
Job1,Step 14,Machine8,30,32
Job1,Step 15,Machine1,32,35
Job1,Step 16,Machine6,35,36
Job1,Step 17,Machine19,37,40
Job1,Step 18,Machine5,40,43
Job1,Step 19,Machine9,44,46
Job1,Step 20,Machine16,46,47
Job2,Step 1,Machine8,47,49
Job2,Step 2,Machine6,49,50
Job2,Step 3,Machine14,50,51
Job2,Step 4,Machine5,51,53
Job2,Step 5,Machine10,53,54
Job2,Step 6,Machine2,55,58
Job2,Step 7,Machine11,58,59
Job2,Step 8,Machine19,59,60
Job2,Step 9,Machine13,60,62
Job2,Step 10,Machine18,62,63
Job2,Step 11,Machine3,63,63
Job2,Step 12,Machine4,64,65
Job2,Step 13,Machine16,65,67
Job2,Step 14,Machine1,67,69
Job2,Step 15,Machine0,69,70
Job2,Step 16,Machine15,71,74
Job2,Step 17,Machine17,74,77
Job2,Step 18,Machine12,77,79
Job2,Step 19,Machine7,79,81
Job2,Step 20,Machine9,82,84
Job3,Step 1,Machine4,84,87
Job3,Step 2,Machine3,87,89
Job3,Step 3,Machine8,90,92
Job3,Step 4,Machine17,92,95
Job3,Step 5,Machine0,95,98
Job3,Step 6,Machine14,98,99
Job3,Step 7,Machine1,99,102
Job3,Step 8,Machine10,102,104
Job3,Step 9,Machine13,104,105
Job3,Step 10,Machine6,105,106
Job3,Step 11,Machine18,106,108
Job3,Step 12,Machine9,108,109
Job3,Step 13,Machine11,109,111
Job3,Step 14,Machine7,112,113
Job3,Step 15,Machine16,113,115
Job3,Step 16,Machine5,115,117
Job3,Step 17,Machine15,117,119
Job3,Step 18,Machine2,119,121
Job3,Step 19,Machine12,121,123
Job3,Step 20,Machine19,124,126
Job4,Step 1,Machine4,126,128
Job4,Step 2,Machine10,128,130
Job4,Step 3,Machine3,130,132
Job4,Step 4,Machine6,133,136
Job4,Step 5,Machine18,136,139
Job4,Step 6,Machine12,139,142
Job4,Step 7,Machine2,142,144
Job4,Step 8,Machine15,144,147
Job4,Step 9,Machine19,147,149
Job4,Step 10,Machine7,149,152
Job4,Step 11,Machine13,152,153
Job4,Step 12,Machine5,153,154
Job4,Step 13,Machine9,154,155
Job4,Step 14,Machine14,156,158
Job4,Step 15,Machine17,159,161
Job4,Step 16,Machine1,162,165
Job4,Step 17,Machine8,165,167
Job4,Step 18,Machine0,167,169
Job4,Step 19,Machine16,170,170
Job4,Step 20,Machine11,171,173
Job5,Step 1,Machine19,173,176
Job5,Step 2,Machine1,177,178
Job5,Step 3,Machine5,178,181
Job5,Step 4,Machine9,181,183
Job5,Step 5,Machine7,183,186
Job5,Step 6,Machine16,186,186
Job5,Step 7,Machine11,187,190
Job5,Step 8,Machine12,190,193
Job5,Step 9,Machine14,194,195
Job5,Step 10,Machine8,196,196
Job5,Step 11,Machine4,197,198
Job5,Step 12,Machine2,198,201
Job5,Step 13,Machine15,201,203
Job5,Step 14,Machine13,203,206
Job5,Step 15,Machine17,206,209
Job5,Step 16,Machine18,209,210
Job5,Step 17,Machine10,210,212
Job5,Step 18,Machine0,212,213
Job5,Step 19,Machine6,213,216
Job5,Step 20,Machine3,216,218
Job6,Step 1,Machine13,218,221
Job6,Step 2,Machine2,222,224
Job6,Step 3,Machine3,224,226
Job6,Step 4,Machine7,226,227
Job6,Step 5,Machine12,227,228
Job6,Step 6,Machine14,229,229
Job6,Step 7,Machine8,230,233
Job6,Step 8,Machine19,233,236
Job6,Step 9,Machine6,236,238
Job6,Step 10,Machine16,238,241
Job6,Step 11,Machine11,241,242
Job6,Step 12,Machine4,242,244
Job6,Step 13,Machine0,244,245
Job6,Step 14,Machine5,245,248
Job6,Step 15,Machine9,248,250
Job6,Step 16,Machine17,251,253
Job6,Step 17,Machine1,253,255
Job6,Step 18,Machine10,256,257
Job6,Step 19,Machine15,257,259
Job6,Step 20,Machine18,259,262
Job7,Step 1,Machine9,262,264
Job7,Step 2,Machine5,264,266
Job7,Step 3,Machine18,267,269
Job7,Step 4,Machine16,269,272
Job7,Step 5,Machine12,272,274
Job7,Step 6,Machine3,274,275
Job7,Step 7,Machine2,275,278
Job7,Step 8,Machine10,278,281
Job7,Step 9,Machine4,281,281
Job7,Step 10,Machine11,282,283
Job7,Step 11,Machine1,283,284
Job7,Step 12,Machine17,284,288
Job7,Step 13,Machine6,288,291
Job7,Step 14,Machine13,291,293
Job7,Step 15,Machine14,293,296
Job7,Step 16,Machine15,297,300
Job7,Step 17,Machine8,300,301
Job7,Step 18,Machine0,302,304
Job7,Step 19,Machine7,304,306
Job7,Step 20,Machine19,306,309
Job8,Step 1,Machine9,309,311
Job8,Step 2,Machine6,311,314
Job8,Step 3,Machine1,314,315
Job8,Step 4,Machine5,315,317
Job8,Step 5,Machine2,317,319
Job8,Step 6,Machine7,319,321
Job8,Step 7,Machine16,322,324
Job8,Step 8,Machine12,325,326
Job8,Step 9,Machine13,326,329
Job8,Step 10,Machine17,329,330
Job8,Step 11,Machine10,330,334
Job8,Step 12,Machine18,334,337
Job8,Step 13,Machine19,337,340
Job8,Step 14,Machine8,340,342
Job8,Step 15,Machine15,342,344
Job8,Step 16,Machine4,344,345
Job8,Step 17,Machine11,345,347
Job8,Step 18,Machine14,348,351
Job8,Step 19,Machine0,351,353
Job8,Step 20,Machine3,353,355
Job9,Step 1,Machine7,355,356
Job9,Step 2,Machine12,357,359
Job9,Step 3,Machine8,360,361
Job9,Step 4,Machine0,361,365
Job9,Step 5,Machine13,365,366
Job9,Step 6,Machine10,366,366
Job9,Step 7,Machine9,367,370
Job9,Step 8,Machine18,370,372
Job9,Step 9,Machine2,372,374
Job9,Step 10,Machine17,374,376
Job9,Step 11,Machine3,376,379
Job9,Step 12,Machine5,380,382
Job9,Step 13,Machine6,382,384
Job9,Step 14,Machine15,384,387
Job9,Step 15,Machine14,388,390
Job9,Step 16,Machine1,391,393
Job9,Step 17,Machine11,393,395
Job9,Step 18,Machine4,395,397
Job9,Step 19,Machine19,397,399
Job9,Step 20,Machine16,399,402
Job10,Step 1,Machine16,402,405
Job10,Step 2,Machine7,405,406
Job10,Step 3,Machine15,406,408
Job10,Step 4,Machine6,408,410
Job10,Step 5,Machine18,410,413
Job10,Step 6,Machine19,413,415
Job10,Step 7,Machine9,415,417
Job10,Step 8,Machine11,417,417
Job10,Step 9,Machine17,418,420
Job10,Step 10,Machine10,420,422
Job10,Step 11,Machine4,423,425
Job10,Step 12,Machine2,425,427
Job10,Step 13,Machine1,427,429
Job10,Step 14,Machine0,429,431
Job10,Step 15,Machine14,431,432
Job10,Step 16,Machine13,432,434
Job10,Step 17,Machine3,434,436
Job10,Step 18,Machine12,436,437
Job10,Step 19,Machine5,437,439
Job10,Step 20,Machine8,439,442
Job11,Step 1,Machine18,442,444
Job11,Step 2,Machine17,444,445
Job11,Step 3,Machine12,446,448
Job11,Step 4,Machine15,448,450
Job11,Step 5,Machine13,450,452
Job11,Step 6,Machine4,452,452
Job11,Step 7,Machine16,453,456
Job11,Step 8,Machine19,456,457
Job11,Step 9,Machine6,458,460
Job11,Step 10,Machine3,460,462
Job11,Step 11,Machine7,462,466
Job11,Step 12,Machine2,466,469
Job11,Step 13,Machine11,469,472
Job11,Step 14,Machine0,472,474
Job11,Step 15,Machine1,474,475
Job11,Step 16,Machine8,475,477
Job11,Step 17,Machine10,477,480
Job11,Step 18,Machine5,480,482
Job11,Step 19,Machine9,482,484
Job11,Step 20,Machine14,484,485
Job12,Step 1,Machine5,485,488
Job12,Step 2,Machine1,488,491
Job12,Step 3,Machine2,491,492
Job12,Step 4,Machine18,492,494
Job12,Step 5,Machine13,494,495
Job12,Step 6,Machine0,495,497
Job12,Step 7,Machine15,497,499
Job12,Step 8,Machine8,499,501
Job12,Step 9,Machine6,501,503
Job12,Step 10,Machine9,503,506
Job12,Step 11,Machine7,506,507
Job12,Step 12,Machine19,507,510
Job12,Step 13,Machine3,510,513
Job12,Step 14,Machine14,513,516
Job12,Step 15,Machine4,516,519
Job12,Step 16,Machine17,519,522
Job12,Step 17,Machine11,522,525
Job12,Step 18,Machine10,525,528
Job12,Step 19,Machine12,528,531
Job12,Step 20,Machine16,531,532
Job13,Step 1,Machine14,532,534
Job13,Step 2,Machine1,534,536
Job13,Step 3,Machine2,536,537
Job13,Step 4,Machine15,537,538
Job13,Step 5,Machine9,538,541
Job13,Step 6,Machine13,541,542
Job13,Step 7,Machine6,542,544
Job13,Step 8,Machine19,544,545
Job13,Step 9,Machine12,546,546
Job13,Step 10,Machine11,546,549
Job13,Step 11,Machine5,549,550
Job13,Step 12,Machine0,551,551
Job13,Step 13,Machine7,552,553
Job13,Step 14,Machine17,553,556
Job13,Step 15,Machine8,556,557
Job13,Step 16,Machine10,557,559
Job13,Step 17,Machine16,559,560
Job13,Step 18,Machine3,560,561
Job13,Step 19,Machine4,561,562
Job13,Step 20,Machine18,562,563
Job14,Step 1,Machine16,563,566
Job14,Step 2,Machine10,566,568
Job14,Step 3,Machine17,568,571
Job14,Step 4,Machine14,571,573
Job14,Step 5,Machine3,574,577
Job14,Step 6,Machine15,577,580
Job14,Step 7,Machine18,580,583
Job14,Step 8,Machine13,584,586
Job14,Step 9,Machine6,586,588
Job14,Step 10,Machine11,588,591
Job14,Step 11,Machine7,591,593
Job14,Step 12,Machine1,593,597
Job14,Step 13,Machine9,597,598
Job14,Step 14,Machine2,598,600
Job14,Step 15,Machine8,600,603
