job,step,machine,start,end
Job1,Step 1,Machine0,0,9
Job1,Step 2,Machine4,10,15
Job1,Step 3,Machine1,16,26
Job1,Step 4,Machine3,26,31
Job1,Step 5,Machine2,31,31
Job1,Step 6,Machine7,31,37
Job1,Step 7,Machine6,37,43
Job1,Step 8,Machine9,44,45
Job1,Step 9,Machine5,45,46
Job1,Step 10,Machine8,46,47
Job2,Step 1,Machine4,47,55
Job2,Step 2,Machine3,56,58
Job2,Step 3,Machine2,59,66
Job2,Step 4,Machine1,67,77
Job2,Step 5,Machine0,77,83
Job2,Step 6,Machine6,83,84
Job2,Step 7,Machine5,85,88
Job2,Step 8,Machine9,88,89
Job2,Step 9,Machine7,89,89
Job2,Step 10,Machine8,89,91
Job3,Step 1,Machine0,91,95
Job3,Step 2,Machine1,95,98
Job3,Step 3,Machine3,98,103
Job3,Step 4,Machine2,104,109
Job3,Step 5,Machine4,109,115
Job3,Step 6,Machine8,115,122
Job3,Step 7,Machine7,123,132
Job3,Step 8,Machine5,132,138
Job3,Step 9,Machine9,139,149
Job3,Step 10,Machine6,150,160
Job4,Step 1,Machine0,160,164
Job4,Step 2,Machine4,164,168
Job4,Step 3,Machine1,169,178
Job4,Step 4,Machine3,178,181
Job4,Step 5,Machine2,182,186
Job4,Step 6,Machine6,186,187
Job4,Step 7,Machine9,189,196
Job4,Step 8,Machine5,197,203
Job4,Step 9,Machine7,204,207
Job4,Step 10,Machine8,208,216
Job5,Step 1,Machine4,216,218
Job5,Step 2,Machine0,220,230
Job5,Step 3,Machine3,230,236
Job5,Step 4,Machine2,236,242
Job5,Step 5,Machine1,242,253
Job5,Step 6,Machine9,253,253
Job5,Step 7,Machine7,253,258
Job5,Step 8,Machine5,258,269
Job5,Step 9,Machine6,269,272
Job5,Step 10,Machine8,272,282
Job6,Step 1,Machine2,282,287
Job6,Step 2,Machine3,288,295
Job6,Step 3,Machine1,295,296
Job6,Step 4,Machine0,296,301
Job6,Step 5,Machine4,301,304
Job6,Step 6,Machine9,305,312
Job6,Step 7,Machine6,312,319
Job6,Step 8,Machine5,321,331
Job6,Step 9,Machine8,331,337
Job6,Step 10,Machine7,337,340
Job7,Step 1,Machine3,340,345
Job7,Step 2,Machine0,346,356
Job7,Step 3,Machine1,356,365
Job7,Step 4,Machine2,365,373
Job7,Step 5,Machine4,374,377
Job7,Step 6,Machine6,377,385
Job7,Step 7,Machine7,385,391
Job7,Step 8,Machine5,392,402
Job7,Step 9,Machine8,404,410
Job7,Step 10,Machine9,411,419
Job8,Step 1,Machine3,419,429
Job8,Step 2,Machine1,430,439
Job8,Step 3,Machine0,440,444
Job8,Step 4,Machine2,444,451
Job8,Step 5,Machine4,451,451
Job8,Step 6,Machine8,452,456
Job8,Step 7,Machine9,456,459
Job8,Step 8,Machine5,460,470
Job8,Step 9,Machine6,471,476
Job8,Step 10,Machine7,477,485
Job9,Step 1,Machine3,485,485
Job9,Step 2,Machine2,485,490
Job9,Step 3,Machine1,491,498
Job9,Step 4,Machine0,498,504
Job9,Step 5,Machine4,504,507
Job9,Step 6,Machine9,507,510
Job9,Step 7,Machine8,511,520
Job9,Step 8,Machine6,520,522
Job9,Step 9,Machine5,522,527
Job9,Step 10,Machine7,527,531
Job10,Step 1,Machine0,531,541
Job10,Step 2,Machine1,541,542
Job10,Step 3,Machine3,542,549
Job10,Step 4,Machine2,549,554
Job10,Step 5,Machine4,554,558
Job10,Step 6,Machine7,558,569
Job10,Step 7,Machine5,569,569
Job10,Step 8,Machine9,570,578
Job10,Step 9,Machine6,579,588
Job10,Step 10,Machine8,590,600
Job11,Step 1,Machine2,600,602
Job11,Step 2,Machine4,603,611
Job11,Step 3,Machine3,612,622
Job11,Step 4,Machine0,623,625
Job11,Step 5,Machine1,625,633
Job11,Step 6,Machine9,634,640
Job11,Step 7,Machine8,641,651
Job11,Step 8,Machine6,652,660
Job11,Step 9,Machine5,660,661
Job11,Step 10,Machine7,662,666
Job12,Step 1,Machine3,666,670
Job12,Step 2,Machine4,670,671
Job12,Step 3,Machine2,671,675
Job12,Step 4,Machine0,675,680
Job12,Step 5,Machine1,681,691
Job12,Step 6,Machine8,692,699
Job12,Step 7,Machine5,699,707
Job12,Step 8,Machine9,707,707
Job12,Step 9,Machine6,708,717
Job12,Step 10,Machine7,718,723
Job13,Step 1,Machine2,723,728
Job13,Step 2,Machine1,728,733
Job13,Step 3,Machine3,735,743
Job13,Step 4,Machine4,743,752
Job13,Step 5,Machine0,752,756
Job13,Step 6,Machine7,756,760
Job13,Step 7,Machine8,760,771
Job13,Step 8,Machine9,771,780
Job13,Step 9,Machine6,781,784
Job13,Step 10,Machine5,784,787
Job14,Step 1,Machine1,787,787
