job,step,machine,start,end
Job1,Step 1,Machine2,0,2
Job1,Step 2,Machine0,2,10
Job1,Step 3,Machine4,10,12
Job1,Step 4,Machine3,12,25
Job1,Step 5,Machine1,25,34
Job1,Step 6,Machine8,35,47
Job1,Step 7,Machine9,48,55
Job1,Step 8,Machine7,55,56
Job1,Step 9,Machine5,56,65
Job1,Step 10,Machine6,65,68
Job2,Step 1,Machine1,68,68
Job2,Step 2,Machine4,69,77
Job2,Step 3,Machine3,77,81
Job2,Step 4,Machine2,81,83
Job2,Step 5,Machine0,83,96
Job2,Step 6,Machine9,96,97
Job2,Step 7,Machine8,99,108
Job2,Step 8,Machine7,109,114
Job2,Step 9,Machine6,114,127
Job2,Step 10,Machine5,127,128
Job3,Step 1,Machine3,128,133
Job3,Step 2,Machine4,135,145
Job3,Step 3,Machine0,146,153
Job3,Step 4,Machine1,153,157
Job3,Step 5,Machine2,159,170
Job3,Step 6,Machine9,170,173
Job3,Step 7,Machine8,173,177
Job3,Step 8,Machine7,178,183
Job3,Step 9,Machine6,183,195
Job3,Step 10,Machine5,195,201
Job4,Step 1,Machine4,201,204
Job4,Step 2,Machine3,205,208
Job4,Step 3,Machine0,208,215
Job4,Step 4,Machine2,216,229
Job4,Step 5,Machine1,229,232
Job4,Step 6,Machine5,232,232
Job4,Step 7,Machine7,232,234
Job4,Step 8,Machine8,235,242
Job4,Step 9,Machine9,243,250
Job4,Step 10,Machine6,251,264
Job5,Step 1,Machine0,264,266
Job5,Step 2,Machine3,266,268
Job5,Step 3,Machine4,268,274
Job5,Step 4,Machine1,275,285
Job5,Step 5,Machine2,286,299
Job5,Step 6,Machine5,300,307
Job5,Step 7,Machine8,307,311
Job5,Step 8,Machine6,311,311
Job5,Step 9,Machine7,312,323
Job5,Step 10,Machine9,323,331
Job6,Step 1,Machine3,331,344
Job6,Step 2,Machine1,344,348
Job6,Step 3,Machine4,350,361
Job6,Step 4,Machine2,362,371
Job6,Step 5,Machine0,371,376
Job6,Step 6,Machine9,378,386
Job6,Step 7,Machine7,386,388
Job6,Step 8,Machine5,388,389
Job6,Step 9,Machine6,390,395
Job6,Step 10,Machine8,395,401
Job7,Step 1,Machine3,401,406
Job7,Step 2,Machine1,406,414
Job7,Step 3,Machine4,415,420
Job7,Step 4,Machine0,421,430
Job7,Step 5,Machine2,432,444
Job7,Step 6,Machine6,444,446
Job7,Step 7,Machine9,447,454
Job7,Step 8,Machine7,454,466
Job7,Step 9,Machine8,466,477
Job7,Step 10,Machine5,477,480
Job8,Step 1,Machine0,480,483
Job8,Step 2,Machine3,483,492
Job8,Step 3,Machine1,493,498
Job8,Step 4,Machine4,500,513
Job8,Step 5,Machine2,513,522
Job8,Step 6,Machine8,524,535
Job8,Step 7,Machine5,535,541
Job8,Step 8,Machine6,543,555
Job8,Step 9,Machine9,556,567
Job8,Step 10,Machine7,567,573
Job9,Step 1,Machine1,573,585
Job9,Step 2,Machine0,585,593
Job9,Step 3,Machine3,594,599
Job9,Step 4,Machine2,600,608
Job9,Step 5,Machine4,609,621
Job9,Step 6,Machine8,621,625
Job9,Step 7,Machine5,626,632
Job9,Step 8,Machine6,632,638
Job9,Step 9,Machine9,639,645
Job9,Step 10,Machine7,645,646
Job10,Step 1,Machine2,646,650
Job10,Step 2,Machine1,650,653
Job10,Step 3,Machine0,653,653
Job10,Step 4,Machine3,654,664
Job10,Step 5,Machine4,664,670
Job10,Step 6,Machine9,671,672
Job10,Step 7,Machine6,672,673
Job10,Step 8,Machine5,674,681
