job,step,machine,start,end
Job1,Step 1,Machine6,0,1
Job1,Step 2,Machine5,1,2
Job1,Step 3,Machine8,3,4
Job1,Step 4,Machine4,4,5
Job1,Step 5,Machine1,5,6
Job1,Step 6,Machine14,6,9
Job1,Step 7,Machine13,9,11
Job1,Step 8,Machine11,11,12
Job1,Step 9,Machine10,12,14
Job1,Step 10,Machine12,14,15
Job1,Step 11,Machine2,15,17
Job1,Step 12,Machine3,17,18
Job1,Step 13,Machine0,18,19
Job1,Step 14,Machine7,20,20
Job1,Step 15,Machine9,21,24
Job2,Step 1,Machine1,24,27
Job2,Step 2,Machine5,27,30
Job2,Step 3,Machine0,30,31
Job2,Step 4,Machine3,31,33
Job2,Step 5,Machine6,33,34
Job2,Step 6,Machine9,34,36
Job2,Step 7,Machine7,36,39
Job2,Step 8,Machine12,39,41
Job2,Step 9,Machine10,41,42
Job2,Step 10,Machine13,43,44
Job2,Step 11,Machine8,44,45
Job2,Step 12,Machine4,46,48
Job2,Step 13,Machine11,48,50
Job2,Step 14,Machine14,50,51
Job2,Step 15,Machine2,51,52
Job3,Step 1,Machine0,52,55
Job3,Step 2,Machine4,55,58
Job3,Step 3,Machine2,58,61
Job3,Step 4,Machine10,62,65
Job3,Step 5,Machine6,65,67
Job3,Step 6,Machine14,67,69
Job3,Step 7,Machine8,69,72
Job3,Step 8,Machine13,72,75
Job3,Step 9,Machine7,76,79
Job3,Step 10,Machine3,79,83
Job3,Step 11,Machine9,83,85
Job3,Step 12,Machine12,85,86
Job3,Step 13,Machine1,86,89
Job3,Step 14,Machine11,89,92
Job3,Step 15,Machine5,93,94
Job4,Step 1,Machine7,94,97
Job4,Step 2,Machine5,97,99
Job4,Step 3,Machine4,99,100
Job4,Step 4,Machine8,100,102
Job4,Step 5,Machine0,102,104
Job4,Step 6,Machine9,104,106
Job4,Step 7,Machine13,106,107
Job4,Step 8,Machine12,107,108
Job4,Step 9,Machine10,108,110
Job4,Step 10,Machine3,110,111
Job4,Step 11,Machine6,111,113
Job4,Step 12,Machine14,113,116
Job4,Step 13,Machine1,116,119
Job4,Step 14,Machine11,119,121
Job4,Step 15,Machine2,121,124
Job5,Step 1,Machine2,124,127
Job5,Step 2,Machine3,127,128
Job5,Step 3,Machine12,128,131
Job5,Step 4,Machine11,131,134
Job5,Step 5,Machine6,134,137
Job5,Step 6,Machine4,137,140
Job5,Step 7,Machine10,140,142
Job5,Step 8,Machine7,142,144
Job5,Step 9,Machine0,145,148
Job5,Step 10,Machine13,148,149
Job5,Step 11,Machine1,149,151
Job5,Step 12,Machine14,151,153
Job5,Step 13,Machine5,153,155
Job5,Step 14,Machine9,155,158
Job5,Step 15,Machine8,159,161
Job6,Step 1,Machine5,161,164
Job6,Step 2,Machine3,164,167
Job6,Step 3,Machine6,167,168
Job6,Step 4,Machine12,168,172
Job6,Step 5,Machine10,172,173
Job6,Step 6,Machine0,174,176
Job6,Step 7,Machine13,176,179
Job6,Step 8,Machine2,179,181
Job6,Step 9,Machine11,181,184
Job6,Step 10,Machine7,184,187
Job6,Step 11,Machine4,188,191
Job6,Step 12,Machine1,191,193
Job6,Step 13,Machine14,193,195
Job6,Step 14,Machine9,196,199
Job6,Step 15,Machine8,199,202
Job7,Step 1,Machine13,202,204
Job7,Step 2,Machine0,204,207
Job7,Step 3,Machine11,208,210
Job7,Step 4,Machine12,211,212
Job7,Step 5,Machine4,212,215
