job,step,machine,start,end
Job1,Step 1,Machine2,0,2
Job1,Step 2,Machine1,2,6
Job1,Step 3,Machine3,7,17
Job1,Step 4,Machine0,17,28
Job1,Step 5,Machine4,29,30
Job1,Step 6,Machine8,31,38
Job1,Step 7,Machine5,38,48
Job1,Step 8,Machine6,49,61
Job1,Step 9,Machine7,62,73
Job1,Step 10,Machine9,73,82
Job2,Step 1,Machine2,82,92
Job2,Step 2,Machine4,92,102
Job2,Step 3,Machine1,103,108
Job2,Step 4,Machine0,108,109
Job2,Step 5,Machine3,110,118
Job2,Step 6,Machine9,118,119
Job2,Step 7,Machine5,120,132
Job2,Step 8,Machine8,134,144
Job2,Step 9,Machine6,144,146
Job2,Step 10,Machine7,148,158
Job3,Step 1,Machine4,158,170
Job3,Step 2,Machine3,170,175
Job3,Step 3,Machine1,175,180
Job3,Step 4,Machine2,180,190
Job3,Step 5,Machine0,191,199
Job3,Step 6,Machine8,199,207
Job3,Step 7,Machine7,208,218
Job3,Step 8,Machine5,219,230
Job3,Step 9,Machine9,230,233
Job3,Step 10,Machine6,234,238
Job4,Step 1,Machine4,238,238
Job4,Step 2,Machine3,238,241
Job4,Step 3,Machine2,241,241
Job4,Step 4,Machine0,243,253
Job4,Step 5,Machine1,254,258
Job4,Step 6,Machine6,260,273
Job4,Step 7,Machine5,273,273
Job4,Step 8,Machine9,273,277
Job4,Step 9,Machine8,277,278
Job4,Step 10,Machine7,279,288
Job5,Step 1,Machine2,288,297
Job5,Step 2,Machine4,297,297
Job5,Step 3,Machine1,299,312
Job5,Step 4,Machine0,312,313
Job5,Step 5,Machine3,313,319
Job5,Step 6,Machine8,320,326
Job5,Step 7,Machine9,326,330
Job5,Step 8,Machine6,331,341
Job5,Step 9,Machine5,341,349
Job5,Step 10,Machine7,349,354
Job6,Step 1,Machine0,354,366
Job6,Step 2,Machine1,368,377
Job6,Step 3,Machine4,377,379
Job6,Step 4,Machine3,379,382
Job6,Step 5,Machine2,382,386
Job6,Step 6,Machine7,387,390
Job6,Step 7,Machine9,390,391
Job6,Step 8,Machine8,391,394
Job6,Step 9,Machine5,394,395
Job6,Step 10,Machine6,395,400
Job7,Step 1,Machine3,400,407
Job7,Step 2,Machine4,407,413
Job7,Step 3,Machine2,414,417
Job7,Step 4,Machine1,418,420
Job7,Step 5,Machine0,420,427
Job7,Step 6,Machine5,427,433
Job7,Step 7,Machine6,433,444
Job7,Step 8,Machine7,445,455
Job7,Step 9,Machine9,455,455
Job7,Step 10,Machine8,457,466
Job8,Step 1,Machine4,466,467
Job8,Step 2,Machine1,468,475
Job8,Step 3,Machine0,476,483
Job8,Step 4,Machine3,483,486
Job8,Step 5,Machine2,486,489
Job8,Step 6,Machine6,489,491
Job8,Step 7,Machine9,491,493
Job8,Step 8,Machine7,495,507
Job8,Step 9,Machine5,508,521
Job8,Step 10,Machine8,521,523
Job9,Step 1,Machine1,523,528
Job9,Step 2,Machine2,528,535
Job9,Step 3,Machine3,536,548
Job9,Step 4,Machine0,549,561
Job9,Step 5,Machine4,561,573
Job9,Step 6,Machine7,574,584
Job9,Step 7,Machine5,586,594
Job9,Step 8,Machine8,594,599
Job9,Step 9,Machine6,599,599
Job9,Step 10,Machine9,600,607
Job10,Step 1,Machine4,607,617
Job10,Step 2,Machine3,617,629
Job10,Step 3,Machine1,629,641
Job10,Step 4,Machine2,642,653
Job10,Step 5,Machine0,653,659
Job10,Step 6,Machine7,659,669
Job10,Step 7,Machine9,670,678
Job10,Step 8,Machine6,678,688
Job10,Step 9,Machine5,690,702
Job10,Step 10,Machine8,702,706
Job11,Step 1,Machine0,706,710
Job11,Step 2,Machine2,711,720
Job11,Step 3,Machine1,720,728
Job11,Step 4,Machine4,728,730
Job11,Step 5,Machine3,731,743
Job11,Step 6,Machine5,744,752
Job11,Step 7,Machine7,753,763
Job11,Step 8,Machine9,764,772
Job11,Step 9,Machine6,773,783
Job11,Step 10,Machine8,784,791
Job12,Step 1,Machine4,791,800
Job12,Step 2,Machine1,800,803
Job12,Step 3,Machine2,804,813
Job12,Step 4,Machine0,814,825
Job12,Step 5,Machine3,826,831
Job12,Step 6,Machine7,833,846
Job12,Step 7,Machine5,847,857
Job12,Step 8,Machine6,857,861
Job12,Step 9,Machine8,863,875
Job12,Step 10,Machine9,876,887
Job13,Step 1,Machine1,887,896
Job13,Step 2,Machine4,897,905
Job13,Step 3,Machine3,905,907
Job13,Step 4,Machine2,907,915
Job13,Step 5,Machine0,915,924
Job13,Step 6,Machine5,925,932
Job13,Step 7,Machine8,934,942
Job13,Step 8,Machine7,943,953
