job,step,machine,start,end
Job1,Step 1,Machine3,0,0
Job1,Step 2,Machine2,2,9
Job1,Step 3,Machine1,11,19
Job1,Step 4,Machine0,19,28
Job1,Step 5,Machine6,29,36
Job1,Step 6,Machine4,36,37
Job1,Step 7,Machine5,37,38
Job1,Step 8,Machine8,39,48
Job1,Step 9,Machine9,48,53
Job1,Step 10,Machine11,53,57
Job1,Step 11,Machine14,58,61
Job1,Step 12,Machine7,62,71
Job1,Step 13,Machine10,71,74
Job1,Step 14,Machine13,75,84
Job1,Step 15,Machine12,84,88
Job2,Step 1,Machine6,88,93
Job2,Step 2,Machine1,94,101
Job2,Step 3,Machine4,101,110
Job2,Step 4,Machine3,110,113
Job2,Step 5,Machine5,113,115
Job2,Step 6,Machine0,115,117
Job2,Step 7,Machine2,117,124
Job2,Step 8,Machine8,124,126
Job2,Step 9,Machine7,127,133
Job2,Step 10,Machine9,133,143
Job2,Step 11,Machine10,144,152
Job2,Step 12,Machine13,152,158
Job2,Step 13,Machine12,158,162
Job2,Step 14,Machine11,162,164
Job2,Step 15,Machine14,164,169
Job3,Step 1,Machine6,169,171
Job3,Step 2,Machine4,172,179
Job3,Step 3,Machine1,179,188
Job3,Step 4,Machine0,188,192
Job3,Step 5,Machine5,193,197
Job3,Step 6,Machine2,198,208
Job3,Step 7,Machine3,209,215
Job3,Step 8,Machine10,216,224
Job3,Step 9,Machine7,225,231
Job3,Step 10,Machine11,231,239
Job3,Step 11,Machine9,240,246
Job3,Step 12,Machine14,247,255
Job3,Step 13,Machine8,256,257
Job3,Step 14,Machine13,258,262
Job3,Step 15,Machine12,263,272
Job4,Step 1,Machine0,272,279
Job4,Step 2,Machine1,280,281
Job4,Step 3,Machine3,281,288
Job4,Step 4,Machine4,290,299
Job4,Step 5,Machine2,300,309
Job4,Step 6,Machine6,310,320
Job4,Step 7,Machine5,320,326
Job4,Step 8,Machine10,326,335
Job4,Step 9,Machine13,335,338
Job4,Step 10,Machine9,339,345
Job4,Step 11,Machine12,346,352
Job4,Step 12,Machine8,352,353
Job4,Step 13,Machine7,354,363
Job4,Step 14,Machine11,363,368
Job4,Step 15,Machine14,369,375
Job5,Step 1,Machine6,375,383
Job5,Step 2,Machine2,383,386
Job5,Step 3,Machine5,386,389
Job5,Step 4,Machine0,389,397
Job5,Step 5,Machine4,397,399
Job5,Step 6,Machine1,400,407
Job5,Step 7,Machine3,407,412
Job5,Step 8,Machine14,412,415
Job5,Step 9,Machine8,415,424
Job5,Step 10,Machine11,425,430
Job5,Step 11,Machine10,430,432
Job5,Step 12,Machine13,433,438
Job5,Step 13,Machine12,439,449
Job5,Step 14,Machine9,449,453
Job5,Step 15,Machine7,454,462
Job6,Step 1,Machine4,462,468
Job6,Step 2,Machine6,468,471
Job6,Step 3,Machine5,472,473
Job6,Step 4,Machine3,473,478
Job6,Step 5,Machine0,479,487
Job6,Step 6,Machine1,488,496
Job6,Step 7,Machine2,496,496
Job6,Step 8,Machine8,496,499
Job6,Step 9,Machine12,501,508
Job6,Step 10,Machine7,508,514
Job6,Step 11,Machine9,514,519
Job6,Step 12,Machine13,520,529
Job6,Step 13,Machine14,529,532
Job6,Step 14,Machine11,533,539
Job6,Step 15,Machine10,540,543
Job7,Step 1,Machine4,543,552
Job7,Step 2,Machine1,552,554
Job7,Step 3,Machine5,554,564
Job7,Step 4,Machine6,565,571
Job7,Step 5,Machine3,571,581
Job7,Step 6,Machine0,581,582
Job7,Step 7,Machine2,583,590
Job7,Step 8,Machine7,590,594
Job7,Step 9,Machine9,594,598
Job7,Step 10,Machine8,598,601
Job7,Step 11,Machine14,602,605
Job7,Step 12,Machine11,605,613
Job7,Step 13,Machine13,613,618
Job7,Step 14,Machine12,618,624
Job7,Step 15,Machine10,624,628
Job8,Step 1,Machine0,628,633
Job8,Step 2,Machine1,633,639
Job8,Step 3,Machine5,641,651
Job8,Step 4,Machine3,651,652
Job8,Step 5,Machine2,652,654
Job8,Step 6,Machine6,654,660
Job8,Step 7,Machine4,660,664
Job8,Step 8,Machine8,665,672
Job8,Step 9,Machine12,672,677
Job8,Step 10,Machine10,678,681
Job8,Step 11,Machine13,682,687
Job8,Step 12,Machine11,688,697
Job8,Step 13,Machine7,698,700
Job8,Step 14,Machine14,700,704
Job8,Step 15,Machine9,705,708
Job9,Step 1,Machine0,708,709
Job9,Step 2,Machine6,710,718
Job9,Step 3,Machine3,719,723
Job9,Step 4,Machine2,723,728
Job9,Step 5,Machine4,728,738
Job9,Step 6,Machine5,739,749
Job9,Step 7,Machine1,750,757
Job9,Step 8,Machine14,758,765
Job9,Step 9,Machine9,765,768
Job9,Step 10,Machine12,768,775
Job9,Step 11,Machine8,775,777
Job9,Step 12,Machine11,778,787
Job9,Step 13,Machine7,787,794
Job9,Step 14,Machine13,795,799
Job9,Step 15,Machine10,799,800
Job10,Step 1,Machine5,800,809
Job10,Step 2,Machine1,809,812
Job10,Step 3,Machine0,812,820
Job10,Step 4,Machine2,821,827
Job10,Step 5,Machine6,828,836
Job10,Step 6,Machine4,836,836
Job10,Step 7,Machine3,837,845
Job10,Step 8,Machine9,845,854
Job10,Step 9,Machine10,854,864
Job10,Step 10,Machine12,865,869
Job10,Step 11,Machine14,869,870
Job10,Step 12,Machine8,871,880
Job10,Step 13,Machine7,881,885
Job10,Step 14,Machine13,885,891
Job10,Step 15,Machine11,891,895
Job11,Step 1,Machine2,895,897
Job11,Step 2,Machine5,898,907
Job11,Step 3,Machine6,907,909
Job11,Step 4,Machine3,909,910
Job11,Step 5,Machine1,911,919
Job11,Step 6,Machine0,919,925
Job11,Step 7,Machine4,926,929
Job11,Step 8,Machine13,930,932
Job11,Step 9,Machine10,932,937
Job11,Step 10,Machine9,937,941
Job11,Step 11,Machine14,941,946
Job11,Step 12,Machine12,948,956
Job11,Step 13,Machine7,956,957
Job11,Step 14,Machine11,957,963
Job11,Step 15,Machine8,964,967
Job12,Step 1,Machine3,967,970
Job12,Step 2,Machine6,971,974
Job12,Step 3,Machine0,974,976
Job12,Step 4,Machine4,976,976
Job12,Step 5,Machine2,976,984
Job12,Step 6,Machine1,984,988
Job12,Step 7,Machine5,988,996
Job12,Step 8,Machine14,996,996
Job12,Step 9,Machine13,996,1002
Job12,Step 10,Machine9,1002,1004
Job12,Step 11,Machine10,1005,1011
Job12,Step 12,Machine11,1011,1020
Job12,Step 13,Machine7,1020,1022
Job12,Step 14,Machine8,1023,1029
Job12,Step 15,Machine12,1030,1036
Job13,Step 1,Machine5,1036,1040
Job13,Step 2,Machine1,1041,1048
Job13,Step 3,Machine6,1049,1054
Job13,Step 4,Machine0,1054,1058
Job13,Step 5,Machine3,1059,1069
Job13,Step 6,Machine2,1070,1077
Job13,Step 7,Machine4,1078,1087
Job13,Step 8,Machine7,1087,1089
Job13,Step 9,Machine12,1089,1093
Job13,Step 10,Machine8,1094,1098
Job13,Step 11,Machine9,1098,1109
Job13,Step 12,Machine11,1109,1118
Job13,Step 13,Machine14,1119,1126
Job13,Step 14,Machine13,1126,1131
Job13,Step 15,Machine10,1132,1135
Job14,Step 1,Machine1,1135,1143
Job14,Step 2,Machine2,1144,1149
Job14,Step 3,Machine0,1149,1158
Job14,Step 4,Machine3,1159,1166
Job14,Step 5,Machine5,1166,1166
Job14,Step 6,Machine6,1166,1166
Job14,Step 7,Machine4,1168,1175
Job14,Step 8,Machine13,1175,1179
Job14,Step 9,Machine10,1180,1184
Job14,Step 10,Machine11,1185,1192
Job14,Step 11,Machine12,1193,1198
Job14,Step 12,Machine14,1198,1202
Job14,Step 13,Machine8,1202,1203
Job14,Step 14,Machine9,1203,1207
Job14,Step 15,Machine7,1207,1209
Job15,Step 1,Machine4,1209,1213
Job15,Step 2,Machine0,1213,1216
Job15,Step 3,Machine1,1217,1223
Job15,Step 4,Machine6,1224,1232
Job15,Step 5,Machine2,1234,1242
Job15,Step 6,Machine5,1243,1251
Job15,Step 7,Machine3,1253,1262
Job15,Step 8,Machine13,1263,1267
Job15,Step 9,Machine7,1267,1272
Job15,Step 10,Machine11,1272,1278
Job15,Step 11,Machine8,1279,1285
Job15,Step 12,Machine14,1286,1295
Job15,Step 13,Machine9,1295,1297
Job15,Step 14,Machine10,1298,1304
Job15,Step 15,Machine12,1305,1309
Job16,Step 1,Machine1,1309,1314
Job16,Step 2,Machine0,1315,1324
Job16,Step 3,Machine5,1325,1332
Job16,Step 4,Machine4,1333,1343
Job16,Step 5,Machine3,1344,1351
Job16,Step 6,Machine6,1351,1360
Job16,Step 7,Machine2,1361,1368
Job16,Step 8,Machine14,1368,1372
Job16,Step 9,Machine12,1373,1375
Job16,Step 10,Machine11,1375,1380
Job16,Step 11,Machine13,1380,1384
Job16,Step 12,Machine10,1385,1393
Job16,Step 13,Machine8,1393,1401
Job16,Step 14,Machine7,1401,1403
Job16,Step 15,Machine9,1403,1412
Job17,Step 1,Machine3,1412,1419
Job17,Step 2,Machine6,1420,1421
Job17,Step 3,Machine4,1422,1432
Job17,Step 4,Machine2,1433,1439
Job17,Step 5,Machine1,1440,1446
Job17,Step 6,Machine5,1447,1449
Job17,Step 7,Machine0,1449,1453
Job17,Step 8,Machine7,1454,1463
Job17,Step 9,Machine14,1464,1472
Job17,Step 10,Machine8,1472,1474
Job17,Step 11,Machine9,1474,1483
Job17,Step 12,Machine12,1484,1490
Job17,Step 13,Machine11,1490,1493
Job17,Step 14,Machine10,1493,1495
Job17,Step 15,Machine13,1495,1495
Job18,Step 1,Machine0,1495,1505
Job18,Step 2,Machine6,1505,1508
Job18,Step 3,Machine2,1508,1513
Job18,Step 4,Machine4,1513,1517
Job18,Step 5,Machine1,1517,1523
Job18,Step 6,Machine5,1524,1531
Job18,Step 7,Machine3,1531,1533
Job18,Step 8,Machine9,1533,1536
Job18,Step 9,Machine12,1537,1544
Job18,Step 10,Machine13,1545,1555
Job18,Step 11,Machine10,1555,1556
Job18,Step 12,Machine11,1557,1566
