job,step,machine,start,end
Job1,Step 1,Machine2,0,2
Job1,Step 2,Machine1,3,11
Job1,Step 3,Machine0,11,14
Job1,Step 4,Machine4,14,17
Job1,Step 5,Machine3,19,26
Job1,Step 6,Machine8,26,27
Job1,Step 7,Machine9,28,36
Job1,Step 8,Machine7,37,46
Job1,Step 9,Machine5,46,59
Job1,Step 10,Machine6,60,65
Job2,Step 1,Machine3,65,66
Job2,Step 2,Machine1,67,74
Job2,Step 3,Machine4,74,76
Job2,Step 4,Machine0,77,86
Job2,Step 5,Machine2,86,90
Job2,Step 6,Machine7,90,90
Job2,Step 7,Machine9,91,102
Job2,Step 8,Machine6,103,113
Job2,Step 9,Machine8,114,116
Job2,Step 10,Machine5,116,130
Job3,Step 1,Machine4,130,144
Job3,Step 2,Machine2,144,157
Job3,Step 3,Machine0,158,167
Job3,Step 4,Machine1,167,169
Job3,Step 5,Machine3,169,173
Job3,Step 6,Machine5,174,177
Job3,Step 7,Machine9,178,180
Job3,Step 8,Machine8,180,180
Job3,Step 9,Machine6,180,187
Job3,Step 10,Machine7,188,192
Job4,Step 1,Machine2,192,206
Job4,Step 2,Machine3,208,219
Job4,Step 3,Machine4,220,227
Job4,Step 4,Machine0,227,229
Job4,Step 5,Machine1,230,243
Job4,Step 6,Machine9,244,252
Job4,Step 7,Machine6,253,263
Job4,Step 8,Machine8,263,275
Job4,Step 9,Machine5,277,283
Job4,Step 10,Machine7,283,290
Job5,Step 1,Machine4,290,295
Job5,Step 2,Machine0,296,304
Job5,Step 3,Machine2,304,308
Job5,Step 4,Machine3,308,309
Job5,Step 5,Machine1,310,314
Job5,Step 6,Machine8,315,323
Job5,Step 7,Machine6,325,335
Job5,Step 8,Machine5,335,336
Job5,Step 9,Machine7,337,342
Job5,Step 10,Machine9,342,345
Job6,Step 1,Machine3,345,358
Job6,Step 2,Machine0,358,359
Job6,Step 3,Machine2,359,372
Job6,Step 4,Machine1,372,373
Job6,Step 5,Machine4,373,379
Job6,Step 6,Machine8,379,384
Job6,Step 7,Machine6,384,392
Job6,Step 8,Machine9,392,396
Job6,Step 9,Machine5,396,406
Job6,Step 10,Machine7,407,420
Job7,Step 1,Machine3,420,432
Job7,Step 2,Machine2,433,443
Job7,Step 3,Machine1,443,447
Job7,Step 4,Machine4,447,449
Job7,Step 5,Machine0,449,458
Job7,Step 6,Machine7,460,467
Job7,Step 7,Machine6,467,474
Job7,Step 8,Machine9,475,487
Job7,Step 9,Machine8,488,500
Job7,Step 10,Machine5,502,514
Job8,Step 1,Machine3,514,522
Job8,Step 2,Machine1,522,536
Job8,Step 3,Machine4,536,542
Job8,Step 4,Machine0,543,552
Job8,Step 5,Machine2,552,554
Job8,Step 6,Machine7,554,555
Job8,Step 7,Machine9,556,563
Job8,Step 8,Machine6,564,571
Job8,Step 9,Machine8,571,573
Job8,Step 10,Machine5,573,575
Job9,Step 1,Machine4,575,580
Job9,Step 2,Machine2,581,583
Job9,Step 3,Machine1,584,591
Job9,Step 4,Machine0,591,593
Job9,Step 5,Machine3,594,601
Job9,Step 6,Machine8,602,608
Job9,Step 7,Machine5,610,616
Job9,Step 8,Machine7,618,631
Job9,Step 9,Machine6,632,642
Job9,Step 10,Machine9,644,655
Job10,Step 1,Machine1,655,665
Job10,Step 2,Machine0,665,667
Job10,Step 3,Machine4,667,675
Job10,Step 4,Machine2,675,688
Job10,Step 5,Machine3,688,695
Job10,Step 6,Machine6,695,704
