job,step,machine,start,end
Job1,Step 1,Machine17,0,1
Job1,Step 2,Machine2,1,3
Job1,Step 3,Machine11,3,3
Job1,Step 4,Machine4,4,7
Job1,Step 5,Machine12,7,9
Job1,Step 6,Machine13,9,9
Job1,Step 7,Machine7,10,11
Job1,Step 8,Machine0,11,12
Job1,Step 9,Machine3,12,13
Job1,Step 10,Machine15,13,14
Job1,Step 11,Machine18,15,17
Job1,Step 12,Machine10,17,19
Job1,Step 13,Machine14,19,20
Job1,Step 14,Machine8,20,23
Job1,Step 15,Machine1,24,27
Job1,Step 16,Machine6,27,30
Job1,Step 17,Machine19,30,32
Job1,Step 18,Machine5,32,35
Job1,Step 19,Machine9,35,38
Job1,Step 20,Machine16,38,40
Job2,Step 1,Machine8,40,42
Job2,Step 2,Machine6,43,46
Job2,Step 3,Machine14,46,49
Job2,Step 4,Machine5,49,50
Job2,Step 5,Machine10,50,53
Job2,Step 6,Machine2,54,55
Job2,Step 7,Machine11,55,56
Job2,Step 8,Machine19,56,58
Job2,Step 9,Machine13,58,59
Job2,Step 10,Machine18,59,60
Job2,Step 11,Machine3,61,63
Job2,Step 12,Machine4,63,65
Job2,Step 13,Machine16,65,67
Job2,Step 14,Machine1,67,69
Job2,Step 15,Machine0,69,71
Job2,Step 16,Machine15,71,73
Job2,Step 17,Machine17,73,75
Job2,Step 18,Machine12,75,77
Job2,Step 19,Machine7,78,80
Job2,Step 20,Machine9,80,82
Job3,Step 1,Machine4,82,84
Job3,Step 2,Machine3,84,88
Job3,Step 3,Machine8,88,91
Job3,Step 4,Machine17,91,94
Job3,Step 5,Machine0,94,96
Job3,Step 6,Machine14,97,99
Job3,Step 7,Machine1,99,101
Job3,Step 8,Machine10,101,104
Job3,Step 9,Machine13,104,105
Job3,Step 10,Machine6,105,106
Job3,Step 11,Machine18,106,108
Job3,Step 12,Machine9,108,111
Job3,Step 13,Machine11,111,113
Job3,Step 14,Machine7,114,117
Job3,Step 15,Machine16,117,119
Job3,Step 16,Machine5,119,122
Job3,Step 17,Machine15,122,123
Job3,Step 18,Machine2,123,125
Job3,Step 19,Machine12,125,129
Job3,Step 20,Machine19,129,130
Job4,Step 1,Machine4,130,133
Job4,Step 2,Machine10,133,135
Job4,Step 3,Machine3,135,138
Job4,Step 4,Machine6,138,139
Job4,Step 5,Machine18,139,142
Job4,Step 6,Machine12,142,146
Job4,Step 7,Machine2,146,148
Job4,Step 8,Machine15,148,149
Job4,Step 9,Machine19,149,150
Job4,Step 10,Machine7,151,153
Job4,Step 11,Machine13,154,156
Job4,Step 12,Machine5,156,159
Job4,Step 13,Machine9,159,161
Job4,Step 14,Machine14,161,163
Job4,Step 15,Machine17,163,165
Job4,Step 16,Machine1,165,166
Job4,Step 17,Machine8,166,169
Job4,Step 18,Machine0,169,171
Job4,Step 19,Machine16,171,175
Job4,Step 20,Machine11,175,177
Job5,Step 1,Machine19,177,179
Job5,Step 2,Machine1,179,180
Job5,Step 3,Machine5,180,182
Job5,Step 4,Machine9,182,182
Job5,Step 5,Machine7,183,186
Job5,Step 6,Machine16,186,189
Job5,Step 7,Machine11,190,192
Job5,Step 8,Machine12,192,195
Job5,Step 9,Machine14,195,196
Job5,Step 10,Machine8,196,198
Job5,Step 11,Machine4,198,199
Job5,Step 12,Machine2,199,202
Job5,Step 13,Machine15,202,204
Job5,Step 14,Machine13,205,207
Job5,Step 15,Machine17,207,209
Job5,Step 16,Machine18,210,211
Job5,Step 17,Machine10,211,213
Job5,Step 18,Machine0,213,217
Job5,Step 19,Machine6,217,218
Job5,Step 20,Machine3,218,221
Job6,Step 1,Machine13,221,223
Job6,Step 2,Machine2,223,226
Job6,Step 3,Machine3,226,228
Job6,Step 4,Machine7,228,229
Job6,Step 5,Machine12,229,232
Job6,Step 6,Machine14,233,235
Job6,Step 7,Machine8,235,236
Job6,Step 8,Machine19,236,238
Job6,Step 9,Machine6,238,239
Job6,Step 10,Machine16,239,243
Job6,Step 11,Machine11,243,246
Job6,Step 12,Machine4,246,248
Job6,Step 13,Machine0,249,252
Job6,Step 14,Machine5,252,255
Job6,Step 15,Machine9,255,257
Job6,Step 16,Machine17,257,259
Job6,Step 17,Machine1,260,262
Job6,Step 18,Machine10,262,265
Job6,Step 19,Machine15,265,267
Job6,Step 20,Machine18,267,270
Job7,Step 1,Machine9,270,271
Job7,Step 2,Machine5,271,273
Job7,Step 3,Machine18,273,275
Job7,Step 4,Machine16,275,277
Job7,Step 5,Machine12,278,280
Job7,Step 6,Machine3,281,282
Job7,Step 7,Machine2,282,284
Job7,Step 8,Machine10,284,286
Job7,Step 9,Machine4,286,289
Job7,Step 10,Machine11,289,292
Job7,Step 11,Machine1,293,296
Job7,Step 12,Machine17,296,298
Job7,Step 13,Machine6,298,300
Job7,Step 14,Machine13,300,301
Job7,Step 15,Machine14,301,303
Job7,Step 16,Machine15,303,306
Job7,Step 17,Machine8,307,309
Job7,Step 18,Machine0,309,311
Job7,Step 19,Machine7,311,312
Job7,Step 20,Machine19,312,315
Job8,Step 1,Machine9,315,317
Job8,Step 2,Machine6,317,320
Job8,Step 3,Machine1,320,321
Job8,Step 4,Machine5,321,322
Job8,Step 5,Machine2,322,326
Job8,Step 6,Machine7,326,328
Job8,Step 7,Machine16,328,330
Job8,Step 8,Machine12,330,332
Job8,Step 9,Machine13,332,335
Job8,Step 10,Machine17,335,338
Job8,Step 11,Machine10,338,339
Job8,Step 12,Machine18,340,343
Job8,Step 13,Machine19,343,346
Job8,Step 14,Machine8,347,349
Job8,Step 15,Machine15,349,351
Job8,Step 16,Machine4,351,353
Job8,Step 17,Machine11,353,355
Job8,Step 18,Machine14,356,359
Job8,Step 19,Machine0,359,361
Job8,Step 20,Machine3,361,363
Job9,Step 1,Machine7,363,365
Job9,Step 2,Machine12,365,366
Job9,Step 3,Machine8,367,369
Job9,Step 4,Machine0,370,372
Job9,Step 5,Machine13,372,374
Job9,Step 6,Machine10,374,374
Job9,Step 7,Machine9,375,377
Job9,Step 8,Machine18,377,379
Job9,Step 9,Machine2,379,382
Job9,Step 10,Machine17,382,383
Job9,Step 11,Machine3,384,386
Job9,Step 12,Machine5,386,388
Job9,Step 13,Machine6,388,389
Job9,Step 14,Machine15,389,391
Job9,Step 15,Machine14,391,393
