job,step,machine,start,end,precedence
Job1,1,Machine11,0,10,
Job1,2,Machine7,10,15,After Job1 Step 1
Job1,3,Machine1,15,20,After Job1 Step 2
Job1,4,Machine12,20,21,After Job1 Step 3
Job1,5,Machine8,21,41,After Job1 Step 4
Job1,6,Machine5,41,48,After Job1 Step 5
Job1,7,Machine9,48,54,After Job1 Step 6
Job1,8,Machine14,54,73,After Job1 Step 7
Job1,9,Machine16,73,78,After Job1 Step 8
Job1,10,Machine13,78,93,After Job1 Step 9
Job1,11,Machine3,93,114,After Job1 Step 10
Job1,12,Machine6,114,131,After Job1 Step 11
Job1,13,Machine17,131,137,After Job1 Step 12
Job1,14,Machine15,137,145,After Job1 Step 13
Job1,15,Machine10,145,157,After Job1 Step 14
Job1,16,Machine19,157,167,After Job1 Step 15
Job1,17,Machine18,167,181,After Job1 Step 16
Job1,18,Machine0,181,195,After Job1 Step 17
Job1,19,Machine4,195,207,After Job1 Step 18
Job1,20,Machine2,207,226,After Job1 Step 19
Job10,1,Machine2,1775,1794,
Job10,2,Machine10,1794,1800,After Job10 Step 1
Job10,3,Machine19,1800,1807,After Job10 Step 2
Job10,4,Machine17,1807,1809,After Job10 Step 3
Job10,5,Machine7,1809,1828,After Job10 Step 4
Job10,6,Machine1,1828,1838,After Job10 Step 5
Job10,7,Machine15,1838,1851,After Job10 Step 6
Job10,8,Machine11,1851,1864,After Job10 Step 7
Job10,9,Machine6,1864,1883,After Job10 Step 8
Job10,10,Machine16,1883,1892,After Job10 Step 9
Job10,11,Machine8,1892,1908,After Job10 Step 10
Job10,12,Machine5,1908,1924,After Job10 Step 11
Job10,13,Machine13,1924,1943,After Job10 Step 12
Job10,14,Machine18,1943,1952,After Job10 Step 13
Job10,15,Machine9,1952,1958,After Job10 Step 14
Job10,16,Machine3,1958,1962,After Job10 Step 15
Job10,17,Machine12,1962,1962,After Job10 Step 16
Job10,18,Machine4,1962,1970,After Job10 Step 17
Job10,19,Machine0,1970,1974,After Job10 Step 18
Job10,20,Machine14,1974,1976,After Job10 Step 19
Job11,1,Machine11,1864,1876,
Job11,2,Machine15,1876,1890,After Job11 Step 1
Job11,3,Machine4,1970,1992,After Job11 Step 2
Job11,4,Machine19,1992,2014,After Job11 Step 3
Job11,5,Machine0,2014,2033,After Job11 Step 4
Job11,6,Machine17,2033,2042,After Job11 Step 5
Job11,7,Machine16,2042,2044,After Job11 Step 6
Job11,8,Machine5,2044,2053,After Job11 Step 7
Job11,9,Machine14,2053,2056,After Job11 Step 8
Job11,10,Machine1,2056,2070,After Job11 Step 9
Job11,11,Machine10,2070,2087,After Job11 Step 10
Job11,12,Machine3,2087,2105,After Job11 Step 11
Job11,13,Machine12,2105,2119,After Job11 Step 12
Job11,14,Machine9,2119,2141,After Job11 Step 13
Job11,15,Machine18,2141,2146,After Job11 Step 14
Job11,16,Machine8,2146,2167,After Job11 Step 15
Job11,17,Machine6,2167,2170,After Job11 Step 16
Job11,18,Machine2,2170,2185,After Job11 Step 17
Job11,19,Machine13,2185,2204,After Job11 Step 18
Job11,20,Machine7,2204,2209,After Job11 Step 19
Job12,1,Machine17,2042,2060,
Job12,2,Machine6,2170,2176,After Job12 Step 1
Job12,3,Machine3,2176,2182,After Job12 Step 2
Job12,4,Machine8,2182,2200,After Job12 Step 3
Job12,5,Machine12,2200,2201,After Job12 Step 4
Job12,6,Machine11,2201,2221,After Job12 Step 5
Job12,7,Machine0,2221,2242,After Job12 Step 6
Job12,8,Machine18,2242,2245,After Job12 Step 7
Job12,9,Machine5,2245,2258,After Job12 Step 8
Job12,10,Machine1,2258,2270,After Job12 Step 9
Job12,11,Machine15,2270,2286,After Job12 Step 10
Job12,12,Machine16,2286,2295,After Job12 Step 11
Job12,13,Machine13,2295,2312,After Job12 Step 12
Job12,14,Machine7,2312,2332,After Job12 Step 13
Job12,15,Machine14,2332,2348,After Job12 Step 14
Job12,16,Machine2,2348,2361,After Job12 Step 15
Job12,17,Machine10,2361,2372,After Job12 Step 16
Job12,18,Machine4,2372,2379,After Job12 Step 17
Job12,19,Machine19,2379,2398,After Job12 Step 18
Job12,20,Machine9,2398,2420,After Job12 Step 19
Job13,1,Machine7,2332,2346,
Job13,2,Machine6,2346,2365,After Job13 Step 1
Job13,3,Machine14,2365,2378,After Job13 Step 2
Job13,4,Machine3,2378,2397,After Job13 Step 3
Job13,5,Machine8,2397,2400,After Job13 Step 4
Job13,6,Machine9,2420,2431,After Job13 Step 5
Job13,7,Machine1,2431,2443,After Job13 Step 6
Job13,8,Machine2,2443,2444,After Job13 Step 7
Job13,9,Machine4,2444,2457,After Job13 Step 8
Job13,10,Machine10,2457,2461,After Job13 Step 9
Job13,11,Machine11,2461,2473,After Job13 Step 10
Job13,12,Machine12,2473,2490,After Job13 Step 11
Job13,13,Machine16,2490,2501,After Job13 Step 12
Job13,14,Machine5,2501,2510,After Job13 Step 13
Job13,15,Machine13,2510,2518,After Job13 Step 14
Job13,16,Machine0,2518,2521,After Job13 Step 15
Job13,17,Machine15,2521,2526,After Job13 Step 16
Job13,18,Machine19,2526,2529,After Job13 Step 17
Job13,19,Machine18,2529,2530,After Job13 Step 18
Job13,20,Machine17,2530,2535,After Job13 Step 19
Job14,1,Machine7,2346,2347,
Job14,2,Machine10,2461,2469,After Job14 Step 1
Job14,3,Machine6,2469,2488,After Job14 Step 2
Job14,4,Machine8,2488,2497,After Job14 Step 3
Job14,5,Machine18,2530,2532,After Job14 Step 4
Job14,6,Machine2,2532,2535,After Job14 Step 5
Job14,7,Machine4,2535,2554,After Job14 Step 6
Job14,8,Machine19,2554,2562,After Job14 Step 7
Job14,9,Machine16,2562,2563,After Job14 Step 8
Job14,10,Machine9,2563,2579,After Job14 Step 9
Job14,11,Machine0,2579,2586,After Job14 Step 10
Job14,12,Machine12,2586,2600,After Job14 Step 11
Job14,13,Machine5,2600,2618,After Job14 Step 12
Job14,14,Machine1,2618,2635,After Job14 Step 13
Job14,15,Machine14,2635,2640,After Job14 Step 14
Job14,16,Machine17,2640,2643,After Job14 Step 15
Job14,17,Machine13,2643,2646,After Job14 Step 16
Job14,18,Machine11,2646,2647,After Job14 Step 17
Job14,19,Machine3,2647,2659,After Job14 Step 18
Job14,20,Machine15,2659,2676,After Job14 Step 19
Job15,1,Machine6,2488,2496,
Job15,2,Machine14,2640,2658,After Job15 Step 1
Job15,3,Machine17,2658,2676,After Job15 Step 2
Job15,4,Machine13,2676,2687,After Job15 Step 3
Job15,5,Machine18,2687,2694,After Job15 Step 4
Job15,6,Machine10,2694,2714,After Job15 Step 5
Job15,7,Machine4,2714,2729,After Job15 Step 6
Job15,8,Machine7,2729,2748,After Job15 Step 7
Job15,9,Machine12,2748,2751,After Job15 Step 8
Job15,10,Machine11,2751,2759,After Job15 Step 9
Job15,11,Machine2,2759,2774,After Job15 Step 10
Job15,12,Machine16,2774,2794,After Job15 Step 11
Job15,13,Machine15,2794,2806,After Job15 Step 12
Job15,14,Machine9,2806,2822,After Job15 Step 13
Job15,15,Machine3,2822,2823,After Job15 Step 14
Job15,16,Machine19,2823,2832,After Job15 Step 15
Job15,17,Machine1,2832,2838,After Job15 Step 16
Job15,18,Machine8,2838,2855,After Job15 Step 17
Job15,19,Machine5,2855,2869,After Job15 Step 18
Job15,20,Machine0,2869,2883,After Job15 Step 19
Job16,1,Machine5,2869,2874,
Job16,2,Machine17,2874,2882,After Job16 Step 1
Job16,3,Machine0,2883,2885,After Job16 Step 2
Job16,4,Machine1,2885,2894,After Job16 Step 3
Job16,5,Machine13,2894,2897,After Job16 Step 4
Job16,6,Machine7,2897,2899,After Job16 Step 5
Job16,7,Machine14,2899,2915,After Job16 Step 6
Job16,8,Machine3,2915,2923,After Job16 Step 7
Job16,9,Machine9,2923,2923,After Job16 Step 8
Job16,10,Machine10,2923,2937,After Job16 Step 9
Job16,11,Machine15,2937,2939,After Job16 Step 10
Job16,12,Machine4,2939,2939,After Job16 Step 11
Job16,13,Machine16,2939,2944,After Job16 Step 12
Job16,14,Machine2,2944,2962,After Job16 Step 13
Job16,15,Machine18,2962,2967,After Job16 Step 14
Job16,16,Machine11,2967,2988,After Job16 Step 15
Job16,17,Machine12,2988,3006,After Job16 Step 16
Job16,18,Machine19,3006,3010,After Job16 Step 17
Job16,19,Machine8,3010,3016,After Job16 Step 18
Job16,20,Machine6,3016,3021,After Job16 Step 19
Job17,1,Machine0,2885,2905,
Job17,2,Machine17,2905,2909,After Job17 Step 1
Job17,3,Machine8,3016,3023,After Job17 Step 2
Job17,4,Machine19,3023,3036,After Job17 Step 3
Job17,5,Machine13,3036,3055,After Job17 Step 4
Job17,6,Machine15,3055,3071,After Job17 Step 5
Job17,7,Machine11,3071,3081,After Job17 Step 6
Job17,8,Machine18,3081,3082,After Job17 Step 7
Job17,9,Machine16,3082,3095,After Job17 Step 8
Job17,10,Machine9,3095,3103,After Job17 Step 9
Job17,11,Machine6,3103,3104,After Job17 Step 10
Job17,12,Machine3,3104,3120,After Job17 Step 11
Job17,13,Machine1,3120,3120,After Job17 Step 12
Job17,14,Machine14,3120,3136,After Job17 Step 13
Job17,15,Machine12,3136,3146,After Job17 Step 14
Job17,16,Machine4,3146,3163,After Job17 Step 15
Job17,17,Machine10,3163,3170,After Job17 Step 16
Job17,18,Machine7,3170,3177,After Job17 Step 17
Job17,19,Machine2,3177,3183,After Job17 Step 18
Job17,20,Machine5,3183,3185,After Job17 Step 19
Job18,1,Machine15,3071,3075,
Job18,2,Machine0,3075,3097,After Job18 Step 1
Job18,3,Machine7,3177,3184,After Job18 Step 2
Job18,4,Machine3,3184,3188,After Job18 Step 3
Job18,5,Machine13,3188,3197,After Job18 Step 4
Job18,6,Machine16,3197,3208,After Job18 Step 5
Job18,7,Machine11,3208,3215,After Job18 Step 6
Job18,8,Machine1,3215,3229,After Job18 Step 7
Job18,9,Machine2,3229,3249,After Job18 Step 8
