job,step,machine,start,end,precedence
Job1,1,Machine4,0,21,
Job1,2,Machine6,21,48,After Job1 Step 1
Job1,3,Machine17,48,62,After Job1 Step 2
Job1,4,Machine5,62,68,After Job1 Step 3
Job1,5,Machine9,68,68,After Job1 Step 4
Job1,6,Machine13,68,74,After Job1 Step 5
Job1,7,Machine18,74,102,After Job1 Step 6
Job1,8,Machine14,102,127,After Job1 Step 7
Job1,9,Machine15,127,152,After Job1 Step 8
Job1,10,Machine1,152,158,After Job1 Step 9
Job1,11,Machine16,158,173,After Job1 Step 10
Job1,12,Machine11,173,182,After Job1 Step 11
Job1,13,Machine3,182,208,After Job1 Step 12
Job1,14,Machine8,208,219,After Job1 Step 13
Job1,15,Machine0,219,235,After Job1 Step 14
Job1,16,Machine7,235,244,After Job1 Step 15
Job1,17,Machine2,244,261,After Job1 Step 16
Job1,18,Machine10,261,278,After Job1 Step 17
Job1,19,Machine12,278,282,After Job1 Step 18
Job1,20,Machine19,282,291,After Job1 Step 19
Job10,1,Machine8,2103,2128,
Job10,2,Machine17,2128,2144,After Job10 Step 1
Job10,3,Machine9,2227,2239,After Job10 Step 2
Job10,4,Machine14,2261,2287,After Job10 Step 3
Job10,5,Machine0,2287,2308,After Job10 Step 4
Job10,6,Machine1,2308,2313,After Job10 Step 5
Job10,7,Machine6,2313,2323,After Job10 Step 6
Job10,8,Machine13,2323,2346,After Job10 Step 7
Job10,9,Machine19,2346,2351,After Job10 Step 8
Job10,10,Machine11,2351,2366,After Job10 Step 9
Job10,11,Machine4,2366,2394,After Job10 Step 10
Job10,12,Machine10,2394,2414,After Job10 Step 11
Job10,13,Machine5,2414,2426,After Job10 Step 12
Job10,14,Machine18,2426,2449,After Job10 Step 13
Job10,15,Machine16,2449,2464,After Job10 Step 14
Job10,16,Machine2,2464,2466,After Job10 Step 15
Job10,17,Machine12,2466,2486,After Job10 Step 16
Job10,18,Machine3,2486,2514,After Job10 Step 17
Job10,19,Machine15,2514,2540,After Job10 Step 18
Job10,20,Machine7,2540,2556,After Job10 Step 19
Job11,1,Machine11,2366,2376,
Job11,2,Machine17,2376,2383,After Job11 Step 1
Job11,3,Machine13,2383,2397,After Job11 Step 2
Job11,4,Machine4,2397,2416,After Job11 Step 3
Job11,5,Machine19,2416,2439,After Job11 Step 4
Job11,6,Machine2,2466,2496,After Job11 Step 5
Job11,7,Machine5,2496,2513,After Job11 Step 6
Job11,8,Machine10,2513,2522,After Job11 Step 7
Job11,9,Machine1,2522,2550,After Job11 Step 8
Job11,10,Machine14,2550,2563,After Job11 Step 9
Job11,11,Machine18,2563,2588,After Job11 Step 10
Job11,12,Machine7,2588,2608,After Job11 Step 11
Job11,13,Machine3,2608,2629,After Job11 Step 12
Job11,14,Machine9,2629,2639,After Job11 Step 13
Job11,15,Machine0,2639,2665,After Job11 Step 14
Job11,16,Machine8,2665,2690,After Job11 Step 15
Job11,17,Machine12,2690,2702,After Job11 Step 16
Job11,18,Machine16,2702,2723,After Job11 Step 17
Job11,19,Machine15,2723,2754,After Job11 Step 18
Job11,20,Machine6,2754,2778,After Job11 Step 19
Job12,1,Machine10,2522,2540,
Job12,2,Machine2,2540,2563,After Job12 Step 1
Job12,3,Machine8,2690,2720,After Job12 Step 2
Job12,4,Machine13,2720,2737,After Job12 Step 3
Job12,5,Machine7,2737,2741,After Job12 Step 4
Job12,6,Machine12,2741,2768,After Job12 Step 5
Job12,7,Machine3,2768,2788,After Job12 Step 6
Job12,8,Machine9,2788,2813,After Job12 Step 7
Job12,9,Machine19,2813,2834,After Job12 Step 8
Job12,10,Machine15,2834,2840,After Job12 Step 9
Job12,11,Machine6,2840,2847,After Job12 Step 10
Job12,12,Machine18,2847,2865,After Job12 Step 11
Job12,13,Machine5,2865,2874,After Job12 Step 12
Job12,14,Machine0,2874,2893,After Job12 Step 13
Job12,15,Machine4,2893,2905,After Job12 Step 14
Job12,16,Machine16,2905,2925,After Job12 Step 15
Job12,17,Machine1,2925,2950,After Job12 Step 16
Job12,18,Machine11,2950,2960,After Job12 Step 17
Job12,19,Machine17,2960,2985,After Job12 Step 18
Job12,20,Machine14,2985,2999,After Job12 Step 19
Job13,1,Machine4,2905,2931,
Job13,2,Machine7,2931,2961,After Job13 Step 1
Job13,3,Machine2,2961,2993,After Job13 Step 2
Job13,4,Machine15,2993,3021,After Job13 Step 3
Job13,5,Machine16,3021,3043,After Job13 Step 4
Job13,6,Machine1,3043,3046,After Job13 Step 5
Job13,7,Machine8,3046,3059,After Job13 Step 6
Job13,8,Machine19,3059,3074,After Job13 Step 7
Job13,9,Machine13,3074,3087,After Job13 Step 8
Job13,10,Machine9,3087,3112,After Job13 Step 9
Job13,11,Machine6,3112,3142,After Job13 Step 10
Job13,12,Machine3,3142,3147,After Job13 Step 11
Job13,13,Machine18,3147,3175,After Job13 Step 12
Job13,14,Machine10,3175,3194,After Job13 Step 13
Job13,15,Machine17,3194,3207,After Job13 Step 14
Job13,16,Machine11,3207,3231,After Job13 Step 15
Job13,17,Machine14,3231,3257,After Job13 Step 16
Job13,18,Machine12,3257,3270,After Job13 Step 17
Job13,19,Machine5,3270,3294,After Job13 Step 18
Job13,20,Machine0,3294,3295,After Job13 Step 19
Job14,1,Machine3,3147,3152,
Job14,2,Machine0,3295,3322,After Job14 Step 1
Job14,3,Machine18,3322,3328,After Job14 Step 2
