job,step,machine,start,end,precedence
Job1,1,Machine5,0,7,
Job1,2,Machine11,7,28,After Job1 Step 1
Job1,3,Machine13,28,36,After Job1 Step 2
Job1,4,Machine1,36,47,After Job1 Step 3
Job1,5,Machine14,47,72,After Job1 Step 4
Job1,6,Machine2,72,89,After Job1 Step 5
Job1,7,Machine10,89,101,After Job1 Step 6
Job1,8,Machine6,101,128,After Job1 Step 7
Job1,9,Machine9,128,141,After Job1 Step 8
Job1,10,Machine12,141,143,After Job1 Step 9
Job1,11,Machine4,143,156,After Job1 Step 10
Job1,12,Machine8,156,175,After Job1 Step 11
Job1,13,Machine3,175,186,After Job1 Step 12
Job1,14,Machine0,186,193,After Job1 Step 13
Job1,15,Machine7,193,194,After Job1 Step 14
Job10,1,Machine14,1595,1613,
Job10,2,Machine11,1686,1707,After Job10 Step 1
Job10,3,Machine4,1707,1709,After Job10 Step 2
Job10,4,Machine1,1709,1729,After Job10 Step 3
Job10,5,Machine0,1729,1740,After Job10 Step 4
Job10,6,Machine3,1740,1751,After Job10 Step 5
Job10,7,Machine5,1751,1769,After Job10 Step 6
Job10,8,Machine2,1769,1774,After Job10 Step 7
Job10,9,Machine13,1774,1782,After Job10 Step 8
Job10,10,Machine9,1782,1807,After Job10 Step 9
Job10,11,Machine7,1807,1814,After Job10 Step 10
Job10,12,Machine8,1814,1831,After Job10 Step 11
Job10,13,Machine12,1831,1852,After Job10 Step 12
Job10,14,Machine6,1852,1881,After Job10 Step 13
Job10,15,Machine10,1881,1895,After Job10 Step 14
Job11,1,Machine7,1814,1843,
Job11,2,Machine3,1843,1859,After Job11 Step 1
Job11,3,Machine0,1859,1868,After Job11 Step 2
Job11,4,Machine4,1868,1875,After Job11 Step 3
Job11,5,Machine6,1881,1898,After Job11 Step 4
Job11,6,Machine11,1898,1923,After Job11 Step 5
Job11,7,Machine2,1923,1943,After Job11 Step 6
Job11,8,Machine5,1943,1947,After Job11 Step 7
Job11,9,Machine8,1947,1955,After Job11 Step 8
Job11,10,Machine1,1955,1979,After Job11 Step 9
