job,step,machine,start,end,precedence
Job1,1,Machine11,0,15,
Job1,2,Machine12,15,36,After Job1 Step 1
Job1,3,Machine2,36,59,After Job1 Step 2
Job1,4,Machine3,59,85,After Job1 Step 3
Job1,5,Machine8,85,117,After Job1 Step 4
Job1,6,Machine0,117,144,After Job1 Step 5
Job1,7,Machine9,144,169,After Job1 Step 6
Job1,8,Machine6,169,172,After Job1 Step 7
Job1,9,Machine14,172,207,After Job1 Step 8
Job1,10,Machine5,207,224,After Job1 Step 9
Job1,11,Machine13,224,243,After Job1 Step 10
Job1,12,Machine1,243,247,After Job1 Step 11
Job1,13,Machine10,247,272,After Job1 Step 12
Job1,14,Machine4,272,289,After Job1 Step 13
Job1,15,Machine7,289,293,After Job1 Step 14
Job10,1,Machine14,1919,1950,
Job10,2,Machine7,1950,1950,After Job10 Step 1
Job10,3,Machine4,1950,1954,After Job10 Step 2
Job10,4,Machine9,1954,1987,After Job10 Step 3
Job10,5,Machine6,1987,2011,After Job10 Step 4
Job10,6,Machine0,2011,2017,After Job10 Step 5
Job10,7,Machine13,2017,2035,After Job10 Step 6
Job10,8,Machine8,2035,2066,After Job10 Step 7
Job10,9,Machine3,2066,2077,After Job10 Step 8
Job10,10,Machine10,2077,2099,After Job10 Step 9
Job10,11,Machine2,2099,2113,After Job10 Step 10
Job10,12,Machine1,2113,2130,After Job10 Step 11
Job10,13,Machine12,2130,2142,After Job10 Step 12
Job10,14,Machine11,2142,2161,After Job10 Step 13
Job10,15,Machine5,2161,2184,After Job10 Step 14
Job11,1,Machine4,1954,1970,
Job11,2,Machine3,2077,2112,After Job11 Step 1
Job11,3,Machine12,2142,2175,After Job11 Step 2
Job11,4,Machine8,2175,2192,After Job11 Step 3
Job11,5,Machine6,2192,2199,After Job11 Step 4
Job11,6,Machine0,2199,2216,After Job11 Step 5
Job11,7,Machine2,2216,2242,After Job11 Step 6
Job11,8,Machine7,2242,2258,After Job11 Step 7
Job11,9,Machine9,2258,2282,After Job11 Step 8
Job11,10,Machine5,2282,2292,After Job11 Step 9
Job11,11,Machine13,2292,2316,After Job11 Step 10
Job11,12,Machine11,2316,2351,After Job11 Step 11
Job11,13,Machine1,2351,2385,After Job11 Step 12
Job11,14,Machine10,2385,2395,After Job11 Step 13
Job11,15,Machine14,2395,2414,After Job11 Step 14
Job12,1,Machine4,1970,1978,
Job12,2,Machine0,2216,2224,After Job12 Step 1
Job12,3,Machine7,2258,2286,After Job12 Step 2
Job12,4,Machine14,2414,2416,After Job12 Step 3
Job12,5,Machine1,2416,2439,After Job12 Step 4
Job12,6,Machine11,2439,2447,After Job12 Step 5
Job12,7,Machine5,2447,2474,After Job12 Step 6
Job12,8,Machine10,2474,2501,After Job12 Step 7
Job12,9,Machine2,2501,2523,After Job12 Step 8
Job12,10,Machine6,2523,2551,After Job12 Step 9
Job12,11,Machine8,2551,2578,After Job12 Step 10
Job12,12,Machine13,2578,2596,After Job12 Step 11
Job12,13,Machine3,2596,2609,After Job12 Step 12
Job12,14,Machine12,2609,2626,After Job12 Step 13
Job12,15,Machine9,2626,2660,After Job12 Step 14
Job13,1,Machine7,2286,2306,
Job13,2,Machine6,2551,2576,After Job13 Step 1
Job13,3,Machine2,2576,2578,After Job13 Step 2
Job13,4,Machine9,2660,2680,After Job13 Step 3
Job13,5,Machine1,2680,2705,After Job13 Step 4
Job13,6,Machine8,2705,2738,After Job13 Step 5
Job13,7,Machine4,2738,2770,After Job13 Step 6
Job13,8,Machine11,2770,2790,After Job13 Step 7
Job13,9,Machine13,2790,2811,After Job13 Step 8
Job13,10,Machine5,2811,2842,After Job13 Step 9
Job13,11,Machine14,2842,2870,After Job13 Step 10
Job13,12,Machine12,2870,2902,After Job13 Step 11
Job13,13,Machine3,2902,2925,After Job13 Step 12
Job13,14,Machine0,2925,2931,After Job13 Step 13
Job13,15,Machine10,2931,2946,After Job13 Step 14
Job14,1,Machine14,2870,2872,
Job14,2,Machine2,2872,2901,After Job14 Step 1
Job14,3,Machine10,2946,2965,After Job14 Step 2
Job14,4,Machine13,2965,2968,After Job14 Step 3
Job14,5,Machine0,2968,2972,After Job14 Step 4
Job14,6,Machine3,2972,2981,After Job14 Step 5
Job14,7,Machine1,2981,3004,After Job14 Step 6
Job14,8,Machine11,3004,3006,After Job14 Step 7
Job14,9,Machine6,3006,3028,After Job14 Step 8
Job14,10,Machine9,3028,3047,After Job14 Step 9
Job14,11,Machine4,3047,3066,After Job14 Step 10
Job14,12,Machine8,3066,3101,After Job14 Step 11
Job14,13,Machine7,3101,3130,After Job14 Step 12
Job14,14,Machine5,3130,3143,After Job14 Step 13
Job14,15,Machine12,3143,3164,After Job14 Step 14
Job15,1,Machine7,3130,3164,
Job15,2,Machine4,3164,3173,After Job15 Step 1
Job15,3,Machine5,3173,3187,After Job15 Step 2
Job15,4,Machine2,3187,3197,After Job15 Step 3
Job15,5,Machine1,3197,3208,After Job15 Step 4
Job15,6,Machine12,3208,3210,After Job15 Step 5
Job15,7,Machine13,3210,3223,After Job15 Step 6
Job15,8,Machine8,3223,3224,After Job15 Step 7
Job15,9,Machine3,3224,3258,After Job15 Step 8
Job15,10,Machine9,3258,3261,After Job15 Step 9
Job15,11,Machine10,3261,3280,After Job15 Step 10
Job15,12,Machine6,3280,3306,After Job15 Step 11
Job15,13,Machine11,3306,3336,After Job15 Step 12
